Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
457,Hasheem Thabeet,22,MEM,C,68,13,13,1.1,1.9,0.588,0,0,,1.1,1.9,0.588,0.588,0.8,1.4,0.581,1.3,2.3,3.6,0.2,0.2,1.3,0.6,2.4,3.1,
458,Roko Ukić,25,MIL,PG,13,0,7.5,1.1,2.3,0.467,0.2,0.9,0.25,0.8,1.4,0.611,0.517,0.7,0.8,0.818,0,0.2,0.2,0.9,0.1,0,0.5,0.5,3.1,
459,Joe Smith,34,ATL,PF,64,1,9.3,1.2,3,0.399,0,0.1,0.143,1.2,2.9,0.409,0.402,0.6,0.8,0.813,1,1.4,2.5,0.3,0.1,0.3,0.3,1.5,3,
460,DaJuan Summers,22,DET,SF,44,0,9.2,1,3,0.354,0.3,1,0.357,0.7,2,0.352,0.412,0.6,0.9,0.711,0.3,0.7,1,0.4,0.2,0.2,0.4,1.2,3,
461,Kurt Thomas,37,MIL,C,70,9,15,1.4,3,0.476,0,0,,1.4,3,0.476,0.476,0.2,0.2,0.8,1.2,3,4.2,0.7,0.4,0.7,0.7,2.3,3,
462,Kyle Weaver,23,OKC,SG,12,0,12,1,2.8,0.364,0.6,1.6,0.368,0.4,1.2,0.357,0.47,0.4,0.5,0.833,0.1,1.4,1.5,0.9,0.5,0.5,0.3,1.1,3,
463,DeMarre Carroll,23,MEM,SF,71,1,11.2,1.2,3.1,0.396,0,0.1,0,1.2,3,0.407,0.396,0.5,0.7,0.623,0.7,1.4,2.1,0.5,0.4,0.1,0.3,1.5,2.9,
464,Jon Brockman,22,SAC,PF,52,4,12.6,1.1,2,0.534,0,0,,1.1,2,0.534,0.534,0.7,1.2,0.597,2,2.1,4.1,0.4,0.3,0.1,0.4,2.2,2.8,
465,Dan Gadzuric,31,MIL,C,32,6,9.8,1.2,2.8,0.438,0,0,,1.2,2.8,0.438,0.438,0.3,0.8,0.4,1.2,1.7,2.9,0.4,0.3,0.4,0.5,2,2.8,
466,Sasha Vujačić,25,LAL,SG,67,1,8.6,1,2.4,0.402,0.4,1.2,0.309,0.6,1.2,0.494,0.479,0.4,0.5,0.848,0.4,0.8,1.2,0.6,0.3,0.1,0.3,1,2.8,
467,Joel Anthony,27,MIA,C,80,16,16.5,1,2,0.478,0,0,,1,2,0.478,0.478,0.8,1.2,0.717,1.5,1.6,3.1,0.2,0.3,1.4,0.6,2,2.7,
468,Jeff Ayres,22,POR,C,39,4,10.4,1.1,1.7,0.662,0,0,,1.1,1.7,0.662,0.662,0.5,0.5,0.9,0.6,1.9,2.5,0,0.2,0.4,0.3,1.9,2.7,
469,Earl Clark,22,PHO,PF,51,0,7.5,1.1,3,0.371,0,0.1,0.4,1.1,2.9,0.37,0.377,0.5,0.7,0.722,0.4,0.9,1.2,0.4,0.1,0.3,0.5,0.5,2.7,
470,Josh Powell,27,LAL,PF,63,0,9.2,1.1,3.1,0.366,0.1,0.3,0.438,1,2.8,0.36,0.384,0.3,0.5,0.645,0.7,1.1,1.8,0.6,0.1,0.1,0.5,1.1,2.7,
471,Mardy Collins,25,LAC,SG,43,0,10.9,1.1,3,0.367,0.1,0.4,0.235,1,2.6,0.387,0.383,0.3,0.5,0.619,0.3,0.9,1.2,1,0.5,0,0.7,1,2.6,
472,Kyrylo Fesenko,23,UTA,C,49,5,8.3,1.1,1.9,0.547,0,0,0,1.1,1.9,0.553,0.547,0.5,1.2,0.421,0.7,1.2,1.8,0.3,0.1,0.4,0.5,1.6,2.6,
473,Gerald Henderson,22,CHA,SG,43,0,8.3,0.9,2.4,0.356,0.1,0.4,0.211,0.8,2,0.388,0.375,0.8,1.1,0.745,0.3,0.9,1.3,0.3,0.2,0.2,0.3,0.6,2.6,
474,Othyus Jeffers,24,UTA,SG,14,0,5.2,0.9,2.1,0.414,0,0,,0.9,2.1,0.414,0.414,0.9,1.4,0.684,0.6,0.8,1.4,0.1,0.3,0,0.4,0.7,2.6,
475,Desmond Mason,32,SAC,SF,5,4,13.2,1,2.4,0.417,0,0,,1,2.4,0.417,0.417,0.6,0.8,0.75,0.8,1.8,2.6,0.4,0.2,0.2,0.8,1,2.6,
476,Patty Mills,21,POR,PG,10,0,3.8,1,2.4,0.417,0.2,0.4,0.5,0.8,2,0.4,0.458,0.4,0.7,0.571,0.1,0.1,0.2,0.5,0,0,0.4,0.6,2.6,
477,Sean Williams,23,NJN,PF,20,0,11.4,1.1,2.5,0.429,0,0.1,0,1.1,2.4,0.438,0.429,0.5,1,0.526,1.1,1.3,2.3,0.1,0.4,1,1,2.1,2.6,
478,Paul Davis,25,WAS,PF,2,0,4,1,2,0.5,0,0,,1,2,0.5,0.5,0.5,1,0.5,0,0,0,1.5,0,0.5,0,0,2.5,
479,Marcus Haislip,29,SAS,SF,10,0,4.4,1,2.1,0.476,0.3,0.5,0.6,0.7,1.6,0.438,0.548,0.2,0.5,0.4,0.4,0.6,1,0,0,0.2,0.3,0.5,2.5,
480,Steven Hunter,28,MEM,C,21,0,7.5,0.8,2,0.395,0,0,,0.8,2,0.395,0.395,0.9,1.7,0.528,0.9,1.1,2,0,0,0.5,0.4,0.5,2.5,
481,Marcus Landry,24,2TM,SF,18,0,6.2,0.9,2.4,0.372,0.5,1.6,0.321,0.4,0.8,0.467,0.477,0.2,0.3,0.6,0.3,0.8,1.1,0,0.1,0.1,0.3,0.8,2.4,
482,Marcus Landry,24,NYK,SF,17,0,6.4,0.9,2.4,0.39,0.5,1.5,0.346,0.4,0.9,0.467,0.5,0.2,0.3,0.6,0.3,0.8,1.1,0,0.1,0.1,0.4,0.8,2.6,
483,Marcus Landry,24,BOS,SF,1,0,3,0,2,0,0,2,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
484,Tony Battie,33,NJN,C,15,0,8.9,0.9,2.7,0.35,0.1,0.3,0.25,0.9,2.4,0.361,0.363,0.5,0.7,0.7,0.3,1.3,1.5,0.2,0.3,0.1,0.2,1.3,2.4,
485,Adam Morrison,25,LAL,SF,31,0,7.8,1,2.7,0.376,0.2,0.7,0.238,0.9,2.1,0.422,0.406,0.2,0.3,0.625,0.3,0.7,1,0.6,0.1,0.1,0.3,0.5,2.4,
486,Luke Walton,29,LAL,SF,29,0,9.4,1,2.9,0.357,0.2,0.6,0.412,0.8,2.3,0.343,0.399,0.1,0.1,0.5,0.4,0.9,1.3,1.4,0.3,0,0.4,0.7,2.4,
487,Lester Hudson,25,2TM,PG,25,0,5.2,0.8,2.1,0.396,0.2,0.6,0.313,0.6,1.5,0.432,0.443,0.4,0.5,0.846,0.3,0.4,0.7,0.5,0.3,0.1,0.6,0.5,2.3,
488,Lester Hudson,25,BOS,PG,16,0,4.4,0.4,1.1,0.389,0.2,0.3,0.6,0.3,0.8,0.308,0.472,0.3,0.4,0.833,0.2,0.3,0.5,0.5,0.2,0.1,0.6,0.4,1.4,
489,Lester Hudson,25,MEM,PG,9,0,6.8,1.6,3.9,0.4,0.2,1.2,0.182,1.3,2.7,0.5,0.429,0.7,0.8,0.857,0.4,0.7,1.1,0.6,0.6,0.1,0.6,0.6,4,
490,Shavlik Randolph,26,2TM,PF,6,0,8.8,1,3,0.333,0,0,,1,3,0.333,0.333,0.3,0.3,1,1.2,1.2,2.3,0.2,0.2,0.2,0.5,1.5,2.3,
491,Shavlik Randolph,26,MIA,PF,3,0,15.7,1.7,5,0.333,0,0,,1.7,5,0.333,0.333,0,0,,2.3,2,4.3,0,0.3,0.3,0.7,3,3.3,
492,Shavlik Randolph,26,POR,PF,3,0,2,0.3,1,0.333,0,0,,0.3,1,0.333,0.333,0.7,0.7,1,0,0.3,0.3,0.3,0,0,0.3,0,1.3,
493,J.R. Giddens,24,2TM,SF,32,1,7.5,0.9,1.9,0.467,0,0.3,0,0.9,1.6,0.56,0.467,0.4,0.7,0.565,0.5,1.1,1.6,0.4,0.3,0.1,0.5,0.9,2.2,
494,J.R. Giddens,24,BOS,SF,21,1,4.7,0.4,1,0.429,0,0.1,0,0.4,0.9,0.474,0.429,0.3,0.6,0.5,0.2,0.8,1,0.3,0.2,0,0.3,0.5,1.1,
495,J.R. Giddens,24,NYK,SF,11,0,12.7,1.7,3.5,0.487,0,0.7,0,1.7,2.8,0.613,0.487,0.6,1,0.636,1.1,1.7,2.8,0.6,0.5,0.1,0.9,1.7,4.1,
496,Mike Harris,26,2TM,PF,13,0,7.4,0.8,2.3,0.367,0,0.1,0,0.8,2.2,0.379,0.367,0.5,0.8,0.636,0.8,1.1,1.8,0.2,0.4,0.1,0.7,1.1,2.2,
497,Mike Harris,26,HOU,PF,8,0,10.3,1.3,3.4,0.37,0,0.1,0,1.3,3.3,0.385,0.37,0.6,1.1,0.556,1.1,1.4,2.5,0.4,0.5,0.1,1.1,1.3,3.1,
498,Mike Harris,26,WAS,PF,5,0,2.8,0.2,0.6,0.333,0,0,,0.2,0.6,0.333,0.333,0.4,0.4,1,0.2,0.6,0.8,0,0.2,0,0,0.8,0.8,
499,Hilton Armstrong,25,3TM,C,33,0,10.2,0.8,2.4,0.354,0,0,0,0.8,2.4,0.359,0.354,0.5,1,0.469,0.8,1.6,2.5,0.6,0.5,0.4,0.7,1.8,2.2,
500,Hilton Armstrong,25,NOH,PF,18,0,13.3,1.1,2.8,0.38,0,0,,1.1,2.8,0.38,0.38,0.7,1.6,0.464,0.9,2.4,3.4,0.9,0.4,0.4,0.7,2.4,2.8,
