Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
244,Bruce Bowen,32,SAS,SF,82,82,32,2.6,6.1,0.42,0.9,2.6,0.363,1.6,3.5,0.462,0.497,0.8,1.4,0.579,0.5,2.5,3.1,1.4,1,0.4,1.1,2,6.9,DPOY-4
245,Willie Green,22,PHI,SG,53,0,14.5,2.7,6.7,0.401,0.4,1.2,0.311,2.3,5.6,0.419,0.427,1.1,1.5,0.728,0.3,0.9,1.2,1,0.5,0.1,1.1,1.6,6.9,
246,Lucious Harris,33,NJN,PG,69,15,21.8,2.7,6.7,0.404,0.6,1.5,0.376,2.2,5.2,0.412,0.445,1,1.1,0.846,0.6,1.5,2,2,0.6,0,0.8,1.1,6.9,
247,Ruben Patterson,28,POR,SF,73,1,22.6,2.7,5.4,0.506,0,0.2,0.167,2.7,5.2,0.517,0.509,1.4,2.6,0.553,1.8,1.9,3.7,1.9,1.2,0.3,1.4,2.1,6.9,
248,Keith Bogans,23,ORL,SF,73,36,24.5,2.5,6.2,0.403,0.9,2.6,0.358,1.6,3.7,0.434,0.477,0.9,1.4,0.631,1.5,2.9,4.3,1.3,0.6,0.1,1,1.8,6.8,
249,Rasual Butler,24,MIA,SF,45,0,15,2.6,5.6,0.476,1.1,2.4,0.463,1.5,3.2,0.486,0.576,0.4,0.5,0.762,0.1,1.3,1.4,0.5,0.2,0.3,0.6,1.6,6.8,
250,Eddie House,25,LAC,SG,60,10,19.8,2.7,7.5,0.359,0.9,2.3,0.375,1.8,5.2,0.351,0.415,0.6,0.8,0.8,0.5,1.8,2.3,2.5,1.1,0.1,1.1,1.5,6.8,
251,Greg Ostertag,30,UTA,C,78,51,27.6,2.7,5.6,0.476,0,0,0,2.7,5.6,0.477,0.476,1.4,2.5,0.579,2.8,4.6,7.4,1.6,0.4,1.8,1.3,2.9,6.8,
252,Jannero Pargo,24,3TM,PG,31,1,15.5,2.6,6.4,0.407,0.7,2,0.355,1.9,4.4,0.431,0.462,0.7,0.9,0.852,0.3,0.9,1.2,2.3,0.4,0.2,1.5,1.6,6.7,
253,Jannero Pargo,24,LAL,PG,13,0,4.8,0.5,1.2,0.375,0.2,0.3,0.5,0.3,0.9,0.333,0.438,0,0,,0,0.5,0.5,0.8,0.2,0,0.9,0.4,1.1,
254,Jannero Pargo,24,TOR,PG,5,0,14.2,1.8,5.8,0.31,0,1,0,1.8,4.8,0.375,0.31,0,0,,0,0.8,0.8,2.4,0.8,0.2,1,1.4,3.6,
255,Jannero Pargo,24,CHI,PG,13,1,26.5,5.1,11.8,0.429,1.5,4.1,0.377,3.5,7.8,0.455,0.494,1.8,2.1,0.852,0.6,1.5,2.1,3.6,0.5,0.4,2.3,2.9,13.5,
256,Fred Hoiberg,31,MIN,SG,79,3,22.8,2.3,4.8,0.465,1,2.2,0.442,1.3,2.7,0.483,0.564,1.2,1.5,0.845,0.3,3.1,3.4,1.4,0.8,0.1,0.6,1.7,6.7,6MOY-15
257,Eddie Robinson,27,CHI,SF,51,4,20.1,3.1,6.4,0.482,0,0.1,0.2,3.1,6.3,0.486,0.483,0.5,0.8,0.651,0.5,1.5,2,1.1,0.6,0.2,0.9,1.1,6.7,
258,Jake Voskuhl,26,PHO,C,66,43,24.3,2.3,4.5,0.507,0,0,,2.3,4.5,0.507,0.507,2,2.7,0.74,1.9,3.3,5.2,0.9,0.6,0.4,1.2,3.9,6.6,
259,Michael Olowokandi,28,MIN,C,43,25,21.5,2.8,6.6,0.425,0,0,,2.8,6.6,0.425,0.425,0.8,1.4,0.59,1.8,3.9,5.7,0.6,0.4,1.6,1.3,3.2,6.5,
260,Dajuan Wagner,20,CLE,SG,44,4,16.1,2.5,7,0.366,0.7,2,0.36,1.8,5,0.368,0.417,0.7,1.1,0.681,0.2,1.1,1.3,1.2,0.6,0.2,0.9,2,6.5,
261,Kareem Rush,23,LAL,SG,72,15,17.3,2.6,6,0.44,0.7,1.9,0.348,2,4.1,0.483,0.495,0.4,0.7,0.596,0.3,1.1,1.3,0.8,0.5,0.3,0.7,1.5,6.4,
262,Chris Mihm,24,2TM,C,76,17,17.5,2.4,5,0.488,0,0,,2.4,5,0.488,0.488,1.4,2.2,0.663,2.1,3.4,5.4,0.3,0.5,0.8,1.2,2.7,6.3,
263,Chris Mihm,24,CLE,PF,22,1,17.8,2.7,5.8,0.465,0,0,,2.7,5.8,0.465,0.465,1.5,2.2,0.708,2.1,4.2,6.4,0.5,0.4,1,1.1,2.6,6.9,
264,Chris Mihm,24,BOS,C,54,16,17.4,2.4,4.7,0.5,0,0,,2.4,4.7,0.5,0.5,1.4,2.2,0.644,2,3,5.1,0.2,0.5,0.8,1.2,2.8,6.1,
265,Rod Strickland,37,2TM,PG,61,10,19.6,2.5,5.8,0.425,0.2,0.6,0.278,2.3,5.2,0.442,0.439,1.2,1.6,0.735,0.6,2,2.5,4,0.6,0.2,1.4,1.2,6.3,
266,Rod Strickland,37,ORL,PG,46,9,19.9,2.7,5.8,0.454,0.2,0.7,0.303,2.4,5.1,0.475,0.472,1.2,1.7,0.75,0.5,2,2.6,4,0.6,0.2,1.5,1.3,6.8,
267,Rod Strickland,37,TOR,PG,15,1,18.8,1.9,5.6,0.333,0,0.2,0,1.9,5.4,0.346,0.333,1,1.5,0.682,0.7,1.8,2.5,3.9,0.5,0.3,1.2,1.1,4.7,
268,Predrag Drobnjak,28,LAC,C,61,14,15.6,2.4,6.2,0.393,0.2,0.6,0.306,2.3,5.6,0.402,0.408,1.2,1.4,0.849,0.9,2.3,3.2,0.6,0.4,0.4,0.8,1.4,6.3,
269,Aaron Williams,32,NJN,C,72,7,18.6,2.4,4.8,0.503,0,0,0.333,2.4,4.7,0.504,0.504,1.5,2.2,0.677,1.4,2.7,4.1,1.1,0.5,0.6,1.2,2.6,6.3,
270,Jerome Williams,30,2TM,PF,68,44,24.1,2.3,4.9,0.47,0,0.1,0,2.3,4.8,0.482,0.47,1.6,2.3,0.684,2.6,4.4,7,1.1,1.3,0.1,1.1,2,6.2,
271,Jerome Williams,30,TOR,PF,15,12,27.1,1.9,3.8,0.491,0,0.1,0,1.9,3.7,0.5,0.491,1.4,1.9,0.724,2.3,6.2,8.5,0.7,1.3,0.2,1.5,2,5.1,
272,Jerome Williams,30,CHI,PF,53,32,23.2,2.5,5.3,0.466,0,0.1,0,2.5,5.1,0.478,0.466,1.6,2.4,0.675,2.7,3.9,6.5,1.2,1.3,0.1,1,2,6.5,
273,Jon Barry,34,DEN,SG,57,9,19.3,2.1,5.2,0.404,0.9,2.4,0.37,1.2,2.8,0.434,0.49,1.1,1.2,0.845,0.4,1.7,2.2,2.6,1,0.1,0.9,1.2,6.2,
274,Keyon Dooling,23,LAC,PG,58,24,19.6,2.4,6.1,0.389,0.1,0.8,0.174,2.2,5.3,0.422,0.401,1.3,1.6,0.83,0.3,1.1,1.4,2.2,0.8,0.1,1.1,1.9,6.2,
275,Ronald Dupree,23,CHI,SF,47,8,19,2.4,6,0.394,0.1,0.2,0.444,2.3,5.8,0.392,0.401,1.4,2.2,0.629,1.2,2.4,3.6,1.2,0.7,0.4,1.1,2.9,6.2,
276,Anthony Johnson,29,IND,PG,73,7,21.9,2.3,5.6,0.406,0.6,1.7,0.336,1.7,4,0.436,0.456,1,1.3,0.798,0.4,1.4,1.8,2.8,0.9,0.1,1,1.9,6.2,
277,Kelvin Cato,29,HOU,PF,69,67,25.3,2.3,5.2,0.447,0,0,,2.3,5.2,0.447,0.447,1.4,2.1,0.676,2.2,4.6,6.8,1,0.8,1.4,1.2,2.9,6.1,
278,Tyson Chandler,21,CHI,PF,35,8,22.3,1.9,4.5,0.424,0,0,0,1.9,4.5,0.427,0.424,2.3,3.4,0.669,2.3,5.4,7.7,0.7,0.5,1.2,1.1,2.5,6.1,
279,Jeff Foster,27,IND,C,82,79,23.9,2.4,4.4,0.544,0,0,0,2.4,4.4,0.55,0.544,1.3,1.9,0.669,3,4.4,7.4,0.8,0.9,0.3,0.7,2.3,6.1,
280,Chris Kaman,21,LAC,C,82,61,22.5,2.4,5.3,0.46,0,0,0,2.4,5.3,0.462,0.46,1.2,1.7,0.697,1.5,4.1,5.6,1,0.3,0.9,1.9,2.6,6.1,
281,Charlie Ward,33,2TM,PG,71,10,17.6,2.3,5.5,0.41,1.2,2.9,0.408,1.1,2.6,0.413,0.518,0.3,0.4,0.741,0.2,1.9,2,3,0.9,0.2,1.4,1.5,6,
282,Charlie Ward,33,NYK,PG,35,10,23.6,3.3,7.4,0.442,1.7,3.9,0.428,1.6,3.5,0.459,0.556,0.5,0.6,0.762,0.3,2.5,2.7,4.9,1.3,0.2,2,2.1,8.7,
283,Charlie Ward,33,SAS,PG,36,0,11.8,1.3,3.6,0.346,0.7,1.9,0.368,0.6,1.7,0.323,0.442,0.1,0.2,0.667,0.1,1.3,1.3,1.3,0.5,0.1,0.8,0.9,3.3,
284,Lee Nailon,28,3TM,PF,57,4,13.7,2.6,5.7,0.45,0,0.1,0,2.6,5.7,0.454,0.45,0.8,1,0.81,1.1,1.4,2.5,0.7,0.3,0.1,0.8,1.6,6,
285,Lee Nailon,28,ATL,PF,27,0,11.1,2.3,5.1,0.457,0,0,,2.3,5.1,0.457,0.457,0.6,0.7,0.842,1,1.4,2.3,0.6,0.4,0.3,0.9,1.8,5.3,
286,Lee Nailon,28,ORL,SF,8,0,10.4,1.4,3.4,0.407,0,0,,1.4,3.4,0.407,0.407,0.9,1.1,0.778,1,0.8,1.8,0.5,0.1,0,0,1.1,3.6,
287,Lee Nailon,28,CLE,SF,22,4,18,3.3,7.4,0.451,0,0.1,0,3.3,7.2,0.459,0.451,1.1,1.4,0.8,1.4,1.6,3,0.8,0.2,0,1,1.6,7.7,
288,Kenny Anderson,33,IND,PG,44,31,20.6,2.6,5.8,0.441,0,0.1,0.25,2.5,5.7,0.444,0.443,0.8,1.1,0.729,0.4,1.4,1.8,2.8,0.6,0.1,1.1,1.7,6,
289,Dana Barros,36,BOS,SG,1,0,11,2,3,0.667,0,0,,2,3,0.667,0.667,2,2,1,0,0,0,0,0,0,0,2,6,
290,Jarron Collins,25,UTA,C,81,31,21.4,1.8,3.6,0.498,0,0,0,1.8,3.6,0.5,0.498,2.3,3.2,0.718,1.4,2.5,3.9,1,0.3,0.2,1,3.1,6,
291,Tony Delk,30,DAL,SG,33,11,15.4,2.1,5.6,0.38,0.6,2,0.303,1.5,3.6,0.424,0.435,1.1,1.3,0.841,0.5,1.3,1.8,0.8,0.8,0.2,0.5,1.4,6,
292,Casey Jacobsen,22,PHO,SF,78,13,23.4,1.9,4.6,0.417,1,2.3,0.417,1,2.3,0.417,0.521,1.2,1.4,0.82,0.5,2,2.6,1.3,0.6,0.1,0.9,1.8,6,
293,Lamond Murray,30,TOR,SF,33,4,15.7,2.3,6.5,0.353,0.6,1.8,0.35,1.7,4.7,0.355,0.402,0.7,1.1,0.686,0.4,2.3,2.7,0.8,0.5,0.2,1.2,1.4,6,
294,Marcus Banks,22,BOS,PG,81,2,17.1,2.2,5.5,0.4,0.3,1.1,0.314,1.9,4.4,0.421,0.431,1.2,1.6,0.756,0.4,1.3,1.6,2.2,1.1,0.2,1.5,2.1,5.9,
295,Steve Blake,23,WAS,PG,75,14,18.6,2.1,5.4,0.386,1,2.7,0.371,1.1,2.7,0.4,0.478,0.7,0.9,0.821,0.2,1.3,1.6,2.8,0.8,0.1,1.7,1.3,5.9,
296,Jason Collins,25,NJN,C,78,78,28.5,2.1,4.9,0.424,0,0,0,2.1,4.9,0.427,0.424,1.7,2.4,0.739,1.8,3.3,5.1,2,0.9,0.7,1.2,3.2,5.9,
297,Christian Laettner,34,WAS,PF,48,18,20.5,2.5,5.3,0.465,0.1,0.4,0.286,2.4,4.9,0.481,0.477,0.8,1,0.8,1,3.8,4.8,1.9,0.8,0.6,0.9,2.1,5.9,
298,Scottie Pippen,38,CHI,SF,23,6,17.9,2.3,6.1,0.379,0.6,2.1,0.271,1.7,4,0.435,0.425,0.7,1.2,0.63,0.9,2.1,3,2.2,0.9,0.4,1.3,1.7,5.9,
299,Wesley Person,32,3TM,SG,58,0,17.9,2.2,5.4,0.401,0.9,2.4,0.399,1.2,3,0.403,0.489,0.5,0.7,0.795,0.3,1.7,2,1.1,0.3,0.2,0.7,0.7,5.8,
300,Wesley Person,32,MEM,SG,16,0,17.8,2.1,6.7,0.308,0.7,2.7,0.256,1.4,4,0.344,0.36,0.4,0.5,0.75,0.1,1,1.1,1.4,0.3,0.1,1,0.7,5.2,
301,Wesley Person,32,POR,SG,33,0,18.8,2.4,5.1,0.476,1.1,2.3,0.474,1.3,2.8,0.478,0.583,0.6,0.8,0.76,0.4,1.9,2.2,1.2,0.3,0.2,0.5,0.7,6.5,
302,Wesley Person,32,ATL,SG,9,0,14.7,1.4,4.3,0.333,0.9,2.1,0.421,0.6,2.2,0.25,0.436,0.7,0.7,1,0.2,2.6,2.8,0.6,0.3,0.1,0.4,0.6,4.4,
303,Stacey Augmon,35,NOH,SF,69,24,20.5,2.1,5,0.412,0,0.1,0.143,2.1,4.9,0.418,0.414,1.6,2,0.791,0.8,1.8,2.5,1.2,0.8,0.2,1.1,1.7,5.8,
304,John Salmons,24,PHI,SG,77,24,20.8,2.1,5.4,0.387,0.6,1.9,0.34,1.4,3.5,0.413,0.447,0.9,1.2,0.772,0.5,2.1,2.5,1.7,0.8,0.2,1,1.6,5.8,
305,Dan Gadzuric,25,MIL,C,75,0,16.8,2.4,4.7,0.524,0,0,0,2.4,4.6,0.526,0.524,0.8,1.6,0.492,1.7,2.9,4.6,0.4,0.7,1.4,0.6,2.5,5.7,
306,Jared Jeffries,22,WAS,PF,82,38,23.3,2.2,5.7,0.377,0.1,0.4,0.167,2.1,5.4,0.392,0.383,1.3,2.1,0.614,2.2,3,5.2,1.1,0.6,0.3,1.3,2.6,5.7,
307,Anthony Peeler,34,SAC,SG,75,0,18.5,2.1,4.6,0.448,0.9,1.9,0.482,1.2,2.8,0.425,0.546,0.7,0.8,0.836,0.4,1.6,2,1.6,0.7,0.1,1,1.4,5.7,
308,Earl Watson,24,MEM,PG,81,14,20.6,2.1,5.7,0.371,0.3,1.3,0.245,1.8,4.4,0.408,0.399,1.1,1.7,0.652,0.6,1.6,2.2,5,1.1,0.2,1.8,2.2,5.7,DPOY-10
309,Tony Battie,27,2TM,C,73,7,20.2,2.3,5.3,0.443,0,0.1,0.222,2.3,5.1,0.448,0.445,0.9,1.2,0.742,1.6,3.3,4.9,0.8,0.4,0.9,0.9,2.2,5.6,
310,Tony Battie,27,BOS,C,23,6,21.8,2.4,5.1,0.479,0,0,1,2.4,5,0.474,0.483,1,1.4,0.697,1.7,3.4,5.1,0.9,0.3,0.9,1,2.4,5.9,
311,Tony Battie,27,CLE,C,50,1,19.5,2.3,5.3,0.427,0,0.2,0.125,2.3,5.2,0.436,0.429,0.9,1.1,0.768,1.6,3.2,4.8,0.7,0.4,0.9,0.8,2.1,5.4,
312,Elden Campbell,35,DET,C,65,27,13.7,2.1,4.8,0.439,0,0,,2.1,4.8,0.439,0.439,1.3,1.9,0.685,0.8,2.4,3.2,0.7,0.3,0.8,1,2.1,5.6,
313,Dikembe Mutombo,37,NYK,C,65,56,23,2.2,4.5,0.478,0,0,,2.2,4.5,0.478,0.478,1.2,1.8,0.681,2.2,4.5,6.7,0.4,0.3,1.9,0.8,2.2,5.6,
314,Gary Trent,29,MIN,C,68,2,15.1,2.3,4.8,0.473,0,0.1,0,2.3,4.7,0.481,0.473,1,1.3,0.758,1.2,2,3.2,0.7,0.2,0.3,0.8,1.9,5.6,
315,Luke Ridnour,22,SEA,PG,69,6,16.1,2.1,5.1,0.414,0.4,1.2,0.338,1.7,3.9,0.437,0.453,0.9,1.1,0.823,0.5,1.1,1.6,2.4,0.8,0.1,1.2,1.5,5.5,
316,DerMarr Johnson,23,NYK,SF,21,1,13.7,1.7,4.6,0.371,0.6,1.7,0.361,1.1,2.9,0.377,0.438,1.3,1.5,0.903,0.2,1.6,1.9,0.5,0.4,0.3,0.8,1.5,5.4,
317,Erick Strickland,30,MIL,PG,43,0,13.3,1.8,4.6,0.403,0.7,1.5,0.439,1.2,3,0.385,0.477,1,1.2,0.863,0.3,1.3,1.7,2.1,0.6,0,1.3,1.5,5.4,
318,Kedrick Brown,22,2TM,SF,55,26,17.6,2.1,4.6,0.461,0.7,1.8,0.384,1.4,2.8,0.51,0.535,0.3,0.5,0.63,0.7,1.9,2.7,1.2,0.5,0.1,0.5,1.5,5.3,
319,Kedrick Brown,22,BOS,SF,21,10,19.4,2.1,4.7,0.455,0.6,1.5,0.375,1.6,3.2,0.493,0.515,0.4,0.6,0.615,0.9,2.4,3.2,1.2,0.8,0.1,0.6,1.8,5.2,
320,Kedrick Brown,22,CLE,SF,34,16,16.5,2.1,4.6,0.465,0.8,2,0.388,1.4,2.6,0.523,0.548,0.3,0.4,0.643,0.7,1.6,2.3,1.1,0.4,0.1,0.5,1.2,5.3,
321,Mickaël Piétrus,21,GSW,PG,53,22,14.1,1.8,4.4,0.416,0.7,2,0.333,1.2,2.4,0.484,0.491,1,1.4,0.693,0.9,1.3,2.2,0.5,0.6,0.2,0.8,1.9,5.3,
322,Robert Traylor,26,NOH,C,71,0,13.3,2,4,0.505,0,0.1,0.4,2,4,0.507,0.509,1,1.8,0.547,1.5,2.2,3.7,0.6,0.5,0.5,0.9,2.3,5.1,
323,Clarence Weatherspoon,33,2TM,PF,52,1,16.7,2,4.1,0.493,0,0,0,2,4,0.495,0.493,1,1.4,0.736,1.4,2.5,3.9,0.6,0.6,0.3,0.7,1.4,5,
324,Clarence Weatherspoon,33,NYK,PF,15,1,14.4,1.2,2.7,0.45,0,0,,1.2,2.7,0.45,0.45,1.2,1.3,0.947,0.9,2.4,3.3,0.9,0.5,0.1,0.6,1.3,3.6,
325,Clarence Weatherspoon,33,HOU,PF,37,0,17.6,2.3,4.6,0.503,0,0,0,2.3,4.6,0.506,0.503,0.9,1.4,0.66,1.6,2.5,4.2,0.5,0.6,0.4,0.7,1.5,5.6,
326,Austin Croshere,28,IND,PF,77,0,13.6,1.5,4,0.388,0.7,1.9,0.389,0.8,2.1,0.387,0.479,1.2,1.4,0.894,0.8,2.4,3.2,0.7,0.3,0.2,0.7,1.3,5,
327,Trenton Hassell,24,MIN,SG,81,74,28,2.2,4.7,0.465,0,0.2,0.308,2.1,4.5,0.47,0.47,0.6,0.8,0.787,0.8,2.3,3.2,1.6,0.4,0.7,0.6,2.5,5,
328,Jerome James,28,SEA,C,65,24,15.2,2,4,0.498,0,0,,2,4,0.498,0.498,1,1.5,0.66,1.2,2.3,3.5,0.5,0.3,0.9,1.3,2.8,5,
329,Ron Mercer,27,SAS,SG,39,0,13.2,2.3,5.4,0.427,0.1,0.2,0.286,2.3,5.2,0.431,0.431,0.3,0.4,0.765,0.3,1,1.3,0.6,0.4,0.1,0.7,0.9,5,
330,Steve Smith,34,NOH,SG,71,4,13.1,1.7,4.1,0.406,0.6,1.5,0.402,1.1,2.6,0.409,0.48,1.1,1.2,0.928,0.4,0.8,1.1,0.8,0.2,0.1,0.6,1.3,5,
331,Mo Williams,21,UTA,SG,57,0,13.5,2,5.3,0.38,0.2,0.7,0.256,1.8,4.6,0.398,0.396,0.8,1,0.786,0.4,0.9,1.3,1.3,0.5,0,0.9,1.5,5,
332,Calvin Booth,27,SEA,C,71,35,17,1.9,4.1,0.466,0,0,0,1.9,4.1,0.469,0.466,1.1,1.3,0.798,1.2,2.7,3.9,0.4,0.2,1.4,0.6,2.1,4.9,
333,Fred Jones,24,IND,SG,81,2,18.6,1.5,3.8,0.395,0.3,1.1,0.303,1.2,2.7,0.432,0.439,1.5,1.8,0.832,0.3,1.2,1.6,2.1,0.8,0.2,0.9,1.6,4.9,
334,Shammond Williams,28,2TM,PG,53,4,14.4,1.6,4.4,0.375,0.6,1.9,0.3,1.1,2.5,0.432,0.44,1,1.1,0.879,0.2,1,1.1,2.2,0.7,0,0.9,1.2,4.8,
335,Shammond Williams,28,ORL,SG,37,2,14.2,1.6,4.1,0.391,0.7,2,0.338,0.9,2.1,0.442,0.474,1.1,1.2,0.889,0.2,0.9,1.2,1.7,0.6,0,0.7,1.1,4.9,
336,Shammond Williams,28,NOH,PG,16,2,14.9,1.8,5.1,0.346,0.3,1.6,0.192,1.4,3.4,0.418,0.377,0.7,0.8,0.846,0,1.1,1.1,3.3,0.9,0.1,1.3,1.4,4.5,
337,Rick Fox,34,LAL,SF,38,34,22.3,1.9,4.9,0.392,0.4,1.6,0.246,1.5,3.3,0.464,0.433,0.6,0.8,0.733,0.8,1.9,2.7,2.6,0.8,0.1,1.3,2.6,4.8,
338,Robert Horry,33,SAS,PF,81,1,15.9,1.7,4.3,0.405,0.5,1.3,0.38,1.2,3,0.417,0.464,0.9,1.3,0.645,1.3,2,3.4,1.2,0.6,0.6,0.7,2,4.8,
339,George Lynch,33,NOH,SF,78,51,21.8,1.9,4.8,0.397,0.6,1.8,0.309,1.4,3,0.449,0.455,0.4,0.7,0.667,1.2,2.8,4,1.5,0.6,0.2,0.8,2,4.8,
340,Sasha Pavlović,20,UTA,SF,79,14,14.5,1.9,4.8,0.396,0.2,0.9,0.271,1.6,3.9,0.425,0.422,0.8,1.1,0.774,0.6,1.5,2,0.8,0.5,0.2,0.8,2.4,4.8,
341,Brevin Knight,28,3TM,PG,56,13,18.5,1.9,4.4,0.427,0,0.1,0.25,1.8,4.3,0.433,0.431,0.9,1.2,0.754,0.3,1.8,2,3.6,1.5,0,1.3,1.9,4.7,
342,Brevin Knight,28,PHO,PG,3,0,6.3,0.3,1,0.333,0,0,,0.3,1,0.333,0.333,0,0,,0,1,1,1.3,1,0.3,1,0.3,0.7,
343,Brevin Knight,28,WAS,PG,32,12,18.7,1.8,4.3,0.42,0,0.2,0.2,1.8,4.2,0.429,0.424,0.6,0.8,0.704,0.3,1.6,1.9,3.2,1.6,0,1.4,1.6,4.3,
344,Brevin Knight,28,MIL,PG,21,1,20,2.2,5,0.438,0,0.1,0.333,2.1,4.9,0.441,0.443,1.4,1.8,0.789,0.1,2.1,2.3,4.7,1.4,0,1.2,2.7,5.9,
345,Scott Williams,35,2TM,C,43,21,12.3,2.1,4.3,0.484,0,0.1,0.667,2,4.3,0.481,0.489,0.4,0.6,0.593,0.9,2.2,3.1,0.4,0.5,0.4,0.4,2.2,4.6,
346,Scott Williams,35,PHO,C,16,10,16.7,3.3,6.3,0.525,0.1,0.1,1,3.2,6.2,0.515,0.535,0.6,0.8,0.692,1.4,3.1,4.5,0.4,0.9,0.4,0.4,2.8,7.3,
347,Scott Williams,35,DAL,C,27,11,9.6,1.4,3.1,0.435,0,0,0,1.4,3.1,0.44,0.435,0.3,0.5,0.5,0.6,1.7,2.2,0.4,0.2,0.3,0.4,1.9,3,
348,Othella Harrington,30,NYK,PF,56,3,15.6,1.8,3.6,0.495,0,0,,1.8,3.6,0.495,0.495,1,1.4,0.744,1,2.1,3.2,0.5,0.2,0.3,1.2,2.4,4.6,
349,Avery Johnson,38,GSW,PG,46,1,13.8,1.7,4.3,0.402,0,0.1,0,1.7,4.3,0.408,0.402,1.1,1.7,0.667,0.1,0.7,0.7,2.4,0.6,0.1,1.1,0.7,4.6,
350,Maciej Lampe,18,PHO,C,21,0,10.7,2,4.2,0.489,0,0.2,0,2,4,0.512,0.489,0.5,0.6,0.769,0.4,1.7,2.1,0.4,0.1,0.1,0.7,1.3,4.6,
351,Bo Outlaw,32,MEM,PF,82,1,19.6,1.9,3.8,0.51,0,0,0,1.9,3.8,0.516,0.51,0.7,1.4,0.526,1.5,2.6,4.2,1.1,0.9,0.9,0.8,2.1,4.6,
352,Darius Songaila,25,SAC,PF,73,7,13.4,1.8,3.7,0.487,0,0,,1.8,3.7,0.487,0.487,1,1.2,0.807,1.2,1.8,3.1,0.7,0.6,0.2,0.6,1.7,4.6,
353,Michael Doleac,26,2TM,C,72,0,14.3,1.9,4.5,0.435,0,0,,1.9,4.5,0.435,0.435,0.6,0.7,0.865,1.2,2.5,3.7,0.6,0.3,0.5,0.7,2,4.5,
354,Michael Doleac,26,NYK,C,46,0,14.9,2.2,4.9,0.444,0,0,,2.2,4.9,0.444,0.444,0.7,0.8,0.861,1.3,2.8,4.1,0.7,0.4,0.7,0.8,1.8,5,
355,Michael Doleac,26,DEN,C,26,0,13.2,1.5,3.7,0.412,0,0,,1.5,3.7,0.412,0.412,0.5,0.6,0.875,1.1,1.8,2.9,0.5,0.2,0.2,0.4,2.2,3.6,
356,Matt Barnes,23,LAC,SF,38,9,19.1,1.7,3.6,0.457,0.1,0.3,0.154,1.6,3.3,0.488,0.464,1.1,1.6,0.705,1.4,2.6,4,1.3,0.7,0.1,1.2,2,4.5,
357,Boris Diaw,21,ATL,SG,76,37,25.3,1.8,4.1,0.447,0.1,0.3,0.231,1.8,3.8,0.467,0.457,0.7,1.2,0.602,1.5,3,4.5,2.4,0.8,0.5,1.7,2.5,4.5,
358,Kyle Korver,22,PHI,SF,74,0,11.9,1.6,4.4,0.352,1.1,2.8,0.391,0.5,1.6,0.283,0.476,0.3,0.3,0.792,0.4,1.1,1.5,0.5,0.3,0.1,0.6,1.4,4.5,
359,Anthony Carter,28,SAS,PG,5,2,17.4,2.2,7.4,0.297,0,0.6,0,2.2,6.8,0.324,0.297,0,0,,0.4,1.8,2.2,2.4,0.8,0,2.4,1.8,4.4,
360,Brian Cook,23,LAL,C,35,2,12.6,1.9,4,0.475,0,0.1,0,1.9,3.9,0.493,0.475,0.6,0.8,0.75,0.9,2,2.9,0.6,0.5,0.5,0.5,1.8,4.4,
361,Dale Davis,34,POR,C,76,37,22.1,1.8,3.7,0.473,0,0,,1.8,3.7,0.473,0.473,0.9,1.4,0.613,2.1,3.2,5.2,0.9,0.6,0.8,0.5,2,4.4,
362,Milt Palacio,25,TOR,PG,59,13,20.5,1.8,5.1,0.349,0.1,0.4,0.154,1.7,4.6,0.368,0.356,0.8,1.2,0.662,0.3,1.5,1.7,3.1,0.7,0.2,1.5,1.5,4.4,
363,Tony Massenburg,36,SAC,PF,59,0,13.4,1.8,3.7,0.475,0,0,0,1.8,3.7,0.477,0.475,0.7,1.1,0.683,1,2.2,3.2,0.5,0.2,0.3,0.8,2.4,4.3,
364,Mike Sweetney,21,NYK,PF,42,1,11.8,1.6,3.3,0.493,0,0,0,1.6,3.3,0.496,0.493,1,1.4,0.724,1.6,2.1,3.7,0.3,0.4,0.3,0.8,1.4,4.3,
365,Jake Tsakalidis,24,MEM,C,40,28,13.3,1.7,3.3,0.504,0,0,,1.7,3.3,0.504,0.504,0.9,1.5,0.59,0.9,2.3,3.2,0.5,0.2,0.6,0.6,2,4.3,
366,John Wallace,29,MIA,SF,37,0,9.9,1.6,3.9,0.421,0.1,0.4,0.385,1.5,3.6,0.424,0.438,0.8,1.1,0.775,0.3,1.3,1.6,0.4,0.1,0.2,0.6,1,4.3,
367,Maurice Carter,27,2TM,SG,10,0,11,1.1,3.5,0.314,0.4,1.1,0.364,0.7,2.4,0.292,0.371,1.6,2,0.8,0.2,0.9,1.1,0.4,0,0,0.9,1,4.2,
368,Maurice Carter,27,LAL,SG,4,0,12.5,1.3,3.5,0.357,0.3,0.8,0.333,1,2.8,0.364,0.393,2.8,3,0.917,0,0.8,0.8,0.5,0,0,1.5,1.3,5.5,
369,Maurice Carter,27,NOH,SG,6,0,10,1,3.5,0.286,0.5,1.3,0.375,0.5,2.2,0.231,0.357,0.8,1.3,0.625,0.3,1,1.3,0.3,0,0,0.5,0.8,3.3,
