Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Jennifer Derevjanik,PHO,G,23,200,23,0,200,13,30,0.433,1,10,0.1,12,20,0.6,9,11,0.818,5,23,24,6,1,16,18,36
Erika de Souza,CON,F-C,32,391,32,2,391,63,118,0.534,0,0,,63,118,0.534,10,21,0.476,37,97,14,7,29,35,55,136
Tamecka Dixon,HOU,G,18,490,18,0,490,90,205,0.439,5,17,0.294,85,188,0.452,31,36,0.861,12,57,57,24,6,38,42,216
Shay Doron,NYL,G,7,35,7,2,35,4,11,0.364,1,1,1,3,10,0.3,1,2,0.5,0,3,0,3,0,1,2,10
Scholanda Dorrell,SAC,G,34,525,34,0,525,69,170,0.406,8,32,0.25,61,138,0.442,50,70,0.714,23,48,30,37,10,46,55,196
Katie Douglas,CON,G-F,34,1133,34,34,1133,207,484,0.428,68,201,0.338,139,283,0.491,95,122,0.779,49,158,125,65,10,95,67,577
Megan Duffy,MIN,G,5,48,5,0,48,1,9,0.111,1,8,0.125,0,1,0,4,4,1,2,5,7,1,0,4,7,7
Candice Dupree,CHI,F,33,1078,33,33,1078,210,471,0.446,0,5,0,210,466,0.451,124,160,0.775,79,254,46,29,41,81,82,544
Margo Dydek,CON,C,32,643,32,30,643,91,187,0.487,2,5,0.4,89,182,0.489,30,38,0.789,37,209,31,12,66,51,75,214
Shyra Ely-Gash,SEA,F,29,282,29,0,282,20,62,0.323,5,15,0.333,15,47,0.319,20,31,0.645,10,39,11,8,1,19,28,65
Barbara Farris,NYL,F-C,28,237,28,0,237,20,58,0.345,0,0,,20,58,0.345,13,16,0.813,16,43,13,6,1,19,32,53
Marie Ferdinand-Harris,SAS,G,34,481,34,12,481,61,170,0.359,6,27,0.222,55,143,0.385,36,40,0.9,33,81,28,19,3,37,55,164
Marta Fernandez,LAS,G,34,891,34,20,891,107,282,0.379,12,49,0.245,95,233,0.408,71,89,0.798,12,72,101,36,14,90,31,297
Cheryl Ford,DET,F,15,460,15,15,460,71,143,0.497,0,0,,71,143,0.497,53,83,0.639,48,168,22,28,11,42,54,195
Linda Frohlich,SAC,F-C,10,51,10,0,51,4,13,0.308,2,3,0.667,2,10,0.2,4,4,1,2,9,2,1,1,12,10,14
Katie Gearlds,SEA,G-F,33,437,33,0,437,44,114,0.386,22,64,0.344,22,50,0.44,22,25,0.88,16,53,24,12,6,20,22,132
Gillian Goring,WAS,C,21,156,21,0,156,19,45,0.422,0,1,0,19,44,0.432,16,21,0.762,16,41,3,5,12,4,28,54
Erin Grant,HOU,G,17,211,17,2,211,9,23,0.391,0,2,0,9,21,0.429,7,10,0.7,7,19,37,7,0,11,20,25
Yolanda Griffith*,SAC,C-F,32,738,32,32,738,107,213,0.502,0,0,,107,213,0.502,75,114,0.658,63,147,47,33,12,65,97,289
Kamesha Hairston,CON,F,17,148,17,0,148,10,41,0.244,3,12,0.25,7,29,0.241,9,12,0.75,14,30,6,7,0,9,25,32
Becky Hammon*,SAS,G,28,934,28,27,934,179,402,0.445,74,183,0.404,105,219,0.479,95,102,0.931,8,77,140,23,5,114,51,527
Lindsey Harding,MIN,G,20,602,20,20,602,86,243,0.354,8,35,0.229,78,208,0.375,53,78,0.679,15,87,78,20,6,47,44,233
Kristin Haynie,SAC,G,34,545,34,2,545,48,136,0.353,22,45,0.489,26,91,0.286,8,10,0.8,8,37,70,18,6,68,43,126
Doneeka Lewis,SEA,G,7,33,7,0,33,4,13,0.308,0,3,0,4,10,0.4,2,2,1,0,2,6,1,0,6,2,10
Roneeka Hodges,HOU,G,29,331,29,4,331,31,111,0.279,20,67,0.299,11,44,0.25,20,22,0.909,8,30,27,13,0,20,21,102
Ebony Hoffman,IND,F,34,582,34,10,582,57,128,0.445,2,5,0.4,55,123,0.447,28,34,0.824,40,137,26,21,18,41,69,144
Chamique Holdsclaw,LAS,F,5,150,5,5,150,31,63,0.492,2,3,0.667,29,60,0.483,15,18,0.833,9,28,15,6,3,26,14,79
Sandora Irvin,SAS,F,23,128,23,0,128,13,42,0.31,0,4,0,13,38,0.342,1,2,0.5,16,40,7,3,10,11,20,27
Lauren Jackson*,SEA,F-C,31,1020,31,31,1020,258,497,0.519,49,122,0.402,209,375,0.557,174,197,0.883,80,300,40,31,63,56,93,739
Tiffany Jackson-Jones,NYL,F,34,474,34,0,474,64,154,0.416,0,0,,64,154,0.416,45,79,0.57,31,104,19,23,12,49,66,173
Amber Jacobs,MIN,G,29,328,29,0,328,34,102,0.333,17,65,0.262,17,37,0.459,8,13,0.615,4,20,40,9,0,41,31,93
Tamara James,WAS,G-F,31,401,31,9,401,52,134,0.388,18,50,0.36,34,84,0.405,45,53,0.849,15,49,34,25,4,28,43,167
Cathy Joens,CHI,G-F,19,271,19,0,271,31,79,0.392,22,45,0.489,9,34,0.265,11,13,0.846,6,33,32,17,1,13,18,95
Shannon Johnson,DET,G,33,559,33,8,559,57,166,0.343,29,70,0.414,28,96,0.292,50,61,0.82,18,61,56,20,2,40,68,193
Temeka Johnson,LAS,G,11,206,11,11,206,29,88,0.33,1,3,0.333,28,85,0.329,11,16,0.688,4,29,30,8,1,31,17,70
Vickie Johnson,SAS,G-F,30,852,30,29,852,95,214,0.444,21,49,0.429,74,165,0.448,32,39,0.821,51,144,104,34,8,36,46,243
Asjha Jones,CON,F,30,942,30,30,942,193,430,0.449,1,12,0.083,192,418,0.459,72,94,0.766,65,183,75,25,23,91,90,459
Laurie Koehn,WAS,G,28,109,28,0,109,13,36,0.361,12,33,0.364,1,3,0.333,2,2,1,0,8,5,0,0,3,8,40
Cathrine Kraayeveld,NYL,F,34,967,34,34,967,129,298,0.433,53,129,0.411,76,169,0.45,55,70,0.786,38,154,51,32,20,84,84,366
Jennifer Lacy,PHO,F,20,94,20,0,94,12,29,0.414,1,3,0.333,11,26,0.423,10,18,0.556,10,19,2,3,0,10,26,35
Ivory Latta,DET,G,31,221,31,1,221,34,87,0.391,22,49,0.449,12,38,0.316,3,7,0.429,4,19,20,8,2,16,24,93
Kara Lawson,SAC,G,34,774,34,0,774,128,340,0.376,45,133,0.338,83,207,0.401,74,88,0.841,24,80,67,29,8,49,49,375
Betty Lennox,SEA,G,34,937,34,34,937,155,362,0.428,34,99,0.343,121,263,0.46,110,121,0.909,47,160,92,36,5,91,75,454
Yelena Leuchanka,WAS,C,6,29,6,0,29,1,6,0.167,0,0,,1,6,0.167,2,2,1,2,3,3,2,0,3,7,4
Camille Smith,SAS,F,34,711,34,7,711,54,131,0.412,3,11,0.273,51,120,0.425,21,40,0.525,57,152,23,30,11,40,70,132
Stacey Lovelace,WAS,C,9,105,9,0,105,9,21,0.429,2,7,0.286,7,14,0.5,4,8,0.5,6,13,2,4,0,7,13,24
Sancho Lyttle,HOU,F,31,506,31,25,506,77,156,0.494,0,0,,77,156,0.494,29,51,0.569,66,164,30,37,20,40,62,183
Mwadi Mabika,LAS,G,33,762,33,23,762,94,258,0.364,36,116,0.31,58,142,0.408,43,57,0.754,16,126,72,28,4,73,90,267
Megan Mahoney,CON,F,18,121,18,0,121,7,28,0.25,1,6,0.167,6,22,0.273,16,22,0.727,7,14,8,4,1,11,18,31
Hamchetou Maiga-Ba,HOU,F,34,1008,34,34,1008,122,269,0.454,1,5,0.2,121,264,0.458,65,78,0.833,39,137,77,57,3,70,113,310
Evanthia Maltsi,CON,G-F,26,482,26,7,482,53,140,0.379,32,77,0.416,21,63,0.333,9,12,0.75,16,66,39,20,2,26,39,147
Kristen Mann,MIN,F,34,882,34,17,882,96,256,0.375,37,106,0.349,59,150,0.393,29,37,0.784,39,122,43,31,7,27,81,258
Katie Mattera,DET,C,34,447,34,12,447,69,131,0.527,0,0,,69,131,0.527,39,53,0.736,55,166,7,7,25,40,77,177
Kelly Mazzante,PHO,G,34,488,34,3,488,64,165,0.388,39,114,0.342,25,51,0.49,15,15,1,11,56,38,26,2,20,28,182
Janel McCarville,NYL,F-C,32,677,32,21,677,136,249,0.546,0,1,0,136,248,0.548,60,72,0.833,45,152,36,39,20,79,72,332
Teana Miller,PHO,C,2,5,2,0,5,0,0,,0,0,,0,0,,0,2,0,0,1,0,0,1,0,1,0
Taj McWilliams-Franklin,LAS,F-C,29,851,29,27,851,125,255,0.49,3,13,0.231,122,242,0.504,68,88,0.773,69,170,49,34,30,50,75,321
Coco Miller,WAS,G,30,455,30,2,455,47,116,0.405,10,25,0.4,37,91,0.407,16,16,1,20,49,25,19,2,29,45,120
Kelly Miller,PHO,G,34,1040,34,34,1040,115,240,0.479,27,70,0.386,88,170,0.518,64,82,0.78,47,168,156,42,5,86,94,321
Tausha Mills,DET,C,5,51,5,1,51,6,21,0.286,0,0,,6,21,0.286,3,4,0.75,10,18,2,0,0,6,11,15
DeLisha Milton-Jones,WAS,F,34,1141,34,34,1141,165,473,0.349,28,119,0.235,137,354,0.387,98,116,0.845,45,217,55,52,38,121,107,456
Liz Moeggenberg,CHI,F,23,206,23,0,206,17,41,0.415,1,6,0.167,16,35,0.457,2,5,0.4,26,31,6,3,2,10,15,37
Adriana Moises,PHO,G,4,31,4,0,31,2,5,0.4,1,1,1,1,4,0.25,2,2,1,3,7,3,3,0,10,2,7
Jessica Moore,LAS,F-C,28,440,28,17,440,48,120,0.4,0,0,,48,120,0.4,27,42,0.643,36,87,18,6,6,33,64,123
Loree Moore,NYL,G,34,1163,34,33,1163,119,289,0.412,55,135,0.407,64,154,0.416,34,58,0.586,40,138,163,75,5,99,93,327
Navonda Moore,MIN,G,19,87,19,0,87,7,26,0.269,1,8,0.125,6,18,0.333,6,8,0.75,3,15,4,3,0,7,21,21
Tamara Moore,HOU,G,15,289,15,9,289,21,57,0.368,4,15,0.267,17,42,0.405,12,12,1,8,25,44,16,2,32,38,58
Bernice Mosby,WAS,F,28,279,28,0,279,30,62,0.484,0,1,0,30,61,0.492,23,28,0.821,25,78,10,8,6,19,22,83
Shay Murphy,MIN,G,32,436,32,0,436,54,145,0.372,18,66,0.273,36,79,0.456,39,46,0.848,50,104,17,19,8,20,48,165
Astou Ndiaye-Diatta,SEA,F,4,58,4,0,58,5,14,0.357,0,1,0,5,13,0.385,0,0,,4,7,0,1,1,5,6,10
Chelsea Newton,SAC,G,34,696,34,34,696,74,197,0.376,11,33,0.333,63,164,0.384,60,78,0.769,28,62,46,31,6,42,96,219
Deanna Nolan,DET,G-F,34,1175,34,34,1175,221,480,0.46,46,117,0.393,175,363,0.482,65,79,0.823,35,148,132,49,12,82,69,553
Nicole Ohlde,MIN,F-C,34,922,34,34,922,128,342,0.374,0,0,,128,342,0.374,136,161,0.845,69,208,56,17,20,82,127,392
Murriel Page,LAS,F,34,627,34,8,627,71,170,0.418,2,10,0.2,69,160,0.431,19,24,0.792,33,111,45,14,9,25,68,163
Wendy Palmer,SEA,F,34,474,34,3,474,55,132,0.417,3,21,0.143,52,111,0.468,43,55,0.782,44,145,17,15,7,36,75,156
Ticha Penicheiro,SAC,G,32,757,32,32,757,59,188,0.314,3,14,0.214,56,174,0.322,60,73,0.822,18,83,144,49,1,60,59,181
Jia Perkins,CHI,G,33,762,33,5,762,153,330,0.464,39,90,0.433,114,240,0.475,41,53,0.774,30,110,75,50,7,51,65,386
Erin Perperoglou,SAS,F,18,499,18,11,499,66,143,0.462,9,34,0.265,57,109,0.523,62,76,0.816,33,109,40,35,13,44,60,203
Tari Phillips,HOU,F-C,6,35,6,0,35,3,10,0.3,0,0,,3,10,0.3,4,4,1,2,5,1,3,0,5,9,10
Plenette Pierson,DET,F,34,858,34,0,858,149,312,0.478,0,5,0,149,307,0.485,98,130,0.754,70,197,59,26,29,79,110,396
Cappie Pondexter,PHO,G,31,966,31,31,966,193,448,0.431,36,108,0.333,157,340,0.462,110,135,0.815,15,112,123,29,8,69,59,532
Elaine Powell,DET,G,32,323,32,12,323,22,54,0.407,0,0,,22,54,0.407,16,23,0.696,11,34,44,12,2,29,33,60
Nicole Powell,SAC,F,34,986,34,34,986,147,391,0.376,62,163,0.38,85,228,0.373,80,83,0.964,65,191,58,48,12,64,63,436
Armintie Herrington,CHI,G,34,893,34,34,893,95,232,0.409,1,3,0.333,94,229,0.41,78,151,0.517,83,204,99,40,7,59,67,269
Noelle Quinn,MIN,G,34,670,34,19,670,37,124,0.298,7,38,0.184,30,86,0.349,15,24,0.625,18,89,148,29,13,67,40,96
Kristen Rasmussen,CON,F,33,522,33,3,522,41,99,0.414,15,27,0.556,26,72,0.361,17,21,0.81,35,91,29,11,5,35,54,114
Stephanie Raymond,CHI,G,20,180,20,0,180,20,61,0.328,14,44,0.318,6,17,0.353,7,13,0.538,2,14,27,4,0,18,11,61
Kathrin Ress,MIN,F,28,348,28,1,348,31,78,0.397,2,4,0.5,29,74,0.392,21,29,0.724,39,71,16,8,4,37,69,85
Ruth Riley,SAS,C,30,773,30,29,773,72,194,0.371,5,27,0.185,67,167,0.401,27,29,0.931,32,148,37,27,59,69,114,176
Ashley Robinson,SEA,C,33,409,33,5,409,22,63,0.349,0,1,0,22,62,0.355,4,15,0.267,30,100,14,16,25,26,57,48
Crystal Robinson,WAS,F,2,44,2,2,44,1,6,0.167,0,2,0,1,4,0.25,0,0,,0,2,2,2,1,1,4,2
Nykesha Sales,CON,F-G,26,762,26,25,762,123,314,0.392,23,71,0.324,100,243,0.412,72,82,0.878,33,105,82,36,11,57,59,341
Sheri Sam,IND,G-F,33,591,33,4,591,63,186,0.339,9,33,0.273,54,153,0.353,29,42,0.69,35,97,42,29,6,39,58,164
Amy Sanders,DET,G,6,9,6,0,9,0,2,0,0,0,,0,2,0,2,4,0.5,0,2,0,0,0,2,3,2
Nakia Sanford,WAS,C-F,34,994,34,31,994,123,232,0.53,0,0,,123,232,0.53,129,194,0.665,100,242,23,27,28,88,141,375
Kelly Schumacher,PHO,C,34,543,34,0,543,57,125,0.456,3,7,0.429,54,118,0.458,34,46,0.739,29,147,12,17,25,34,66,151
Olympia Scott,PHO,C,8,32,8,0,32,1,7,0.143,0,0,,1,7,0.143,6,8,0.75,2,4,2,3,1,3,6,8
K.B. Sharp,IND,G,34,454,34,0,454,40,97,0.412,8,28,0.286,32,69,0.464,21,29,0.724,10,32,49,13,0,26,17,109
Ashley Shields,HOU,G,26,304,26,0,304,38,138,0.275,7,18,0.389,31,120,0.258,54,73,0.74,14,33,20,10,1,44,25,137
Crystal Smith,HOU,G,27,683,27,23,683,62,156,0.397,27,70,0.386,35,86,0.407,19,21,0.905,12,53,72,34,3,56,50,170
Katie Smith*,DET,G,34,1166,34,34,1166,128,355,0.361,61,196,0.311,67,159,0.421,133,157,0.847,18,128,124,42,3,59,81,450
Kim Smith,SAC,F,3,6,3,0,6,0,0,,0,0,,0,0,,0,0,,0,2,0,0,0,1,1,0
Tangela Smith,PHO,C,34,1072,34,34,1072,165,399,0.414,20,61,0.328,145,338,0.429,78,99,0.788,54,220,44,40,56,56,101,428
Tyresa Smith,DET,F,1,7,1,0,7,0,2,0,0,0,,0,2,0,1,2,0.5,1,2,0,1,0,0,0,1
Belinda Snell,PHO,G,30,343,30,2,343,37,106,0.349,26,79,0.329,11,27,0.407,7,11,0.636,12,46,44,20,4,18,31,107
Michelle Snow,HOU,C,34,892,34,34,892,140,284,0.493,0,0,,140,284,0.493,86,112,0.768,78,230,47,18,35,91,107,366
Sidney Spencer,LAS,G,34,828,34,22,828,118,300,0.393,54,123,0.439,64,177,0.362,37,42,0.881,48,138,42,27,11,35,86,327
Tiffany Stansbury,MIN,F-C,30,437,30,14,437,55,120,0.458,0,0,,55,120,0.458,20,39,0.513,50,130,15,13,11,29,78,130
Ann Strother,IND,G-F,12,69,12,0,69,10,31,0.323,6,15,0.4,4,16,0.25,2,2,1,6,9,3,0,0,2,5,28
Tammy Sutton-Brown,IND,C,34,860,34,33,860,149,307,0.485,0,0,,149,307,0.485,111,155,0.716,66,184,30,35,47,85,115,409
Sheryl Swoopes*,HOU,F-G,3,106,3,3,106,9,25,0.36,1,7,0.143,8,18,0.444,4,4,1,3,17,11,5,1,9,3,23
Diana Taurasi,PHO,G,32,1025,32,32,1025,206,468,0.44,95,259,0.367,111,209,0.531,106,127,0.835,18,135,137,45,34,84,106,613
Penny Taylor,PHO,F,34,1010,34,34,1010,198,397,0.499,34,90,0.378,164,307,0.534,175,198,0.884,73,214,98,51,22,77,120,605
Nikki Teasley,WAS,G,33,746,33,33,746,51,152,0.336,28,85,0.329,23,67,0.343,42,45,0.933,19,73,109,23,6,62,80,172
Kasha Terry,IND,C-F,9,54,9,0,54,3,12,0.25,0,0,,3,12,0.25,3,4,0.75,5,14,1,2,3,11,18,9
Carla Thomas,CHI,F,17,122,17,0,122,15,38,0.395,0,1,0,15,37,0.405,13,14,0.929,11,28,3,1,4,7,22,43
Christi Thomas,LAS,F-C,34,640,34,19,640,114,237,0.481,6,17,0.353,108,220,0.491,53,70,0.757,66,179,18,22,9,46,119,287
LaToya Thomas,LAS,F,27,487,27,7,487,77,174,0.443,16,38,0.421,61,136,0.449,38,46,0.826,27,61,32,9,7,29,63,208
Tina Thompson*,HOU,F,34,1234,34,34,1234,208,495,0.42,52,130,0.4,156,365,0.427,171,205,0.834,65,229,94,29,23,112,62,639
Shona Thorburn,SEA,G,2,8,2,0,8,1,2,0.5,0,0,,1,2,0.5,0,0,,0,1,0,0,0,2,0,2
Erin Thorn,NYL,G,29,883,29,29,883,104,245,0.424,48,123,0.39,56,122,0.459,25,34,0.735,17,87,73,25,1,48,40,281
Barbara Turner,HOU,G-F,22,263,22,2,263,29,72,0.403,7,30,0.233,22,42,0.524,27,41,0.659,9,42,20,8,4,21,25,92
Ayana Walker,DET,F,2,43,2,1,43,3,7,0.429,0,0,,3,7,0.429,1,3,0.333,0,6,1,1,2,6,8,7
DeMya Walker,SAC,F,5,105,5,5,105,17,42,0.405,0,0,,17,42,0.405,10,14,0.714,17,25,6,3,3,15,11,44
Martina Weber,NYL,C,2,4,2,0,4,0,1,0,0,0,,0,1,0,0,0,,0,1,0,0,0,1,0,0
Kendra Wecker,SAS,F,14,73,14,1,73,6,20,0.3,0,4,0,6,16,0.375,4,6,0.667,4,8,4,3,1,3,7,16
Lindsay Whalen*,CON,G,34,1040,34,34,1040,156,333,0.468,18,86,0.209,138,247,0.559,124,158,0.785,33,162,169,73,3,75,85,454
Tan White,IND,G,34,841,34,9,841,136,352,0.386,43,127,0.339,93,225,0.413,53,63,0.841,25,90,65,36,10,100,76,368
Tamika Whitmore,IND,F,34,880,34,25,880,139,335,0.415,21,70,0.3,118,265,0.445,71,93,0.763,45,170,51,20,11,84,86,370
Adrian Williams-Strong,SAC,C-F,34,609,34,2,609,85,179,0.475,0,0,,85,179,0.475,41,52,0.788,61,152,28,22,6,57,65,211
Le'coe Willingham,CON,F,28,320,28,5,320,20,52,0.385,0,4,0,20,48,0.417,18,25,0.72,27,77,11,8,6,19,44,58
Tamika Williams,MIN,F,21,149,21,2,149,12,20,0.6,0,0,,12,20,0.6,7,11,0.636,16,40,6,2,0,9,18,31
Tanisha Wright,SEA,G,34,547,34,5,547,50,125,0.4,6,22,0.273,44,103,0.427,33,39,0.846,17,43,69,31,2,55,56,139
Brooke Wyckoff,CHI,F,34,520,34,7,520,32,85,0.376,24,67,0.358,8,18,0.444,10,13,0.769,24,108,47,20,18,27,81,98
Sophia Young-Malcolm,SAS,F,33,1106,33,33,1106,214,448,0.478,0,5,0,214,443,0.483,125,167,0.749,72,193,51,49,12,61,100,553
Shanna Zolman,SAS,G,34,548,34,1,548,107,272,0.393,74,181,0.409,33,91,0.363,26,29,0.897,4,46,27,14,2,40,35,314
Sherill Baker,TOT,G,27,505,27,11,505,65,194,0.335,8,34,0.235,57,160,0.356,70,84,0.833,17,70,77,36,2,65,59,208
Kiesha Brown,TOT,G,30,356,30,0,356,41,108,0.38,19,43,0.442,22,65,0.338,41,48,0.854,10,44,50,13,4,27,26,142
Monique Currie,TOT,F,33,832,33,24,832,106,241,0.44,14,41,0.341,92,200,0.46,128,163,0.785,45,133,58,24,7,51,95,354
Tye'sha Fluker,TOT,C,21,145,21,0,145,17,54,0.315,1,3,0.333,16,51,0.314,5,9,0.556,11,26,3,3,8,12,17,40
Chasity Melvin,TOT,C-F,32,935,32,28,935,118,259,0.456,1,7,0.143,117,252,0.464,85,129,0.659,73,213,37,38,22,71,101,322
Iciss Tillis,TOT,F-C,11,34,11,1,34,2,8,0.25,0,2,0,2,6,0.333,0,0,,2,8,1,0,0,11,6,4
Lisa Willis,TOT,G,24,234,24,0,234,28,81,0.346,16,53,0.302,12,28,0.429,7,12,0.583,14,36,13,14,1,34,24,79
Sherill Baker,NYL,G,3,13,3,0,13,2,2,1,1,1,1,1,1,1,0,0,,0,1,0,0,0,0,1,5
Kiesha Brown,MIN,G,3,29,3,0,29,2,9,0.222,1,3,0.333,1,6,0.167,6,8,0.75,2,5,2,1,1,2,5,11
Monique Currie,CHI,F,2,61,2,2,61,8,27,0.296,2,11,0.182,6,16,0.375,11,15,0.733,3,12,4,1,0,4,3,29
Tye'sha Fluker,SEA,C,9,31,9,0,31,0,10,0,0,1,0,0,9,0,1,2,0.5,2,7,0,0,1,3,4,1
Chasity Melvin,WAS,C-F,3,82,3,3,82,9,26,0.346,0,2,0,9,24,0.375,16,19,0.842,7,20,0,6,0,2,13,34
Iciss Tillis,LAS,F-C,3,8,3,0,8,0,2,0,0,0,,0,2,0,0,0,,0,1,0,0,0,4,3,0
Lisa Willis,LAS,G,8,77,8,0,77,7,20,0.35,2,9,0.222,5,11,0.455,2,4,0.5,2,9,4,4,1,10,10,18
Sherill Baker,LAS,G,24,492,24,11,492,63,192,0.328,7,33,0.212,56,159,0.352,70,84,0.833,17,69,77,36,2,65,58,203
Kiesha Brown,LAS,G,27,327,27,0,327,39,99,0.394,18,40,0.45,21,59,0.356,35,40,0.875,8,39,48,12,3,25,21,131
Monique Currie,WAS,F,31,771,31,22,771,98,214,0.458,12,30,0.4,86,184,0.467,117,148,0.791,42,121,54,23,7,47,92,325
Tye'sha Fluker,LAS,C,12,114,12,0,114,17,44,0.386,1,2,0.5,16,42,0.381,4,7,0.571,9,19,3,3,7,9,13,39
Chasity Melvin,CHI,C-F,29,853,29,25,853,109,233,0.468,1,5,0.2,108,228,0.474,69,110,0.627,66,193,37,32,22,69,88,288
Iciss Tillis,DET,F-C,8,26,8,1,26,2,6,0.333,0,2,0,2,4,0.5,0,0,,2,7,1,0,0,7,3,4
Lisa Willis,NYL,G,16,157,16,0,157,21,61,0.344,14,44,0.318,7,17,0.412,5,8,0.625,12,27,9,10,0,24,14,61
