Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Kelsey Bone,CON,C,34,961,34,33,961,224,441,0.508,0,3,0,224,438,0.511,61,98,0.622,49,208,66,26,19,77,96,509
DeWanna Bonner,PHO,F-G,33,1099,33,33,1099,158,418,0.378,30,118,0.254,128,300,0.427,175,202,0.866,37,187,110,44,28,60,61,521
Brittany Boyd,NYL,G,30,430,30,4,430,59,151,0.391,8,30,0.267,51,121,0.421,72,101,0.713,17,81,70,35,2,48,58,198
Crystal Bradford,LAS,F,15,142,15,1,142,15,54,0.278,6,26,0.231,9,28,0.321,5,7,0.714,4,20,7,6,2,5,20,41
Jessica Breland,CHI,F,33,706,33,30,706,99,210,0.471,0,0,,99,210,0.471,24,31,0.774,70,194,42,23,36,32,75,222
Rebekkah Brunson,MIN,F,34,945,34,34,945,105,231,0.455,1,4,0.25,104,227,0.458,54,65,0.831,87,276,62,37,28,53,72,265
Cierra Burdick,ATL,F,11,208,11,4,208,17,40,0.425,0,1,0,17,39,0.436,14,16,0.875,10,35,13,10,6,9,21,48
Essence Carson,NYL,G,33,642,33,12,642,78,205,0.38,12,49,0.245,66,156,0.423,34,44,0.773,18,75,43,14,6,32,38,202
Sydney Carter,ATL,G,26,295,26,7,295,15,72,0.208,5,30,0.167,10,42,0.238,16,20,0.8,5,23,30,9,2,15,16,51
Swin Cash*,NYL,F,34,592,34,28,592,53,141,0.376,8,34,0.235,45,107,0.421,40,55,0.727,23,82,47,9,3,37,49,154
Tamika Catchings*,IND,F,30,799,30,30,799,125,327,0.382,18,61,0.295,107,266,0.402,125,144,0.868,51,213,67,55,24,50,76,393
Tina Charles,NYL,C,34,1053,34,34,1053,243,531,0.458,1,5,0.2,242,526,0.46,93,130,0.715,72,288,83,24,23,82,56,580
Karima Christmas-Kelly,TUL,F-G,32,919,32,32,919,101,255,0.396,32,83,0.386,69,172,0.401,104,133,0.782,72,159,54,34,9,39,59,338
Shameka Christon,PHO,G,12,76,12,0,76,12,28,0.429,4,16,0.25,8,12,0.667,6,6,1,1,5,7,2,0,3,15,34
Layshia Clarendon,IND,G,29,602,29,12,602,77,173,0.445,13,32,0.406,64,141,0.454,26,34,0.765,28,78,57,20,0,47,57,193
Alysha Clark,SEA,F,33,763,33,31,763,86,158,0.544,24,68,0.353,62,90,0.689,31,40,0.775,13,121,39,23,6,36,79,227
Courtney Clements,LAS,G,1,5,1,0,5,0,2,0,0,2,0,0,0,,0,0,,0,1,0,0,0,0,0,0
Natasha Cloud,WAS,G,34,657,34,22,657,41,128,0.32,9,38,0.237,32,90,0.356,32,47,0.681,10,95,115,29,3,49,58,123
Marissa Coleman,IND,G-F,34,842,34,34,842,127,331,0.384,42,125,0.336,85,206,0.413,59,79,0.747,33,120,54,42,10,63,65,355
Nadia Colhado,ATL,C,6,32,6,0,32,3,6,0.5,0,0,,3,6,0.5,0,0,,1,2,1,1,4,2,6,6
Sydney Colson,SAS,G,34,541,34,5,541,44,107,0.411,7,22,0.318,37,85,0.435,24,35,0.686,10,39,95,28,10,42,61,119
Carla Cortijo,ATL,G,2,32,2,0,32,5,9,0.556,1,2,0.5,4,7,0.571,3,4,0.75,0,1,2,2,0,1,3,14
Anna Cruz,MIN,G,22,640,22,17,640,73,154,0.474,9,36,0.25,64,118,0.542,22,28,0.786,10,80,67,22,4,48,42,177
Monique Currie,PHO,F,34,724,34,34,724,104,253,0.411,28,77,0.364,76,176,0.432,51,59,0.864,19,109,50,31,12,45,91,287
Ana Dabovic,LAS,G,24,530,24,8,530,74,166,0.446,20,60,0.333,54,106,0.509,42,52,0.808,11,39,46,21,1,38,69,210
Elena Delle Donne,CHI,F-G,31,1032,31,31,1032,238,517,0.46,42,134,0.313,196,383,0.512,207,218,0.95,60,260,42,33,63,36,52,725
Skylar Diggins-Smith,TUL,G,9,289,9,9,289,51,126,0.405,13,29,0.448,38,97,0.392,45,49,0.918,11,24,45,14,3,18,16,160
Stefanie Dolson,WAS,C,34,841,34,33,841,148,299,0.495,10,21,0.476,138,278,0.496,54,62,0.871,48,192,53,16,36,63,98,360
Clarissa Dos Santos,CHI,C,31,544,31,7,544,65,141,0.461,0,0,,65,141,0.461,33,48,0.688,55,144,22,18,18,38,78,163
Candice Dupree,PHO,F,33,1028,33,33,1028,192,375,0.512,0,1,0,192,374,0.513,81,101,0.802,40,168,55,34,12,48,46,465
Kelly Faris,CON,G,32,465,32,9,465,32,84,0.381,9,29,0.31,23,55,0.418,21,27,0.778,15,55,31,12,3,15,51,94
Jamierra Faulkner,CHI,G,33,316,33,0,316,55,133,0.414,4,22,0.182,51,111,0.459,21,26,0.808,4,33,56,14,7,39,41,135
Cayla George,PHO,C-F,34,433,34,2,433,67,157,0.427,17,60,0.283,50,97,0.515,19,22,0.864,26,107,25,13,22,27,70,170
Markeisha Gatling,SEA,C,25,342,25,4,342,50,101,0.495,0,0,,50,101,0.495,33,38,0.868,22,93,7,9,14,24,53,133
Jacki Gemelos,CHI,G,17,85,17,0,85,8,20,0.4,3,10,0.3,5,10,0.5,0,2,0,1,8,6,5,1,5,3,19
Briana Gilbreath-Butler,IND,G,3,23,3,0,23,1,5,0.2,0,1,0,1,4,0.25,0,0,,0,2,0,1,1,1,1,2
Sasha Goodlett,CHI,C,16,210,16,5,210,14,26,0.538,0,0,,14,26,0.538,6,7,0.857,13,30,4,3,10,15,17,34
Angel Goodrich,SEA,G,23,363,23,5,363,31,76,0.408,3,10,0.3,28,66,0.424,5,10,0.5,5,39,70,14,0,27,18,70
Chelsea Gray,CON,G,34,543,34,0,543,86,203,0.424,23,66,0.348,63,137,0.46,40,49,0.816,18,78,92,22,5,59,43,235
Nikki Greene,CON,F-C,12,101,12,0,101,4,10,0.4,0,0,,4,10,0.4,6,7,0.857,9,24,2,3,5,6,21,14
Brittney Griner,PHO,C,26,799,26,26,799,147,260,0.565,0,0,,147,260,0.565,99,128,0.773,43,210,34,8,105,56,71,393
Dearica Hamby,SAS,F,31,539,31,16,539,70,198,0.354,6,17,0.353,64,181,0.354,43,67,0.642,42,127,22,13,5,41,40,189
Jennifer Hamson,LAS,C,25,163,25,2,163,16,29,0.552,0,0,,16,29,0.552,8,29,0.276,16,37,5,6,13,5,22,40
Alex Harden,PHO,G,32,391,32,0,391,24,89,0.27,6,23,0.261,18,66,0.273,12,13,0.923,11,46,29,23,13,29,46,66
Bria Hartley,WAS,G,25,306,25,0,306,34,112,0.304,11,46,0.239,23,66,0.348,26,34,0.765,4,30,41,12,1,21,23,105
Tiffany Hayes,ATL,G,28,836,28,27,836,115,293,0.392,31,113,0.274,84,180,0.467,99,123,0.805,29,84,62,29,11,47,97,360
Aneika Henry-Morello,ATL,F-C,29,518,29,11,518,63,130,0.485,0,0,,63,130,0.485,24,32,0.75,42,135,11,9,25,45,73,150
Tayler Hill,WAS,G,32,545,32,0,545,79,227,0.348,37,116,0.319,42,111,0.378,45,62,0.726,10,43,28,29,3,28,31,240
Roneeka Hodges,ATL,G,23,448,23,9,448,50,131,0.382,27,75,0.36,23,56,0.411,21,28,0.75,10,45,31,4,4,22,31,148
Quanitra Hollingsworth,SEA,C,27,331,27,0,331,27,60,0.45,0,1,0,27,59,0.458,33,50,0.66,21,98,9,12,8,38,64,87
Jordan Hooper,TUL,F,34,581,34,5,581,54,151,0.358,38,111,0.342,16,40,0.4,13,19,0.684,24,70,11,14,4,18,37,159
Andrea Hoover,LAS,G,12,172,12,1,172,15,47,0.319,8,28,0.286,7,19,0.368,7,7,1,3,15,4,2,1,8,18,45
Natasha Howard,IND,F,30,343,30,2,343,47,124,0.379,0,2,0,47,122,0.385,31,43,0.721,28,79,13,13,13,28,61,125
Tiffany Jackson-Jones,TUL,F,12,175,12,0,175,17,34,0.5,0,0,,17,34,0.5,15,18,0.833,15,51,8,6,5,16,11,49
Briann January,IND,G,29,784,29,29,784,81,190,0.426,25,58,0.431,56,132,0.424,49,58,0.845,14,52,98,30,6,63,65,236
Shenise Johnson,IND,G,31,811,31,27,811,121,259,0.467,31,75,0.413,90,184,0.489,66,82,0.805,39,153,74,35,5,56,67,339
Temeka Johnson,LAS,G,34,720,34,11,720,60,186,0.323,17,69,0.246,43,117,0.368,37,44,0.841,11,81,122,23,0,51,74,174
Asjha Jones,MIN,F,31,541,31,12,541,76,185,0.411,0,4,0,76,181,0.42,18,30,0.6,25,86,51,17,15,34,69,170
Shae Kelley,MIN,F,8,19,8,0,19,0,3,0,0,0,,0,3,0,1,2,0.5,0,3,1,1,0,1,1,1
Brianna Kiesel,TUL,G,34,616,34,15,616,60,180,0.333,12,52,0.231,48,128,0.375,40,53,0.755,8,28,65,28,2,41,61,172
Lynetta Kizer,IND,F,33,591,33,14,591,112,228,0.491,0,2,0,112,226,0.496,51,58,0.879,43,116,13,19,8,46,91,275
Betnijah Laney-Hamilton,CHI,G-F,32,411,32,2,411,39,99,0.394,0,6,0,39,93,0.419,16,23,0.696,18,68,19,16,6,18,41,94
Crystal Langhorne,SEA,F-C,34,873,34,34,873,156,286,0.545,0,2,0,156,284,0.549,66,88,0.75,39,194,32,37,14,70,63,378
Erlana Larkins,IND,F,21,352,21,3,352,24,59,0.407,0,0,,24,59,0.407,26,38,0.684,35,89,28,20,4,15,34,74
Ivory Latta,WAS,G,34,927,34,25,927,143,352,0.406,79,203,0.389,64,149,0.43,90,99,0.909,8,61,86,23,1,59,65,455
Jantel Lavender,LAS,F,34,1148,34,34,1148,211,402,0.525,3,9,0.333,208,393,0.529,67,76,0.882,68,281,62,14,41,72,58,492
Kara Lawson,WAS,G,22,550,22,21,550,70,180,0.389,26,81,0.321,44,99,0.444,45,48,0.938,9,65,79,13,3,25,23,211
Jasmine Lister,LAS,G,7,65,7,0,65,8,15,0.533,4,5,0.8,4,10,0.4,0,0,,4,9,4,2,0,7,4,20
Tricia Liston,MIN,F,31,372,31,2,372,34,81,0.42,27,63,0.429,7,18,0.389,10,10,1,5,32,23,8,1,9,24,105
Camille Smith,CON,F,34,918,34,34,918,106,261,0.406,39,113,0.345,67,148,0.453,29,33,0.879,46,123,53,42,7,58,91,280
Jewell Loyd,SEA,G,34,882,34,23,882,125,304,0.411,10,48,0.208,115,256,0.449,104,115,0.904,33,119,66,19,8,68,53,364
Maggie Lucas,IND,G,30,451,30,0,451,54,145,0.372,31,83,0.373,23,62,0.371,31,37,0.838,1,25,26,11,3,19,42,170
Sancho Lyttle,ATL,F,24,721,24,24,721,104,219,0.475,1,5,0.2,103,214,0.481,39,53,0.736,67,198,52,54,14,38,70,248
Victoria Macaulay,CHI,F,4,25,4,0,25,2,7,0.286,0,0,,2,7,0.286,0,0,,1,4,0,2,1,3,7,4
Tess Madgen,PHO,G,8,59,8,0,59,3,8,0.375,3,5,0.6,0,3,0,1,2,0.5,1,6,2,6,2,4,8,10
Ally Malott,WAS,F,24,216,24,0,216,29,66,0.439,11,27,0.407,18,39,0.462,8,10,0.8,5,23,7,3,3,14,14,79
Kayla McBride,SAS,G,27,756,27,25,756,131,343,0.382,53,142,0.373,78,201,0.388,58,66,0.879,5,84,44,29,3,45,33,373
Angel McCoughtry,ATL,F-G,34,1021,34,26,1021,235,569,0.413,37,102,0.363,198,467,0.424,178,221,0.805,64,180,94,72,18,107,115,685
Emma Meesseman,WAS,F,34,924,34,34,924,178,320,0.556,6,13,0.462,172,307,0.56,34,41,0.829,60,213,58,31,44,44,96,396
DeLisha Milton-Jones,ATL,F,18,161,18,1,161,16,47,0.34,1,10,0.1,15,37,0.405,5,9,0.556,10,33,8,7,2,13,30,38
Leilani Mitchell,PHO,G,34,782,34,26,782,80,214,0.374,44,111,0.396,36,103,0.35,24,27,0.889,12,72,91,35,4,48,57,228
Alex Montgomery,SAS,G-F,14,234,14,3,234,29,77,0.377,4,20,0.2,25,57,0.439,7,10,0.7,16,58,10,8,7,16,24,69
Maya Moore,MIN,F,33,1102,33,33,1102,238,566,0.42,69,192,0.359,169,374,0.452,136,159,0.855,62,222,115,56,26,79,94,681
Kaleena Mosqueda-Lewis,SEA,F,27,333,27,0,333,62,159,0.39,18,64,0.281,44,95,0.463,14,16,0.875,5,24,17,6,2,21,26,156
Nneka Ogwumike,LAS,F,24,784,24,23,784,147,280,0.525,1,12,0.083,146,268,0.545,84,97,0.866,48,167,50,25,11,43,57,379
Jenna O'Hea,SEA,F,34,710,34,14,710,64,168,0.381,36,94,0.383,28,74,0.378,36,39,0.923,5,63,82,19,10,40,54,200
Jennifer O'Neill,MIN,G,13,101,13,0,101,8,23,0.348,5,9,0.556,3,14,0.214,8,8,1,2,14,10,3,1,9,9,29
Inga Orekhova,CON,G,4,11,4,0,11,0,4,0,0,2,0,0,2,0,0,0,,1,1,0,0,0,1,0,0
Courtney Paris,TUL,C,34,849,34,34,849,104,214,0.486,0,0,,104,214,0.486,17,40,0.425,102,317,43,12,41,34,105,225
Candace Parker,LAS,F-C,16,551,16,16,551,116,237,0.489,12,43,0.279,104,194,0.536,66,81,0.815,18,161,100,31,29,40,39,310
Cheyenne Parker-Tyus,CHI,F,30,279,30,0,279,28,70,0.4,0,0,,28,70,0.4,10,26,0.385,30,74,6,7,21,16,40,66
Kayla Pedersen,CON,F,33,510,33,1,510,39,90,0.433,0,0,,39,90,0.433,19,23,0.826,29,86,40,23,8,20,48,97
Jia Perkins,SAS,G,26,710,26,26,710,124,330,0.376,25,92,0.272,99,238,0.416,73,83,0.88,20,79,45,38,8,32,45,346
Devereaux Peters,MIN,F,33,481,33,0,481,44,98,0.449,3,8,0.375,41,90,0.456,13,15,0.867,30,112,28,7,29,30,37,104
Erin Phillips,LAS,G,12,371,12,12,371,26,91,0.286,12,45,0.267,14,46,0.304,17,20,0.85,10,36,37,11,2,18,29,81
Plenette Pierson,TUL,F,30,843,30,29,843,152,348,0.437,17,47,0.362,135,301,0.449,63,78,0.808,35,122,57,29,12,54,86,384
Theresa Plaisance,TUL,F,25,205,25,1,205,16,57,0.281,8,25,0.32,8,32,0.25,7,10,0.7,19,48,5,6,4,2,29,47
Jeanette Pohlen-Mavunga,IND,G,26,259,26,1,259,21,52,0.404,15,38,0.395,6,14,0.429,6,8,0.75,5,22,16,13,1,11,23,63
Cappie Pondexter,CHI,G,29,877,29,29,877,163,371,0.439,24,63,0.381,139,308,0.451,84,102,0.824,7,110,61,28,6,41,61,434
Armintie Herrington,WAS,G,25,260,25,3,260,18,43,0.419,0,1,0,18,42,0.429,6,15,0.4,16,46,26,13,1,15,28,42
Epiphanny Prince,NYL,G,24,686,24,23,686,136,291,0.467,26,73,0.356,110,218,0.505,63,70,0.9,19,70,82,47,5,38,32,361
LaToya Sanders,WAS,F-C,23,416,23,0,416,45,112,0.402,0,0,,45,112,0.402,26,34,0.765,45,132,21,20,48,18,60,116
Allie Quigley,CHI,G,32,720,32,7,720,140,325,0.431,36,106,0.34,104,219,0.475,38,46,0.826,10,56,53,13,16,45,41,354
Noelle Quinn,PHO,G,34,632,34,1,632,54,128,0.422,12,37,0.324,42,91,0.462,19,24,0.792,6,88,66,15,9,29,49,139
Danielle Robinson,SAS,G,30,902,30,30,902,105,269,0.39,0,5,0,105,264,0.398,65,72,0.903,14,74,149,22,2,78,36,275
Sugar Rodgers,NYL,G,33,618,33,5,618,84,247,0.34,41,128,0.32,43,119,0.361,59,67,0.881,23,73,48,24,7,33,70,268
Tierra Ruffin-Pratt,WAS,G,32,765,32,31,765,79,213,0.371,14,43,0.326,65,170,0.382,66,87,0.759,26,96,68,26,10,42,82,238
Shoni Schimmel,ATL,G,32,634,32,16,634,85,225,0.378,49,128,0.383,36,97,0.371,24,28,0.857,12,79,101,24,5,76,34,243
Odyssey Sims,TUL,G,23,723,23,19,723,114,309,0.369,18,87,0.207,96,222,0.432,122,144,0.847,16,78,88,25,1,64,55,368
Michelle Snow,LAS,C,2,26,2,0,26,3,7,0.429,0,0,,3,7,0.429,0,2,0,0,3,0,0,1,4,4,6
Kiah Stokes,NYL,C,34,862,34,6,862,82,150,0.547,0,2,0,82,148,0.554,33,48,0.688,60,219,26,24,67,37,76,197
Shekinna Stricklen,CON,F,34,599,34,0,599,95,231,0.411,51,142,0.359,44,89,0.494,22,28,0.786,25,63,22,19,8,20,46,263
Carolyn Swords,NYL,C,34,510,34,22,510,67,132,0.508,0,0,,67,132,0.508,38,47,0.809,51,136,20,18,22,37,95,172
Alyssa Thomas,CON,F,24,623,24,23,623,69,168,0.411,0,0,,69,168,0.411,72,104,0.692,61,126,33,29,5,42,65,210
Jasmine Thomas,CON,G,34,907,34,34,907,100,305,0.328,31,104,0.298,69,201,0.343,47,60,0.783,19,127,133,41,14,77,74,278
Kayla Thornton,WAS,F,10,88,10,0,88,9,27,0.333,0,1,0,9,26,0.346,4,6,0.667,12,21,1,3,3,5,12,22
Ramu Tokashiki,SEA,F,30,618,30,16,618,98,236,0.415,0,2,0,98,234,0.419,50,58,0.862,21,98,24,7,27,26,60,246
Kristi Toliver,LAS,G,28,864,28,28,864,119,265,0.449,43,112,0.384,76,153,0.497,65,72,0.903,10,64,104,23,1,63,47,346
Marianna Tolo,LAS,C,28,531,28,14,531,54,117,0.462,0,7,0,54,110,0.491,29,36,0.806,21,83,29,7,28,27,84,137
Courtney Vandersloot,CHI,G,34,1015,34,34,1015,146,315,0.463,32,90,0.356,114,225,0.507,64,71,0.901,22,115,198,45,18,71,93,388
Kia Vaughn,WAS,C,20,355,20,1,355,46,102,0.451,0,0,,46,102,0.451,22,33,0.667,22,84,20,7,7,25,41,114
Avery Warley-Talbert,NYL,C,26,179,26,0,179,13,37,0.351,0,0,,13,37,0.351,12,18,0.667,24,71,4,7,3,21,29,38
Lindsay Whalen*,MIN,G,29,874,29,29,874,121,262,0.462,6,14,0.429,115,248,0.464,67,76,0.882,16,86,123,12,3,62,55,315
Candice Wiggins,NYL,G,32,413,32,2,413,28,88,0.318,20,51,0.392,8,37,0.216,13,19,0.684,7,60,26,13,3,32,42,89
Elizabeth Williams,CON,C-F,21,246,21,0,246,28,53,0.528,0,0,,28,53,0.528,14,25,0.56,22,68,8,6,19,11,20,70
Riquna Williams,TUL,G,29,813,29,20,813,130,369,0.352,56,162,0.346,74,207,0.357,136,160,0.85,16,100,74,43,15,47,78,452
Monica Wright,MIN,G,7,80,7,0,80,4,20,0.2,1,6,0.167,3,14,0.214,6,7,0.857,1,6,8,2,1,7,7,15
Tanisha Wright,NYL,G,34,805,34,34,805,89,212,0.42,12,33,0.364,77,179,0.43,60,71,0.845,22,81,119,28,3,73,68,250
Marta Xargay,PHO,G,20,349,20,8,349,29,74,0.392,9,24,0.375,20,50,0.4,11,15,0.733,9,35,48,9,3,42,48,78
Sophia Young-Malcolm,SAS,F,34,931,34,29,931,151,330,0.458,0,3,0,151,327,0.462,90,122,0.738,49,170,46,42,9,55,64,392
Tamera Young,CHI,F,19,325,19,10,325,31,79,0.392,0,0,,31,79,0.392,24,29,0.828,16,55,25,11,7,17,39,86
Amanda Zahui B.,TUL,C,31,300,31,0,300,39,108,0.361,12,36,0.333,27,72,0.375,15,20,0.75,26,75,10,7,19,20,58,105
Shavonte Zellous,IND,G,23,511,23,1,511,61,161,0.379,7,29,0.241,54,132,0.409,64,83,0.771,12,54,43,22,8,27,68,193
Sylvia Fowles,MIN,C,18,521,18,18,521,103,203,0.507,0,0,,103,203,0.507,69,94,0.734,41,150,15,18,28,32,43,275
Damiris Dantas,TOT,F,32,663,32,20,663,82,182,0.451,6,15,0.4,76,167,0.455,51,56,0.911,42,139,30,18,14,35,70,221
Erika de Souza,TOT,F-C,34,821,34,32,821,109,231,0.472,0,0,,109,231,0.472,23,45,0.511,78,221,29,25,28,43,96,241
Reshanda Gray,TOT,F,27,288,27,1,288,37,76,0.487,0,0,,37,76,0.487,33,48,0.688,21,58,5,8,8,20,56,107
Kalana Greene,TOT,G,13,243,13,6,243,19,56,0.339,2,14,0.143,17,42,0.405,12,14,0.857,6,35,11,9,3,3,19,52
Brittany Hrynko,TOT,G,7,18,7,0,18,1,7,0.143,0,5,0,1,2,0.5,0,0,,0,0,1,0,0,1,3,2
Jennifer Lacy,TOT,F,27,494,27,15,494,62,143,0.434,25,75,0.333,37,68,0.544,28,37,0.757,19,68,12,9,10,18,56,177
Samantha Logic,TOT,G,27,342,27,0,342,18,75,0.24,6,31,0.194,12,44,0.273,6,7,0.857,7,38,31,8,7,25,19,48
Renee Montgomery,TOT,G,36,643,36,7,643,83,223,0.372,33,106,0.311,50,117,0.427,30,37,0.811,7,53,99,29,4,53,60,229
Erica Wheeler,TOT,G,20,229,20,0,229,37,83,0.446,6,20,0.3,31,63,0.492,10,16,0.625,4,20,27,12,0,27,28,90
Damiris Dantas,MIN,F,16,267,16,4,267,36,62,0.581,2,3,0.667,34,59,0.576,15,19,0.789,10,53,19,3,5,18,36,89
Erika de Souza,ATL,F-C,17,492,17,17,492,67,146,0.459,0,0,,67,146,0.459,13,24,0.542,46,127,21,16,14,30,52,147
Reshanda Gray,MIN,F,10,37,10,0,37,3,7,0.429,0,0,,3,7,0.429,0,3,0,2,10,1,2,2,4,5,6
Kalana Greene,SAS,G,11,219,11,6,219,19,52,0.365,2,13,0.154,17,39,0.436,8,8,1,5,32,8,8,3,3,18,48
Brittany Hrynko,SAS,G,5,15,5,0,15,1,6,0.167,0,4,0,1,2,0.5,0,0,,0,0,1,0,0,1,3,2
Jennifer Lacy,LAS,F,8,176,8,4,176,18,44,0.409,8,27,0.296,10,17,0.588,0,0,,8,23,5,2,1,5,21,44
Samantha Logic,ATL,G,4,23,4,0,23,1,11,0.091,1,8,0.125,0,3,0,0,0,,2,3,2,1,0,1,5,3
Renee Montgomery,SEA,G,17,303,17,2,303,40,106,0.377,20,51,0.392,20,55,0.364,20,23,0.87,3,31,51,16,3,34,35,120
Erica Wheeler,ATL,G,17,203,17,0,203,32,70,0.457,6,15,0.4,26,55,0.473,6,12,0.5,4,16,26,8,0,21,26,76
Damiris Dantas,ATL,F,16,396,16,16,396,46,120,0.383,4,12,0.333,42,108,0.389,36,37,0.973,32,86,11,15,9,17,34,132
Erika de Souza,CHI,F-C,17,329,17,15,329,42,85,0.494,0,0,,42,85,0.494,10,21,0.476,32,94,8,9,14,13,44,94
Reshanda Gray,ATL,F,17,251,17,1,251,34,69,0.493,0,0,,34,69,0.493,33,45,0.733,19,48,4,6,6,16,51,101
Kalana Greene,MIN,G,2,24,2,0,24,0,4,0,0,1,0,0,3,0,4,6,0.667,1,3,3,1,0,0,1,4
Brittany Hrynko,TUL,G,2,3,2,0,3,0,1,0,0,1,0,0,0,,0,0,,0,0,0,0,0,0,0,0
Jennifer Lacy,CON,F,19,318,19,11,318,44,99,0.444,17,48,0.354,27,51,0.529,28,37,0.757,11,45,7,7,9,13,35,133
Samantha Logic,SAS,G,23,319,23,0,319,17,64,0.266,5,23,0.217,12,41,0.293,6,7,0.857,5,35,29,7,7,24,14,45
Renee Montgomery,MIN,G,19,340,19,5,340,43,117,0.368,13,55,0.236,30,62,0.484,10,14,0.714,4,22,48,13,1,19,25,109
Erica Wheeler,NYL,G,3,26,3,0,26,5,13,0.385,0,5,0,5,8,0.625,4,4,1,0,4,1,4,0,6,2,14
