Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Tamika Catchings*,IND,F,32,1072,32,32,1072,162,398,0.407,32,107,0.299,130,291,0.447,165,204,0.809,68,240,119,94,35,79,90,521
Kaayla Chones,SEA,C,3,14,3,0,14,0,2,0,0,0,,0,2,0,0,0,,0,0,0,0,0,1,4,0
Shameka Christon,NYL,G,34,987,34,34,987,136,348,0.391,52,156,0.333,84,192,0.438,99,120,0.825,29,120,44,20,42,81,105,423
Katie Cronin,CHI,G-F,11,133,11,0,133,9,30,0.3,4,13,0.308,5,17,0.294,2,7,0.286,3,12,2,6,2,11,18,24
Monique Currie,CHA,F,34,849,34,33,849,87,262,0.332,16,55,0.291,71,207,0.343,149,184,0.81,51,132,87,34,4,62,100,339
Stacey Dales,CHI,F,23,453,23,16,453,52,147,0.354,25,81,0.309,27,66,0.409,32,46,0.696,6,27,40,9,1,32,39,161
Helen Darling,CHA,G,29,614,29,29,614,51,138,0.37,18,47,0.383,33,91,0.363,38,55,0.691,13,59,82,35,3,73,76,158
Brandi Davis,LAS,G,14,118,14,0,118,14,53,0.264,7,33,0.212,7,20,0.35,6,10,0.6,1,13,8,5,1,5,11,41
Anna DeForge,IND,G,34,997,34,34,997,123,313,0.393,48,127,0.378,75,186,0.403,54,66,0.818,40,146,76,39,9,55,58,348
Jennifer Derevjanik,PHO,G,31,467,31,8,467,38,75,0.507,4,15,0.267,34,60,0.567,16,26,0.615,11,57,68,23,7,25,42,96
Tamecka Dixon,HOU,G,23,591,23,14,591,69,171,0.404,1,9,0.111,68,162,0.42,23,28,0.821,19,60,54,13,2,58,63,162
Scholanda Dorrell,SAC,G,33,498,33,21,498,64,172,0.372,25,85,0.294,39,87,0.448,18,22,0.818,9,36,17,29,4,39,43,171
Katie Douglas,CON,G-F,32,1003,32,32,1003,179,404,0.443,73,173,0.422,106,231,0.459,94,112,0.839,38,121,79,62,4,73,48,525
Megan Duffy,MIN,G,31,389,31,0,389,33,92,0.359,12,37,0.324,21,55,0.382,27,39,0.692,10,29,36,9,0,24,37,105
Candice Dupree,CHI,F,34,1034,34,31,1034,186,407,0.457,0,5,0,186,402,0.463,95,122,0.779,55,188,60,43,25,60,72,467
Margo Dydek,CON,C,34,743,34,34,743,125,253,0.494,1,4,0.25,124,249,0.498,69,84,0.821,35,206,40,21,85,50,73,320
Shyra Ely-Gash,SAS,F,12,135,12,1,135,12,44,0.273,2,9,0.222,10,35,0.286,15,26,0.577,5,31,10,2,0,13,17,41
Barbara Farris,NYL,F-C,34,944,34,34,944,95,221,0.43,0,3,0,95,218,0.436,71,98,0.724,56,178,51,21,5,65,105,261
Allison Feaster,CHA,F,32,309,32,1,309,19,81,0.235,16,64,0.25,3,17,0.176,1,2,0.5,3,20,21,13,2,14,20,55
Tye'sha Fluker,CHA,C,31,319,31,1,319,30,89,0.337,0,2,0,30,87,0.345,16,22,0.727,26,66,9,2,14,21,48,76
Cheryl Ford,DET,F,32,919,32,32,919,157,315,0.498,0,0,,157,315,0.498,129,199,0.648,130,363,45,38,25,58,114,443
Linda Frohlich,IND,F-C,20,169,20,0,169,26,68,0.382,8,22,0.364,18,46,0.391,6,8,0.75,14,35,9,5,0,13,27,66
Emilie Gomis,NYL,G,2,15,2,0,15,0,4,0,0,2,0,0,2,0,3,4,0.75,0,0,0,1,0,1,3,3
Shaunzinski Gortman,SEA,G,20,264,20,0,264,20,55,0.364,2,12,0.167,18,43,0.419,14,18,0.778,9,48,17,11,2,25,32,56
Cisti Greenwalt,SEA,C,5,24,5,0,24,0,7,0,0,0,,0,7,0,2,4,0.5,2,8,0,0,0,0,9,2
Yolanda Griffith*,SAC,C-F,34,852,34,34,852,134,293,0.457,0,1,0,134,292,0.459,139,185,0.751,87,219,56,44,16,66,74,407
Becky Hammon*,NYL,G,22,674,22,20,674,107,252,0.425,37,108,0.343,70,144,0.486,72,75,0.96,6,66,81,29,3,65,46,323
Vanessa Hayden,MIN,C,33,424,33,3,424,68,169,0.402,0,0,,68,169,0.402,41,66,0.621,41,115,19,6,44,44,118,177
Kristin Haynie,SAC,G,34,471,34,0,471,55,151,0.364,9,30,0.3,46,121,0.38,21,25,0.84,20,67,68,27,2,46,50,140
Doneeka Lewis,LAS,G,34,456,34,3,456,46,144,0.319,18,61,0.295,28,83,0.337,21,23,0.913,9,42,66,14,4,43,26,131
Roneeka Hodges,HOU,G,33,698,33,8,698,87,217,0.401,44,120,0.367,43,97,0.443,29,39,0.744,11,65,32,16,4,36,40,247
Ebony Hoffman,IND,F,34,854,34,33,854,82,208,0.394,0,8,0,82,200,0.41,54,70,0.771,73,193,46,37,16,73,104,218
Chamique Holdsclaw,LAS,F,25,737,25,0,737,148,315,0.47,3,15,0.2,145,300,0.483,76,86,0.884,57,152,56,34,9,57,58,375
Kedra Holland-Corn,DET,G,34,401,34,0,401,51,142,0.359,28,84,0.333,23,58,0.397,10,16,0.625,12,40,43,23,2,40,29,140
Sandora Irvin,PHO,F,7,38,7,0,38,2,13,0.154,0,3,0,2,10,0.2,3,5,0.6,2,10,1,2,8,3,5,7
Dalma Ivanyi,SAS,G,31,322,31,1,322,15,56,0.268,8,37,0.216,7,19,0.368,4,6,0.667,7,41,50,12,0,19,38,42
Deanna Jackson,CHI,F,22,330,22,1,330,49,124,0.395,1,3,0.333,48,121,0.397,33,51,0.647,32,66,13,9,3,22,38,132
Lauren Jackson*,SEA,F-C,30,853,30,30,853,192,359,0.535,29,77,0.377,163,282,0.578,170,189,0.899,68,227,48,24,51,40,90,583
Tamicha Jackson,PHO,G,3,54,3,2,54,10,28,0.357,0,3,0,10,25,0.4,4,6,0.667,1,4,7,6,1,4,7,24
Amber Jacobs,MIN,G,34,860,34,34,860,96,214,0.449,40,102,0.392,56,112,0.5,47,57,0.825,17,90,115,26,2,90,71,279
Tamara James,WAS,G-F,21,156,21,0,156,19,49,0.388,3,12,0.25,16,37,0.432,16,18,0.889,9,16,3,4,2,10,13,57
Shannon Johnson,SAS,G,32,875,32,32,875,104,256,0.406,32,91,0.352,72,165,0.436,78,97,0.804,31,95,117,60,5,75,78,318
Temeka Johnson,LAS,G,32,810,32,30,810,102,254,0.402,3,26,0.115,99,228,0.434,48,60,0.8,15,97,161,47,1,70,57,255
Tiffani Johnson,SEA,C,32,638,32,8,638,61,147,0.415,0,0,,61,147,0.415,28,37,0.757,32,125,17,10,17,31,66,150
Vickie Johnson,SAS,G-F,34,1004,34,34,1004,119,317,0.375,23,69,0.333,96,248,0.387,76,90,0.844,55,167,122,28,3,59,61,337
Asjha Jones,CON,F,34,777,34,2,777,155,334,0.464,5,19,0.263,150,315,0.476,62,79,0.785,59,183,46,23,20,60,74,377
Chandi Jones,MIN,G,6,38,6,0,38,5,9,0.556,3,4,0.75,2,5,0.4,4,4,1,2,5,3,1,0,2,3,17
Jae Kingi-Cross,SAS,G,18,115,18,1,115,8,18,0.444,2,6,0.333,6,12,0.5,7,9,0.778,3,10,11,6,0,5,8,25
Laurie Koehn,WAS,G,32,151,32,0,151,23,46,0.5,22,42,0.524,1,4,0.25,3,4,0.75,0,12,8,2,2,5,16,71
Anastasia Kostaki,HOU,G,32,262,32,0,262,18,57,0.316,6,30,0.2,12,27,0.444,25,35,0.714,3,25,19,7,0,42,41,67
Cathrine Kraayeveld,NYL,F,34,903,34,13,903,106,239,0.444,31,93,0.333,75,146,0.514,55,72,0.764,46,158,32,16,15,62,71,298
Jennifer Lacy,PHO,F,33,504,33,3,504,61,128,0.477,0,4,0,61,124,0.492,40,58,0.69,42,102,14,12,12,45,102,162
Amanda Lassiter,CHI,F,32,781,32,29,781,93,254,0.366,49,149,0.329,44,105,0.419,22,31,0.71,25,88,65,42,17,57,89,257
Edwige Lawson-Wade,SEA,G,26,211,26,0,211,17,45,0.378,5,19,0.263,12,26,0.462,4,6,0.667,2,21,29,15,1,19,20,43
Kara Lawson,SAC,G,34,750,34,6,750,96,242,0.397,49,123,0.398,47,119,0.395,36,39,0.923,11,65,56,20,4,43,37,277
Betty Lennox,SEA,G,34,887,34,34,887,191,423,0.452,29,90,0.322,162,333,0.486,54,71,0.761,34,137,73,36,5,98,92,465
Lisa Leslie*,LAS,C,34,1048,34,34,1048,257,503,0.511,8,20,0.4,249,483,0.516,158,243,0.65,83,323,108,51,57,126,115,680
Yelena Leuchanka,CHA,C,4,38,4,0,38,5,10,0.5,0,0,,5,10,0.5,2,4,0.5,2,5,3,0,1,1,5,12
Tynesha Lewis,MIN,G,19,202,19,0,202,19,55,0.345,1,11,0.091,18,44,0.409,7,10,0.7,10,27,18,12,5,16,16,46
Stacey Lovelace,CHI,C,34,628,34,6,628,95,229,0.415,19,63,0.302,76,166,0.458,44,56,0.786,48,136,22,19,20,53,69,253
Sancho Lyttle,HOU,F,29,381,29,2,381,40,87,0.46,0,0,,40,87,0.46,26,42,0.619,40,114,8,25,4,18,61,106
Mwadi Mabika,LAS,G,32,677,32,32,677,92,244,0.377,32,96,0.333,60,148,0.405,56,63,0.889,17,64,48,19,6,37,77,272
Megan Mahoney,CON,F,31,351,31,1,351,26,85,0.306,7,29,0.241,19,56,0.339,17,19,0.895,15,66,24,7,1,25,38,76
Hamchetou Maiga-Ba,SAC,F,34,535,34,7,535,75,158,0.475,0,1,0,75,157,0.478,27,48,0.563,35,73,30,32,9,45,80,177
Kristen Mann,MIN,F,33,893,33,33,893,92,238,0.387,36,96,0.375,56,142,0.394,25,34,0.735,23,113,94,19,7,50,71,245
Katie Mattera,SAS,C,34,632,34,14,632,100,214,0.467,0,0,,100,214,0.467,65,105,0.619,74,209,14,12,26,69,104,265
Kelly Mazzante,CHA,G,34,721,34,0,721,105,277,0.379,64,167,0.383,41,110,0.373,28,33,0.848,23,99,64,47,6,48,37,302
Janel McCarville,CHA,F-C,30,423,30,3,423,54,118,0.458,0,0,,54,118,0.458,28,44,0.636,40,105,25,17,20,28,51,136
Nikki McCray,CHI,G,11,83,11,2,83,8,22,0.364,1,5,0.2,7,17,0.412,5,7,0.714,2,5,5,7,1,10,8,22
Taj McWilliams-Franklin,CON,F-C,32,996,32,32,996,164,329,0.498,1,8,0.125,163,321,0.508,81,110,0.736,104,306,80,35,31,78,75,410
Chasity Melvin,WAS,C-F,34,1003,34,34,1003,153,294,0.52,0,2,0,153,292,0.524,99,151,0.656,84,224,45,34,26,62,109,405
Coco Miller,WAS,G,34,658,34,4,658,84,171,0.491,12,30,0.4,72,141,0.511,26,29,0.897,36,91,59,34,4,49,73,206
Kelly Miller,PHO,G,27,814,27,24,814,109,259,0.421,30,79,0.38,79,180,0.439,48,62,0.774,41,144,94,28,6,73,74,296
DeLisha Milton-Jones,WAS,F,23,675,23,20,675,125,265,0.472,34,79,0.43,91,186,0.489,51,63,0.81,23,112,48,35,17,67,87,335
Liz Moeggenberg,CHI,F,27,273,27,1,273,20,63,0.317,4,12,0.333,16,51,0.314,14,30,0.467,27,46,17,10,6,15,14,58
Jessica Moore,LAS,F-C,34,655,34,33,655,59,136,0.434,0,2,0,59,134,0.44,29,38,0.763,35,98,24,22,9,28,79,147
Loree Moore,NYL,G,34,952,34,29,952,68,201,0.338,35,96,0.365,33,105,0.314,37,51,0.725,31,144,122,61,10,64,89,208
Tamara Moore,LAS,G,34,637,34,33,637,68,145,0.469,17,49,0.347,51,96,0.531,53,66,0.803,16,71,65,33,8,38,59,206
Astou Ndiaye-Diatta,HOU,F,11,127,11,3,127,16,35,0.457,0,0,,16,35,0.457,3,6,0.5,10,30,8,1,1,10,14,35
Emmeline Ndongue,LAS,C,17,111,17,0,111,7,27,0.259,0,0,,7,27,0.259,6,13,0.462,15,26,3,7,8,6,23,20
Chelsea Newton,CHI,G,27,648,27,11,648,52,155,0.335,13,49,0.265,39,106,0.368,59,80,0.738,19,71,58,36,7,40,69,176
Christelle N'Garsanet,NYL,C,15,92,15,0,92,8,29,0.276,0,2,0,8,27,0.296,11,25,0.44,11,18,5,5,2,8,10,27
Bernadette Ngoyisa,CHI,C,30,626,30,23,626,122,231,0.528,0,0,,122,231,0.528,58,98,0.592,65,170,28,14,7,60,89,302
Deanna Nolan,DET,G-F,34,1090,34,34,1090,172,425,0.405,39,113,0.345,133,312,0.426,85,100,0.85,32,153,124,47,11,86,79,468
Nicole Ohlde,MIN,F-C,34,872,34,34,872,120,265,0.453,0,1,0,120,264,0.455,87,131,0.664,61,190,54,20,25,74,99,327
Irina Osipova,DET,C,2,12,2,0,12,0,0,,0,0,,0,0,,2,2,1,1,1,0,0,0,1,1,2
Murriel Page,LAS,F,34,689,34,4,689,66,140,0.471,0,3,0,66,137,0.482,35,46,0.761,40,121,33,17,9,30,63,167
Sabrina Palie,DET,G,11,51,11,0,51,5,25,0.2,2,5,0.4,3,20,0.15,0,0,,4,4,6,1,1,10,9,12
Wendy Palmer,SEA,F,5,120,5,2,120,16,33,0.485,1,3,0.333,15,30,0.5,14,19,0.737,13,38,3,5,3,10,17,47
Ticha Penicheiro,SAC,G,34,848,34,34,848,58,171,0.339,6,31,0.194,52,140,0.371,61,77,0.792,10,91,116,58,2,67,56,183
Jia Perkins,CHI,G,30,839,30,27,839,105,299,0.351,18,65,0.277,87,234,0.372,54,67,0.806,33,107,97,43,13,56,72,282
Erin Perperoglou,SAC,F,34,665,34,12,665,117,218,0.537,0,2,0,117,216,0.542,96,128,0.75,78,134,35,33,14,55,92,330
Bridget Pettis,PHO,G,11,67,11,0,67,5,19,0.263,1,8,0.125,4,11,0.364,3,6,0.5,5,9,10,3,0,2,11,14
Erin Phillips,CON,G,34,615,34,13,615,57,145,0.393,24,70,0.343,33,75,0.44,44,50,0.88,20,73,80,29,2,38,38,182
Tari Phillips,HOU,F-C,21,223,21,2,223,20,52,0.385,0,0,,20,52,0.385,19,29,0.655,12,47,4,9,5,23,37,59
Plenette Pierson,DET,F,34,566,34,0,566,82,180,0.456,0,3,0,82,177,0.463,56,80,0.7,44,132,24,18,14,37,84,220
Cappie Pondexter,PHO,G,32,1067,32,32,1067,219,495,0.442,47,126,0.373,172,369,0.466,139,163,0.853,37,107,98,37,4,45,84,624
Nicole Powell,SAC,F,34,891,34,34,891,116,309,0.375,55,156,0.353,61,153,0.399,40,49,0.816,25,131,61,42,15,47,82,327
Brooke Queenan,CON,F,4,10,4,0,10,0,1,0,0,0,,0,1,0,2,2,1,0,0,0,0,0,1,0,2
Kristen Rasmussen,PHO,F,34,908,34,32,908,64,125,0.512,6,14,0.429,58,111,0.523,12,20,0.6,72,208,72,28,27,33,98,146
Ruth Riley,DET,C,34,876,34,34,876,115,252,0.456,3,9,0.333,112,243,0.461,16,18,0.889,36,165,52,18,49,54,110,249
Crystal Robinson,WAS,F,27,723,27,27,723,74,184,0.402,26,92,0.283,48,92,0.522,25,31,0.806,18,70,49,33,0,27,83,199
Nykesha Sales,CON,F-G,22,609,22,20,609,109,254,0.429,32,80,0.4,77,174,0.443,36,50,0.72,21,82,60,26,6,29,43,286
Sheri Sam,CHA,G-F,34,989,34,34,989,137,343,0.399,21,78,0.269,116,265,0.438,64,102,0.627,53,172,90,55,3,73,78,359
Nakia Sanford,WAS,C-F,34,888,34,19,888,112,216,0.519,0,0,,112,216,0.519,77,125,0.616,69,203,36,28,21,72,118,301
Kelly Schumacher,NYL,C,21,539,21,21,539,58,141,0.411,2,8,0.25,56,133,0.421,45,63,0.714,38,116,23,3,25,35,68,163
Olympia Scott,IND,C,21,155,21,0,155,23,53,0.434,0,1,0,23,52,0.442,4,8,0.5,8,33,7,7,2,15,29,50
K.B. Sharp,IND,G,23,153,23,0,153,8,35,0.229,3,15,0.2,5,20,0.25,3,3,1,3,9,23,7,0,8,3,22
Charlotte Smith,IND,F,18,173,18,2,173,12,39,0.308,8,22,0.364,4,17,0.235,3,4,0.75,9,24,7,3,1,13,21,35
Crystal Smith,PHO,G,22,197,22,0,197,21,47,0.447,7,19,0.368,14,28,0.5,11,12,0.917,4,22,22,17,0,18,24,60
Katie Smith*,DET,G,34,1140,34,34,1140,123,302,0.407,59,161,0.366,64,141,0.454,93,102,0.912,19,92,112,25,4,65,78,398
Kim Smith,SAC,F,31,313,31,0,313,28,84,0.333,13,32,0.406,15,52,0.288,5,9,0.556,11,39,20,9,0,22,33,74
Tangela Smith,CHA,C,34,971,34,34,971,178,423,0.421,31,85,0.365,147,338,0.435,58,78,0.744,48,180,50,41,29,70,100,445
Belinda Snell,PHO,G,30,250,30,0,250,35,90,0.389,20,63,0.317,15,27,0.556,10,10,1,11,39,19,15,3,17,28,100
Michelle Snow,HOU,C,34,994,34,34,994,178,349,0.51,0,0,,178,349,0.51,86,129,0.667,78,269,47,33,38,88,121,442
Dawn Staley*,HOU,G,34,1024,34,34,1024,84,200,0.42,53,124,0.427,31,76,0.408,29,36,0.806,14,75,133,35,5,76,50,250
Tiffany Stansbury,LAS,F-C,4,22,4,0,22,3,8,0.375,0,0,,3,8,0.375,0,0,,6,7,2,1,2,2,4,6
Mandisa Stevenson,PHO,F-C,2,18,2,0,18,1,5,0.2,1,1,1,0,4,0,0,0,,1,2,0,1,1,2,3,3
Ann Strother,PHO,G-F,8,39,8,0,39,6,14,0.429,4,10,0.4,2,4,0.5,0,0,,2,5,2,1,2,0,3,16
Laura Summerton,CON,C,33,359,33,3,359,32,74,0.432,3,15,0.2,29,59,0.492,16,27,0.593,12,36,19,3,2,20,38,83
Tammy Sutton-Brown,CHA,C,30,802,30,30,802,118,242,0.488,0,0,,118,242,0.488,99,155,0.639,70,176,20,26,55,71,105,335
Sheryl Swoopes*,HOU,F-G,31,1111,31,31,1111,180,436,0.413,25,90,0.278,155,346,0.448,97,127,0.764,34,183,115,64,9,74,46,482
Diana Taurasi,PHO,G,34,1152,34,34,1152,298,660,0.452,121,305,0.397,177,355,0.499,143,183,0.781,25,122,139,42,27,79,100,860
Penny Taylor,PHO,F,20,536,20,8,536,98,220,0.445,24,65,0.369,74,155,0.477,57,66,0.864,32,113,51,29,9,29,57,277
Nikki Teasley,WAS,G,34,980,34,34,980,118,318,0.371,52,151,0.344,66,167,0.395,76,92,0.826,13,89,183,44,11,77,81,364
Zane Tamane,WAS,C,16,102,16,0,102,14,26,0.538,0,0,,14,26,0.538,1,2,0.5,11,27,1,3,3,4,18,29
Kasha Terry,IND,C-F,10,54,10,0,54,11,19,0.579,0,0,,11,19,0.579,1,5,0.2,4,14,0,0,3,8,14,23
Christi Thomas,LAS,F-C,27,541,27,1,541,65,133,0.489,4,20,0.2,61,113,0.54,30,47,0.638,43,143,26,20,14,42,80,164
LaToya Thomas,SAS,F,19,369,19,0,369,56,124,0.452,0,0,,56,124,0.452,45,59,0.763,27,82,22,14,7,27,49,157
Tina Thompson*,HOU,F,21,696,21,21,696,139,304,0.457,40,96,0.417,99,208,0.476,74,92,0.804,31,118,47,20,13,52,53,392
Shona Thorburn,MIN,G,22,143,22,0,143,5,27,0.185,1,8,0.125,4,19,0.211,5,8,0.625,4,18,19,4,2,14,11,16
Erin Thorn,NYL,G,27,378,27,1,378,55,132,0.417,28,65,0.431,27,67,0.403,28,31,0.903,9,38,33,6,1,20,22,166
Iciss Tillis,NYL,F-C,25,256,25,0,256,32,89,0.36,6,29,0.207,26,60,0.433,16,22,0.727,21,55,11,10,4,21,46,86
Barbara Turner,SEA,G-F,34,622,34,9,622,71,159,0.447,10,40,0.25,61,119,0.513,64,77,0.831,26,86,48,13,6,47,56,216
Daliborka Vilipic,LAS,F-C,2,12,2,0,12,0,2,0,0,0,,0,2,0,0,0,,0,2,0,0,1,1,2,0
Kamila Vodichkova,PHO,F-C,28,736,28,27,736,111,250,0.444,0,7,0,111,243,0.457,50,65,0.769,46,187,41,28,19,53,89,272
Ayana Walker,CHA,F,25,182,25,0,182,17,37,0.459,0,0,,17,37,0.459,12,21,0.571,11,31,3,10,10,4,31,46
DeMya Walker,SAC,F,23,435,23,8,435,79,181,0.436,0,0,,79,181,0.436,55,84,0.655,55,92,32,15,7,36,53,213
Kendra Wecker,SAS,F,34,578,34,11,578,75,214,0.35,19,56,0.339,56,158,0.354,21,27,0.778,22,84,47,11,3,32,42,190
Lindsay Whalen*,CON,G,33,861,33,33,861,88,226,0.389,8,62,0.129,80,164,0.488,112,124,0.903,17,122,153,34,2,79,56,296
Tan White,IND,G,34,736,34,0,736,113,304,0.372,19,88,0.216,94,216,0.435,57,76,0.75,32,82,52,27,9,51,66,302
Tamika Whitmore,IND,F,34,1058,34,34,1058,199,435,0.457,15,38,0.395,184,397,0.463,115,140,0.821,53,165,61,46,12,94,91,528
Brittany Wilkins,SAC,C,4,15,4,0,15,3,7,0.429,0,0,,3,7,0.429,0,0,,0,0,1,0,0,2,5,6
Adrian Williams-Strong,MIN,C-F,32,486,32,0,486,60,134,0.448,0,1,0,60,133,0.451,37,69,0.536,40,149,8,25,8,19,60,157
Angelina Williams,DET,G,21,130,21,0,130,14,43,0.326,2,8,0.25,12,35,0.343,11,17,0.647,3,13,12,7,6,15,9,41
Le'coe Willingham,CON,F,29,209,29,0,209,25,53,0.472,6,10,0.6,19,43,0.442,7,13,0.538,20,55,17,5,0,15,23,63
Lisa Willis,LAS,G,24,319,24,0,319,35,91,0.385,19,52,0.365,16,39,0.41,22,31,0.71,13,43,10,26,0,17,25,111
Tamika Williams,MIN,F,31,671,31,30,671,65,147,0.442,1,9,0.111,64,138,0.464,16,36,0.444,73,174,21,16,1,37,44,147
Tanisha Wright,SEA,G,33,507,33,0,507,42,119,0.353,2,14,0.143,40,105,0.381,38,45,0.844,19,60,41,11,2,52,53,124
Brooke Wyckoff,CHI,F,15,343,15,13,343,16,66,0.242,10,43,0.233,6,23,0.261,8,10,0.8,15,40,33,14,12,16,40,50
Sophia Young-Malcolm,SAS,F,34,1057,34,34,1057,154,370,0.416,0,4,0,154,366,0.421,100,137,0.73,85,257,50,57,13,45,70,408
Shanna Zolman,SAS,G,34,549,34,0,549,83,219,0.379,48,127,0.378,35,92,0.38,12,18,0.667,7,41,34,11,4,38,21,226
Ambrosia Anderson,TOT,F,4,10,4,0,10,0,1,0,0,0,,0,1,0,0,0,,1,4,0,1,0,1,0,0
Kayte Christensen,TOT,F,17,140,17,0,140,9,22,0.409,0,0,,9,22,0.409,3,4,0.75,11,33,6,3,1,16,35,21
Elaine Powell,TOT,G,25,370,25,3,370,29,76,0.382,0,5,0,29,71,0.408,25,38,0.658,14,38,52,16,3,35,37,83
Ashley Robinson,TOT,C,29,324,29,5,324,18,54,0.333,1,2,0.5,17,52,0.327,5,16,0.313,34,79,13,8,16,22,53,42
Ambrosia Anderson,CON,F,1,1,1,0,1,0,0,,0,0,,0,0,,0,0,,0,2,0,0,0,0,0,0
Kayte Christensen,HOU,F,6,87,6,0,87,8,16,0.5,0,0,,8,16,0.5,2,2,1,9,19,4,0,0,11,21,18
Elaine Powell,CHI,G,14,253,14,3,253,26,60,0.433,0,3,0,26,57,0.456,17,24,0.708,7,25,37,13,3,26,26,69
Ashley Robinson,CHI,C,12,125,12,5,125,9,29,0.31,1,1,1,8,28,0.286,2,6,0.333,16,34,6,2,8,10,19,21
Ambrosia Anderson,NYL,F,3,9,3,0,9,0,1,0,0,0,,0,1,0,0,0,,1,2,0,1,0,1,0,0
Kayte Christensen,PHO,F,11,53,11,0,53,1,6,0.167,0,0,,1,6,0.167,1,2,0.5,2,14,2,3,1,5,14,3
Elaine Powell,DET,G,11,117,11,0,117,3,16,0.188,0,2,0,3,14,0.214,8,14,0.571,7,13,15,3,0,9,11,14
Ashley Robinson,SEA,C,17,199,17,0,199,9,25,0.36,0,1,0,9,24,0.375,3,10,0.3,18,45,7,6,8,12,34,21
