Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Kelly Miller,NYL,G,11,82,11,0,82,4,24,0.167,1,11,0.091,3,13,0.231,2,2,1,1,8,6,3,0,9,10,11
DeLisha Milton-Jones,LAS,F,34,926,34,34,926,123,295,0.417,29,89,0.326,94,206,0.456,65,79,0.823,48,150,60,34,24,63,95,340
Leilani Mitchell,NYL,G,34,908,34,25,908,79,193,0.409,53,129,0.411,26,64,0.406,9,12,0.75,21,84,103,35,5,53,72,220
Alex Montgomery,NYL,G-F,26,210,26,0,210,24,64,0.375,8,23,0.348,16,41,0.39,8,11,0.727,17,48,11,15,2,14,23,64
Renee Montgomery,CON,G,34,816,34,0,816,116,333,0.348,47,129,0.364,69,204,0.338,117,138,0.848,8,63,89,35,3,76,52,396
Maya Moore,MIN,F,34,1011,34,34,1011,199,428,0.465,73,188,0.388,126,240,0.525,87,99,0.879,71,205,124,50,22,62,86,558
Jene Morris,TUL,G,9,82,9,1,82,6,16,0.375,4,9,0.444,2,7,0.286,1,2,0.5,5,9,2,6,0,4,11,17
Ziomara Morrison,SAS,C,30,166,30,0,166,22,52,0.423,6,10,0.6,16,42,0.381,9,11,0.818,13,36,2,3,3,13,26,59
Shay Murphy,CHI,G,29,538,29,3,538,87,207,0.42,45,102,0.441,42,105,0.4,27,37,0.73,30,84,27,32,6,30,45,246
Natalie Novosel,WAS,G,31,306,31,0,306,34,101,0.337,9,41,0.22,25,60,0.417,22,29,0.759,19,41,23,14,3,19,16,99
Nneka Ogwumike,LAS,F,33,920,33,33,920,178,333,0.535,1,7,0.143,177,326,0.543,105,143,0.734,98,247,40,46,29,42,87,462
Jenna O'Hea,LAS,F,8,144,8,0,144,13,25,0.52,7,14,0.5,6,11,0.545,5,7,0.714,8,20,16,3,1,6,14,38
Candace Parker,LAS,F-C,33,1014,33,33,1014,228,474,0.481,19,59,0.322,209,415,0.504,98,138,0.71,83,320,110,51,76,98,58,573
Kayla Pedersen,TUL,F,27,626,27,25,626,44,148,0.297,3,12,0.25,41,136,0.301,23,39,0.59,36,118,42,26,13,34,74,114
Ticha Penicheiro,CHI,G,19,242,19,6,242,12,34,0.353,3,15,0.2,9,19,0.474,6,11,0.545,2,24,39,8,3,38,13,33
Jia Perkins,SAS,G,33,759,33,3,759,128,337,0.38,49,127,0.386,79,210,0.376,46,61,0.754,17,92,64,53,12,29,44,351
Devereaux Peters,MIN,F,30,424,30,2,424,61,109,0.56,0,0,,61,109,0.56,36,51,0.706,44,113,33,14,23,39,74,158
Sonja Petrovic,CHI,F,30,453,30,2,453,54,151,0.358,17,61,0.279,37,90,0.411,20,26,0.769,13,68,31,15,15,39,42,145
Erin Phillips,IND,G,29,620,29,8,620,62,159,0.39,28,64,0.438,34,95,0.358,25,29,0.862,24,80,63,22,3,35,49,177
Plenette Pierson,NYL,F,26,641,26,24,641,122,262,0.466,5,18,0.278,117,244,0.48,63,83,0.759,48,141,61,19,23,61,53,312
Jeanette Pohlen-Mavunga,IND,G,34,574,34,3,574,55,128,0.43,32,76,0.421,23,52,0.442,7,10,0.7,13,57,38,20,10,31,39,149
Cappie Pondexter,NYL,G,34,1162,34,34,1162,249,573,0.435,53,162,0.327,196,411,0.477,144,166,0.867,20,154,146,43,7,106,72,695
Nicole Powell,NYL,F,34,922,34,21,922,89,214,0.416,47,121,0.388,42,93,0.452,13,15,0.867,41,147,48,45,14,49,63,238
Samantha Prahalis,PHO,G,28,886,28,28,886,118,335,0.352,29,107,0.271,89,228,0.39,59,68,0.868,13,89,127,44,3,85,71,324
Armintie Herrington,ATL,G,34,904,34,33,904,108,212,0.509,0,2,0,108,210,0.514,71,118,0.602,63,125,85,39,10,59,75,287
Epiphanny Prince,CHI,G,26,780,26,25,780,157,355,0.442,59,145,0.407,98,210,0.467,98,109,0.899,24,91,80,47,7,52,58,471
Noelle Quinn,WAS,G,30,666,30,18,666,72,182,0.396,31,77,0.403,41,105,0.39,19,26,0.731,18,88,54,22,6,29,32,194
Katelan Redmon,NYL,G-F,7,42,7,0,42,3,14,0.214,0,1,0,3,13,0.231,1,2,0.5,5,8,2,3,0,3,8,7
Ruth Riley,CHI,C,33,476,33,14,476,36,95,0.379,5,18,0.278,31,77,0.403,11,14,0.786,17,79,33,23,20,27,74,88
Ashley Robinson,WAS,C,33,535,33,14,535,48,117,0.41,0,1,0,48,116,0.414,7,20,0.35,38,110,29,19,24,39,71,103
Danielle Robinson,SAS,G,34,984,34,34,984,146,270,0.541,0,7,0,146,263,0.555,43,55,0.782,19,85,146,46,4,54,76,335
Nakia Sanford,PHO,C-F,30,501,30,15,501,48,113,0.425,4,16,0.25,44,97,0.454,24,40,0.6,44,99,18,15,9,38,88,124
Chay Shegog,CON,C,3,9,3,0,9,1,3,0.333,0,0,,1,3,0.333,1,2,0.5,1,2,0,1,0,1,3,3
Dymond Simon,PHO,G,8,97,8,0,97,13,45,0.289,2,16,0.125,11,29,0.379,2,2,1,1,12,15,4,0,14,10,30
Katie Smith*,SEA,G,34,919,34,31,919,77,187,0.412,44,110,0.4,33,77,0.429,31,37,0.838,8,93,73,20,4,51,82,229
Tangela Smith,SAS,C,15,150,15,0,150,15,36,0.417,4,14,0.286,11,22,0.5,3,3,1,3,17,13,2,3,7,12,37
Michelle Snow,WAS,C,32,643,32,21,643,81,155,0.523,0,1,0,81,154,0.526,28,36,0.778,59,173,19,19,27,53,75,190
Shekinna Stricklen,SEA,F,34,784,34,3,784,100,253,0.395,37,117,0.316,63,136,0.463,36,52,0.692,28,147,40,24,8,35,70,273
Tammy Sutton-Brown,IND,C,33,541,33,32,541,49,116,0.422,0,0,,49,116,0.422,32,40,0.8,28,93,24,24,27,22,39,130
Ketia Swanier,ATL,G,34,389,34,2,389,26,82,0.317,5,30,0.167,21,52,0.404,19,26,0.731,5,46,66,15,0,41,24,76
Carolyn Swords,CHI,C,30,334,30,9,334,52,91,0.571,0,0,,52,91,0.571,15,22,0.682,45,96,8,11,14,19,57,119
April Sykes,LAS,G-F,30,259,30,0,259,33,87,0.379,18,48,0.375,15,39,0.385,8,15,0.533,8,34,19,9,4,16,27,92
Diana Taurasi,PHO,G,8,166,8,8,166,34,78,0.436,17,43,0.395,17,35,0.486,27,30,0.9,1,13,18,4,4,14,16,112
Zane Tamane,PHO,C,2,15,2,0,15,0,2,0,0,0,,0,2,0,0,0,,1,3,0,0,0,2,1,0
Jasmine Thomas,WAS,G,34,763,34,23,763,107,282,0.379,35,96,0.365,72,186,0.387,29,43,0.674,14,81,94,29,7,74,52,278
Krystal Thomas,PHO,C,29,771,29,25,771,76,157,0.484,0,1,0,76,156,0.487,33,66,0.5,93,233,27,5,26,66,92,185
Tina Thompson*,SEA,F,29,551,29,5,551,91,206,0.442,41,96,0.427,50,110,0.455,35,42,0.833,24,100,14,14,22,37,66,258
Erin Thorn,MIN,G,26,195,26,0,195,17,47,0.362,12,34,0.353,5,13,0.385,6,6,1,5,24,24,4,0,13,3,52
Kristi Toliver,LAS,G,34,1071,34,33,1071,197,401,0.491,64,151,0.424,133,250,0.532,137,152,0.901,31,109,166,45,3,124,102,595
Courtney Vandersloot,CHI,G,34,906,34,27,906,118,291,0.405,28,84,0.333,90,207,0.435,37,57,0.649,6,71,157,44,7,111,89,301
Kia Vaughn,NYL,C,31,710,31,17,710,89,207,0.43,0,0,,89,207,0.43,21,32,0.656,48,154,27,16,25,31,76,199
DeMya Walker,NYL,F,33,525,33,8,525,41,104,0.394,0,0,,41,104,0.394,16,27,0.593,39,91,32,17,16,63,73,98
Avery Warley-Talbert,PHO,C,28,497,28,3,497,33,70,0.471,0,0,,33,70,0.471,20,34,0.588,66,159,5,12,14,32,82,86
Ann Wauters,SEA,C,25,574,25,17,574,95,183,0.519,9,20,0.45,86,163,0.528,42,57,0.737,33,146,36,14,18,57,48,241
Lindsay Whalen*,MIN,G,33,891,33,33,891,148,293,0.505,13,26,0.5,135,267,0.506,72,99,0.727,30,137,178,23,6,68,69,381
Tan White,CON,G,31,496,31,0,496,57,143,0.399,27,67,0.403,30,76,0.395,15,18,0.833,9,50,35,31,6,36,49,156
Candice Wiggins,MIN,G,34,741,34,1,741,71,197,0.36,58,146,0.397,13,51,0.255,32,37,0.865,11,73,67,24,4,61,67,232
Le'coe Willingham,CHI,F,33,610,33,1,610,40,128,0.313,20,73,0.274,20,55,0.364,14,23,0.609,34,96,31,15,4,57,60,114
Riquna Williams,TUL,G,33,671,33,3,671,116,337,0.344,38,117,0.325,78,220,0.355,75,91,0.824,25,80,69,51,9,47,65,345
Lindsay Wisdom-Hylton,WAS,F,34,501,34,2,501,61,127,0.48,0,1,0,61,126,0.484,14,19,0.737,41,97,32,24,27,40,52,136
Julie Wojta,MIN,G-F,1,4,1,0,4,0,2,0,0,1,0,0,1,0,0,0,,1,2,0,0,0,1,2,0
Monica Wright,MIN,G,34,660,34,7,660,103,225,0.458,16,44,0.364,87,181,0.481,71,96,0.74,18,82,66,35,6,65,69,293
Tanisha Wright,SEA,G,32,953,32,32,953,88,236,0.373,10,52,0.192,78,184,0.424,67,78,0.859,23,97,140,38,4,85,88,253
Sophia Young-Malcolm,SAS,F,33,1049,33,33,1049,212,407,0.521,0,3,0,212,404,0.525,113,160,0.706,68,238,69,74,13,55,77,537
Tamera Young,CHI,F,33,804,33,24,804,116,274,0.423,0,1,0,116,273,0.425,40,66,0.606,44,122,47,34,6,46,90,272
Shavonte Zellous,IND,G,31,692,31,31,692,79,214,0.369,19,55,0.345,60,159,0.377,57,74,0.77,27,84,54,23,15,43,71,234
Karima Christmas-Kelly,TOT,F-G,30,335,30,6,335,30,93,0.323,12,38,0.316,18,55,0.327,24,37,0.649,28,63,16,27,8,14,33,96
Roneeka Hodges,TOT,G,32,617,32,16,617,87,218,0.399,48,136,0.353,39,82,0.476,20,28,0.714,11,61,44,19,10,37,20,242
Lynetta Kizer,TOT,F,22,300,22,0,300,47,116,0.405,3,6,0.5,44,110,0.4,29,31,0.935,32,66,7,10,2,19,39,126
Jessica Moore,TOT,F-C,16,108,16,0,108,9,20,0.45,0,0,,9,20,0.45,9,12,0.75,8,17,2,0,0,9,18,27
Courtney Paris,TOT,C,27,254,27,0,254,39,72,0.542,0,0,,39,72,0.542,9,27,0.333,36,85,11,9,12,15,30,87
Andrea Riley,TOT,G,11,99,11,0,99,5,33,0.152,1,17,0.059,4,16,0.25,14,17,0.824,0,9,15,3,1,13,8,25
Karima Christmas-Kelly,TUL,F-G,14,161,14,6,161,14,42,0.333,5,16,0.313,9,26,0.346,17,23,0.739,15,27,3,14,4,6,22,50
Roneeka Hodges,IND,G,12,107,12,0,107,14,44,0.318,7,27,0.259,7,17,0.412,3,6,0.5,2,7,7,3,6,4,3,38
Lynetta Kizer,TUL,F,7,66,7,0,66,3,17,0.176,0,2,0,3,15,0.2,13,14,0.929,7,15,0,4,0,3,7,19
Jessica Moore,ATL,F-C,8,43,8,0,43,6,9,0.667,0,0,,6,9,0.667,3,4,0.75,5,10,0,0,0,6,8,15
Courtney Paris,ATL,C,4,29,4,0,29,3,6,0.5,0,0,,3,6,0.5,0,4,0,3,8,0,2,2,1,5,6
Andrea Riley,PHO,G,9,84,9,0,84,5,28,0.179,1,16,0.063,4,12,0.333,14,17,0.824,0,8,13,3,1,12,5,25
Karima Christmas-Kelly,IND,F-G,16,174,16,0,174,16,51,0.314,7,22,0.318,9,29,0.31,7,14,0.5,13,36,13,13,4,8,11,46
Roneeka Hodges,TUL,G,20,510,20,16,510,73,174,0.42,41,109,0.376,32,65,0.492,17,22,0.773,9,54,37,16,4,33,17,204
Lynetta Kizer,PHO,F,15,234,15,0,234,44,99,0.444,3,4,0.75,41,95,0.432,16,17,0.941,25,51,7,6,2,16,32,107
Jessica Moore,CON,F-C,8,65,8,0,65,3,11,0.273,0,0,,3,11,0.273,6,8,0.75,3,7,2,0,0,3,10,12
Courtney Paris,TUL,C,23,225,23,0,225,36,66,0.545,0,0,,36,66,0.545,9,23,0.391,33,77,11,7,10,14,25,81
Andrea Riley,LAS,G,2,15,2,0,15,0,5,0,0,1,0,0,4,0,0,0,,0,1,2,0,0,1,3,0
