Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Kathleen Doyle,IND,G,18,155,18,0,155,10,41,0.244,5,21,0.238,5,20,0.25,2,4,0.5,3,15,19,7,0,18,26,27
Candice Dupree,IND,F,22,665,22,22,665,116,251,0.462,3,18,0.167,113,233,0.485,41,48,0.854,27,125,55,16,9,28,27,276
Sylvia Fowles,MIN,C,7,168,7,7,168,39,64,0.609,0,0,,39,64,0.609,24,29,0.828,21,68,6,6,8,8,18,102
Allisha Gray,DAL,G,20,524,20,14,524,91,196,0.464,25,71,0.352,66,125,0.528,54,65,0.831,27,84,26,22,6,22,38,261
Chelsea Gray,LAS,G,22,679,22,22,679,122,276,0.442,18,59,0.305,104,217,0.479,46,49,0.939,15,81,116,34,2,60,38,308
Reshanda Gray,LAS,F,10,62,10,0,62,4,11,0.364,0,0,,4,11,0.364,6,7,0.857,6,28,3,1,4,10,10,14
Brittney Griner,PHO,C,12,382,12,12,382,87,175,0.497,0,1,0,87,174,0.5,38,47,0.809,18,90,36,4,22,30,30,212
Marie Gulich,LAS,C,12,119,12,1,119,13,26,0.5,0,3,0,13,23,0.565,3,3,1,5,18,7,4,3,5,23,29
Megan Gustafson,DAL,C,10,48,10,0,48,4,14,0.286,0,1,0,4,13,0.308,6,9,0.667,6,11,1,0,1,2,9,14
Dearica Hamby,LVA,F,22,622,22,0,622,110,204,0.539,18,38,0.474,92,166,0.554,48,67,0.716,28,157,60,37,4,45,50,286
Isabelle Harrison,DAL,F,13,258,13,11,258,34,76,0.447,0,3,0,34,73,0.466,15,19,0.789,19,60,19,9,5,18,32,83
Mikiah Herbert Harrigan,MIN,F,21,234,21,0,234,30,82,0.366,14,33,0.424,16,49,0.327,5,7,0.714,14,48,7,8,9,15,21,79
Tyasha Harris,DAL,G,21,412,21,3,412,55,127,0.433,19,56,0.339,36,71,0.507,14,22,0.636,0,26,56,18,3,18,36,143
Bria Hartley,PHO,G,13,322,13,3,322,66,157,0.42,25,65,0.385,41,92,0.446,33,41,0.805,5,38,58,15,0,27,33,190
Tianna Hawkins,WAS,F,17,329,17,5,329,53,130,0.408,17,57,0.298,36,73,0.493,22,26,0.846,12,60,17,14,6,20,44,145
Ruthy Hebard,CHI,F,22,320,22,6,320,58,85,0.682,0,0,,58,85,0.682,9,12,0.75,18,86,7,10,8,15,35,125
Natisha Hiedeman,CON,G,22,408,22,4,408,45,127,0.354,23,64,0.359,22,63,0.349,21,30,0.7,8,42,41,8,0,24,43,134
Myisha Hines-Allen,WAS,F,22,659,22,22,659,150,294,0.51,26,61,0.426,124,233,0.532,48,58,0.828,35,195,57,31,5,48,63,374
Bria Holmes,CON,G,18,291,18,4,291,35,98,0.357,10,30,0.333,25,68,0.368,8,12,0.667,13,33,20,13,5,18,17,88
Joyner Holmes,NYL,F,19,190,19,0,190,22,72,0.306,3,28,0.107,19,44,0.432,9,12,0.75,15,51,13,2,2,13,14,56
Natasha Howard,SEA,F,22,463,22,22,463,87,164,0.53,7,20,0.35,80,144,0.556,28,36,0.778,52,156,22,38,14,46,67,209
Sabrina Ionescu,NYL,G,3,80,3,3,80,19,42,0.452,7,20,0.35,12,22,0.545,10,10,1,2,14,12,2,0,13,4,55
Briann January,CON,G,13,303,13,10,303,22,75,0.293,11,31,0.355,11,44,0.25,10,12,0.833,4,16,44,8,2,15,25,65
Moriah Jefferson,DAL,G,9,148,9,6,148,18,43,0.419,2,6,0.333,16,37,0.432,7,12,0.583,8,28,18,7,2,15,17,45
Glory Johnson,ATL,F,18,277,18,1,277,31,83,0.373,11,42,0.262,20,41,0.488,12,24,0.5,7,67,11,15,7,13,27,85
Shenise Johnson,MIN,G,17,212,17,4,212,28,82,0.341,6,17,0.353,22,65,0.338,25,28,0.893,10,33,21,16,1,20,18,87
Alexis Jones,ATL,G,6,53,6,0,53,8,21,0.381,7,19,0.368,1,2,0.5,1,2,0.5,0,0,5,3,0,6,3,24
Brionna Jones,CON,F,21,549,21,21,549,98,162,0.605,1,1,1,97,161,0.602,38,55,0.691,59,118,21,35,14,34,65,235
Jazmine Jones,NYL,G,20,428,20,2,428,69,171,0.404,15,45,0.333,54,126,0.429,63,80,0.788,18,81,45,28,9,57,59,216
Paris Kea,NYL,G,11,165,11,5,165,28,73,0.384,13,33,0.394,15,40,0.375,7,8,0.875,5,22,16,7,3,19,12,76
Betnijah Laney-Hamilton,ATL,G-F,22,738,22,22,738,143,297,0.481,30,74,0.405,113,223,0.507,62,75,0.827,24,107,87,35,2,66,56,378
Crystal Langhorne,SEA,F-C,13,107,13,0,107,7,17,0.412,1,5,0.2,6,12,0.5,3,6,0.5,3,28,6,1,1,11,7,18
Kiara Leslie,WAS,G,19,414,19,10,414,38,108,0.352,17,47,0.362,21,61,0.344,12,13,0.923,15,57,20,9,7,18,27,105
Jewell Loyd,SEA,G,22,613,22,22,613,112,253,0.443,39,100,0.39,73,153,0.477,77,88,0.875,14,52,70,32,6,41,34,340
Marina Mabrey,DAL,G,19,405,19,12,405,68,158,0.43,38,91,0.418,30,67,0.448,16,24,0.667,11,59,43,25,2,30,36,190
Ezi Magbegor,SEA,F-C,22,292,22,0,292,62,109,0.569,1,3,0.333,61,106,0.575,19,27,0.704,25,54,7,12,16,9,43,144
Kayla McBride,LVA,G,22,587,22,22,587,90,212,0.425,25,73,0.342,65,139,0.468,70,78,0.897,9,51,52,26,2,31,30,275
Angel McCoughtry,LVA,F-G,22,440,22,22,440,117,226,0.518,16,34,0.471,101,192,0.526,67,76,0.882,37,112,54,29,6,38,49,317
Teaira McCowan,IND,C,22,461,22,10,461,90,168,0.536,0,3,0,90,165,0.545,60,80,0.75,69,161,14,7,22,44,58,240
Emma Meesseman,WAS,F,20,634,20,20,634,109,240,0.454,13,45,0.289,96,195,0.492,29,35,0.829,33,106,90,24,16,40,35,260
Kelsey Mitchell,IND,G,22,706,22,22,706,138,308,0.448,56,144,0.389,82,164,0.5,62,73,0.849,6,48,62,14,2,54,62,394
Leilani Mitchell,WAS,G,22,673,22,22,673,73,179,0.408,29,95,0.305,44,84,0.524,34,39,0.872,11,62,119,18,1,38,46,209
Tiffany Mitchell,IND,G,19,502,19,11,502,74,214,0.346,17,73,0.233,57,141,0.404,77,81,0.951,15,65,49,12,2,45,49,242
Beatrice Mompremier,CON,F,21,187,21,0,187,20,47,0.426,0,0,,20,47,0.426,8,18,0.444,32,70,3,5,13,14,28,48
Kaleena Mosqueda-Lewis,CON,F,16,164,16,0,164,19,64,0.297,12,47,0.255,7,17,0.412,4,7,0.571,1,21,4,3,1,7,17,54
Astou Ndour-Fall,DAL,C-F,13,151,13,7,151,20,57,0.351,6,25,0.24,14,32,0.438,0,0,,13,38,6,3,6,6,29,46
Kia Nurse,NYL,G,21,578,21,18,578,68,249,0.273,31,130,0.238,37,119,0.311,89,103,0.864,11,60,48,11,4,46,38,256
Leaonna Odom,NYL,F,22,453,22,16,453,48,98,0.49,5,20,0.25,43,78,0.551,20,23,0.87,34,50,16,15,8,15,37,121
Arike Ogunbowale,DAL,G,22,748,22,22,748,173,419,0.413,48,143,0.336,125,276,0.453,107,125,0.856,10,61,76,35,0,47,54,501
Nneka Ogwumike,LAS,F,18,476,18,18,476,95,167,0.569,9,18,0.5,86,149,0.577,41,49,0.837,21,87,31,19,3,28,41,240
Candace Parker,LAS,F-C,22,665,22,22,665,124,243,0.51,19,48,0.396,105,195,0.538,57,78,0.731,37,214,101,26,27,64,51,324
Cheyenne Parker-Tyus,CHI,F,20,497,20,13,497,97,175,0.554,15,32,0.469,82,143,0.573,58,68,0.853,47,128,30,26,18,55,63,267
Theresa Plaisance,CON,F,13,90,13,0,90,11,29,0.379,5,17,0.294,6,12,0.5,5,6,0.833,2,13,1,5,3,2,20,32
Aerial Powers,WAS,G,6,179,6,6,179,32,69,0.464,9,26,0.346,23,43,0.535,25,30,0.833,2,29,15,9,0,11,16,98
Alexis Prince,CHI,F,2,16,2,0,16,3,5,0.6,2,3,0.667,1,2,0.5,0,0,,2,3,0,0,1,0,1,8
Epiphanny Prince,SEA,G,15,190,15,0,190,22,57,0.386,9,27,0.333,13,30,0.433,11,13,0.846,1,18,21,6,2,12,22,64
Allie Quigley,CHI,G,22,631,22,22,631,129,288,0.448,46,133,0.346,83,155,0.535,34,37,0.919,6,63,52,14,6,28,31,338
Danielle Robinson,LVA,G,22,492,22,1,492,62,121,0.512,5,13,0.385,57,108,0.528,34,42,0.81,5,53,71,19,2,28,38,163
Sugar Rodgers,LVA,G,22,263,22,1,263,26,81,0.321,20,64,0.313,6,17,0.353,3,4,0.75,3,28,31,7,3,16,25,75
Tierra Ruffin-Pratt,LAS,G,17,251,17,10,251,12,45,0.267,6,13,0.462,6,32,0.188,19,26,0.731,9,36,15,11,3,9,28,49
Mercedes Russell,SEA,C,22,304,22,2,304,32,78,0.41,0,0,,32,78,0.41,14,25,0.56,16,70,13,8,8,16,21,78
Satou Sabally,DAL,F,16,450,16,14,450,67,182,0.368,13,66,0.197,54,116,0.466,75,86,0.872,41,124,40,14,14,35,50,222
Katie Lou Samuelson,DAL,F,22,439,22,4,439,40,96,0.417,19,60,0.317,21,36,0.583,11,15,0.733,8,53,30,15,9,12,32,110
Kylee Shook,NYL,C,20,290,20,0,290,32,79,0.405,3,17,0.176,29,62,0.468,14,17,0.824,15,56,11,7,10,20,26,81
Odyssey Sims,MIN,G,13,240,13,7,240,42,104,0.404,8,24,0.333,34,80,0.425,30,33,0.909,8,26,45,7,1,25,22,122
Kamiah Smalls,IND,G,7,100,7,0,100,9,20,0.45,7,12,0.583,2,8,0.25,2,2,1,5,8,14,1,1,2,3,27
Alanna Smith,PHO,F,19,296,19,0,296,43,102,0.422,10,43,0.233,33,59,0.559,20,29,0.69,21,69,23,5,15,18,47,116
Azura Stevens,CHI,F-C,13,355,13,13,355,59,118,0.5,15,39,0.385,44,79,0.557,17,20,0.85,18,77,20,12,24,20,39,150
Breanna Stewart,SEA,F,20,607,20,20,607,133,295,0.451,35,95,0.368,98,200,0.49,93,104,0.894,20,165,72,33,26,51,45,394
Kiah Stokes,NYL,C,22,601,22,22,601,51,137,0.372,20,85,0.235,31,52,0.596,4,7,0.571,28,147,26,11,26,29,45,126
Shekinna Stricklen,ATL,F,22,482,22,15,482,47,138,0.341,33,99,0.333,14,39,0.359,8,8,1,4,42,14,7,1,15,43,135
Sug Sutton,WAS,G,12,113,12,0,113,12,33,0.364,5,17,0.294,7,16,0.438,5,7,0.714,0,8,12,1,0,6,11,34
Carolyn Swords,LVA,C,22,384,22,21,384,23,50,0.46,0,0,,23,50,0.46,17,22,0.773,33,102,20,5,1,18,21,63
Brittney Sykes,LAS,G,21,517,21,14,517,73,150,0.487,16,49,0.327,57,101,0.564,50,62,0.806,16,54,45,31,6,36,62,212
Diana Taurasi,PHO,G,19,533,19,19,533,96,235,0.409,61,167,0.365,35,68,0.515,103,113,0.912,2,79,86,19,8,44,52,356
Alyssa Thomas,CON,F,21,689,21,21,689,122,244,0.5,0,1,0,122,243,0.502,81,118,0.686,39,190,101,42,6,52,59,325
Jasmine Thomas,CON,G,19,485,19,19,485,76,188,0.404,21,63,0.333,55,125,0.44,21,23,0.913,4,33,76,24,5,46,30,194
Kayla Thornton,DAL,F,22,557,22,14,557,54,126,0.429,25,72,0.347,29,54,0.537,28,32,0.875,32,113,17,19,4,25,65,161
Morgan Tuck,SEA,F,10,88,10,0,88,5,16,0.313,2,9,0.222,3,7,0.429,5,8,0.625,2,6,2,5,0,6,12,17
Brianna Turner,PHO,F,22,613,22,22,613,66,114,0.579,0,1,0,66,113,0.584,27,42,0.643,57,198,39,24,43,31,66,159
Courtney Vandersloot,CHI,G,22,693,22,22,693,107,218,0.491,30,76,0.395,77,142,0.542,56,63,0.889,11,77,219,26,8,54,46,300
Kia Vaughn,PHO,C,22,415,22,10,415,62,127,0.488,0,2,0,62,125,0.496,11,19,0.579,24,80,34,11,7,34,39,135
Victoria Vivians,IND,G-F,6,85,6,0,85,10,29,0.345,2,11,0.182,8,18,0.444,7,8,0.875,2,14,3,1,0,6,15,29
Megan Walker,NYL,F,18,205,18,0,205,25,78,0.321,6,43,0.14,19,35,0.543,3,5,0.6,11,27,6,4,0,7,15,59
Shatori Walker-Kimbrough,PHO,G,21,400,21,10,400,54,126,0.429,22,51,0.431,32,75,0.427,23,25,0.92,6,34,32,23,8,21,24,153
Avery Warley-Talbert,LVA,C,3,24,3,0,24,3,7,0.429,0,0,,3,7,0.429,2,3,0.667,5,8,3,0,0,2,6,8
Sami Whitcomb,SEA,G,22,363,22,0,363,62,140,0.443,32,84,0.381,30,56,0.536,22,22,1,4,50,44,16,3,22,31,178
Sydney Wiese,LAS,G,19,363,19,15,363,47,93,0.505,25,53,0.472,22,40,0.55,11,12,0.917,5,33,22,11,2,22,17,130
Courtney Williams,ATL,G,20,615,20,14,615,134,307,0.436,8,34,0.235,126,273,0.462,16,23,0.696,37,143,63,13,2,54,39,292
Elizabeth Williams,ATL,C-F,22,647,22,22,647,87,178,0.489,0,0,,87,178,0.489,49,66,0.742,49,125,31,17,30,25,57,223
Gabby Williams,CHI,F,22,546,22,4,546,67,158,0.424,20,70,0.286,47,88,0.534,16,25,0.64,20,88,44,29,5,37,32,170
Riquna Williams,LAS,G,21,444,21,4,444,81,186,0.435,43,102,0.422,38,84,0.452,16,18,0.889,3,38,31,24,7,19,41,221
Jocelyn Willoughby,NYL,F-G,22,383,22,5,383,39,109,0.358,15,37,0.405,24,72,0.333,35,42,0.833,15,53,20,15,6,32,50,128
A'ja Wilson,LVA,C,22,697,22,22,697,166,346,0.48,0,0,,166,346,0.48,118,151,0.781,34,188,45,27,44,35,49,450
Jackie Young,LVA,G,22,568,22,0,568,93,189,0.492,3,13,0.231,90,176,0.511,52,61,0.852,18,95,67,15,2,35,39,241
Amanda Zahui B.,NYL,C,21,531,21,20,531,65,184,0.353,34,100,0.34,31,84,0.369,25,36,0.694,15,178,40,19,26,54,65,189
Essence Carson,TOT,G,21,291,21,2,291,30,99,0.303,12,44,0.273,18,55,0.327,6,10,0.6,7,35,12,9,2,16,21,78
Jacki Gemelos,TOT,G,18,222,18,1,222,19,56,0.339,9,35,0.257,10,21,0.476,2,4,0.5,3,19,15,6,1,12,18,49
Megan Huff,TOT,F,7,16,7,0,16,0,3,0,0,1,0,0,2,0,0,0,,2,4,1,0,0,3,3,0
Alisia Jenkins,TOT,F,5,28,5,0,28,2,8,0.25,0,3,0,2,5,0.4,4,6,0.667,0,4,0,0,0,3,3,8
Stella Johnson,TOT,G,9,100,9,2,100,16,34,0.471,9,14,0.643,7,20,0.35,5,5,1,4,12,12,6,2,4,11,46
Stephanie Mavunga,TOT,F,10,95,10,0,95,13,29,0.448,0,5,0,13,24,0.542,9,11,0.818,10,33,5,1,2,11,11,35
Erica McCall,TOT,F,20,183,20,0,183,16,45,0.356,1,4,0.25,15,41,0.366,18,22,0.818,23,49,3,7,7,9,24,51
Shey Peddy,TOT,G,17,257,17,0,257,19,63,0.302,4,34,0.118,15,29,0.517,22,22,1,9,35,30,19,1,15,22,64
Essence Carson,WAS,G,10,168,10,0,168,17,59,0.288,6,23,0.261,11,36,0.306,3,6,0.5,6,18,5,5,1,10,9,43
Jacki Gemelos,CON,G,6,29,6,0,29,4,8,0.5,3,6,0.5,1,2,0.5,0,0,,0,2,1,2,0,3,5,11
Megan Huff,MIN,F,3,5,3,0,5,0,1,0,0,0,,0,1,0,0,0,,2,3,1,0,0,0,1,0
Alisia Jenkins,IND,F,1,2,1,0,2,0,0,,0,0,,0,0,,0,0,,0,1,0,0,0,0,0,0
Stella Johnson,CHI,G,4,6,4,0,6,0,1,0,0,0,,0,1,0,0,0,,0,2,0,1,0,0,1,0
Stephanie Mavunga,IND,F,5,59,5,0,59,8,18,0.444,0,2,0,8,16,0.5,9,11,0.818,7,20,3,0,2,5,3,25
Erica McCall,ATL,F,1,5,1,0,5,0,0,,0,0,,0,0,,0,0,,0,2,0,1,0,0,1,0
Shey Peddy,WAS,G,9,116,9,0,116,9,29,0.31,2,15,0.133,7,14,0.5,12,12,1,2,11,11,7,0,8,8,32
Essence Carson,CON,G,11,123,11,2,123,13,40,0.325,6,21,0.286,7,19,0.368,3,4,0.75,1,17,7,4,1,6,12,35
Jacki Gemelos,WAS,G,12,193,12,1,193,15,48,0.313,6,29,0.207,9,19,0.474,2,4,0.5,3,17,14,4,1,9,13,38
Megan Huff,LVA,F,4,11,4,0,11,0,2,0,0,1,0,0,1,0,0,0,,0,1,0,0,0,3,2,0
Alisia Jenkins,CHI,F,2,3,2,0,3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0
Stella Johnson,WAS,G,5,94,5,2,94,16,33,0.485,9,14,0.643,7,19,0.368,5,5,1,4,10,12,5,2,4,10,46
Stephanie Mavunga,CHI,F,5,36,5,0,36,5,11,0.455,0,3,0,5,8,0.625,0,0,,3,13,2,1,0,6,8,10
Erica McCall,MIN,F,19,178,19,0,178,16,45,0.356,1,4,0.25,15,41,0.366,18,22,0.818,23,47,3,6,7,9,23,51
Shey Peddy,PHO,G,8,141,8,0,141,10,34,0.294,2,19,0.105,8,15,0.533,10,10,1,7,24,19,12,1,7,14,32
Alisia Jenkins,PHO,F,2,23,2,0,23,2,8,0.25,0,3,0,2,5,0.4,4,6,0.667,0,3,0,0,0,3,3,8
