Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Katie Douglas,IND,G-F,34,1014,34,34,1014,170,379,0.449,68,174,0.391,102,205,0.498,59,71,0.831,26,117,111,46,13,67,55,467
Candice Dupree,PHO,F,34,1014,34,34,1014,231,348,0.664,0,1,0,231,347,0.666,73,78,0.936,75,257,45,35,28,65,84,535
Marie Ferdinand-Harris,LAS,G,30,728,30,24,728,101,247,0.409,14,48,0.292,87,199,0.437,52,62,0.839,19,80,37,26,5,33,64,268
Sylvia Fowles,CHI,C,34,1087,34,34,1087,228,392,0.582,1,1,1,227,391,0.581,149,196,0.76,74,338,51,39,88,82,75,606
Megan Frazee,SAS,F,10,101,10,0,101,12,32,0.375,1,9,0.111,11,23,0.478,13,19,0.684,7,21,1,0,0,6,10,38
Kerri Gardin,CON,F,25,206,25,0,206,10,37,0.27,1,11,0.091,9,26,0.346,8,12,0.667,11,29,16,9,3,9,16,29
Kalana Greene,NYL,G,33,519,33,0,519,64,138,0.464,7,21,0.333,57,117,0.487,15,24,0.625,14,54,31,13,7,36,50,150
Kelsey Griffin,CON,F,34,679,34,19,679,48,137,0.35,13,48,0.271,35,89,0.393,41,53,0.774,43,160,36,23,17,43,64,150
Sandrine Gruda,CON,F-C,28,636,28,6,636,111,226,0.491,2,11,0.182,109,215,0.507,98,129,0.76,52,125,33,19,21,45,51,322
Becky Hammon*,SAS,G,32,1075,32,32,1075,159,360,0.442,69,177,0.39,90,183,0.492,97,101,0.96,16,93,172,36,8,108,61,484
Lindsey Harding,WAS,G,34,1130,34,34,1130,157,353,0.445,15,52,0.288,142,301,0.472,82,107,0.766,17,103,137,47,6,94,67,411
Allison Hightower,CON,G,20,207,20,1,207,19,60,0.317,3,18,0.167,16,42,0.381,13,16,0.813,10,25,9,14,2,10,23,54
Roneeka Hodges,SAS,G,34,859,34,19,859,94,263,0.357,49,159,0.308,45,104,0.433,25,33,0.758,23,108,46,15,10,40,40,262
Ebony Hoffman,IND,F,34,815,34,33,815,106,267,0.397,26,82,0.317,80,185,0.432,34,40,0.85,44,144,43,40,13,53,91,272
Chamique Holdsclaw,SAS,F,29,840,29,29,840,162,328,0.494,11,31,0.355,151,297,0.508,58,72,0.806,51,155,58,43,10,65,61,393
Quanitra Hollingsworth,MIN,C,25,182,25,0,182,14,37,0.378,0,0,,14,37,0.378,15,25,0.6,13,44,4,5,1,21,38,43
Sequoia Holmes,PHO,G,15,119,15,0,119,8,39,0.205,0,11,0,8,28,0.286,11,15,0.733,8,20,6,6,0,10,16,27
Amber Holt,TUL,F,33,697,33,9,697,98,240,0.408,27,86,0.314,71,154,0.461,65,81,0.802,28,101,59,30,7,37,51,288
Charde Houston,MIN,F,34,758,34,8,758,153,368,0.416,46,126,0.365,107,242,0.442,50,71,0.704,32,138,46,43,20,68,70,402
Ashley Houts,WAS,G,20,110,20,0,110,6,16,0.375,3,12,0.25,3,4,0.75,2,2,1,4,13,9,6,0,7,9,17
Sandora Irvin,CHI,F,18,137,18,1,137,14,30,0.467,1,7,0.143,13,23,0.565,6,9,0.667,11,26,3,2,6,10,28,35
Lauren Jackson*,SEA,F-C,32,993,32,32,993,220,476,0.462,54,156,0.346,166,320,0.519,162,178,0.91,89,264,38,30,38,46,91,656
Briann January,IND,G,30,657,30,7,657,65,175,0.371,21,59,0.356,44,116,0.379,71,86,0.826,20,59,94,37,4,68,75,222
Anete Jekabsone-Zogota,CON,G,19,352,19,14,352,51,131,0.389,27,77,0.351,24,54,0.444,15,15,1,4,40,33,9,5,23,42,144
Temeka Johnson,PHO,G,34,928,34,34,928,122,297,0.411,30,97,0.309,92,200,0.46,39,49,0.796,19,108,160,32,7,69,84,313
Asjha Jones,CON,F,30,774,30,29,774,139,310,0.448,6,20,0.3,133,290,0.459,39,46,0.848,48,147,66,13,13,54,66,323
Marion Jones,TUL,G,33,311,33,1,311,42,80,0.525,2,8,0.25,40,72,0.556,25,42,0.595,29,53,19,18,7,23,33,111
Crystal Kelly,SAS,F,26,242,26,0,242,22,50,0.44,1,1,1,21,49,0.429,34,46,0.739,13,30,7,7,1,23,34,79
Cathrine Kraayeveld,CHI,F,34,722,34,14,722,63,180,0.35,31,98,0.316,32,82,0.39,21,24,0.875,24,93,43,21,19,48,48,178
Alison Lacey,SEA,G,21,144,21,0,144,4,35,0.114,3,27,0.111,1,8,0.125,5,5,1,3,16,10,6,1,8,19,16
Jennifer Lacy,TUL,F,24,402,24,3,402,54,141,0.383,17,44,0.386,37,97,0.381,42,56,0.75,26,72,19,19,7,34,56,167
Natasha Lacy,TUL,G,16,293,16,3,293,38,80,0.475,3,12,0.25,35,68,0.515,22,37,0.595,5,37,56,23,3,38,30,101
Crystal Langhorne,WAS,F-C,34,1158,34,34,1158,221,375,0.589,1,6,0.167,220,369,0.596,112,145,0.772,98,330,39,30,7,90,74,555
Ivory Latta,TUL,G,18,517,18,16,517,78,185,0.422,30,81,0.37,48,104,0.462,38,49,0.776,7,26,71,18,2,39,32,224
Edwige Lawson-Wade,SAS,G,33,724,33,19,724,67,181,0.37,43,127,0.339,24,54,0.444,39,43,0.907,17,64,94,35,2,45,71,216
Kara Lawson,CON,G,34,854,34,32,854,101,247,0.409,46,128,0.359,55,119,0.462,34,38,0.895,8,87,118,14,0,48,49,282
Shalee Lehning,ATL,G,33,775,33,33,775,48,106,0.453,13,36,0.361,35,70,0.5,14,30,0.467,28,89,159,25,6,61,68,123
Betty Lennox,LAS,G,11,128,11,0,128,18,46,0.391,13,36,0.361,5,10,0.5,5,6,0.833,4,19,17,2,0,7,24,54
Yelena Leuchanka,ATL,C,32,339,32,0,339,50,105,0.476,1,5,0.2,49,100,0.49,32,43,0.744,29,83,12,16,8,46,55,133
Taylor Lilley,PHO,G,21,227,21,1,227,23,58,0.397,14,43,0.326,9,15,0.6,10,11,0.909,3,18,15,11,1,16,18,70
Camille Smith,SEA,F,34,838,34,34,838,128,256,0.5,8,23,0.348,120,233,0.515,81,114,0.711,72,176,48,55,21,60,106,345
Sancho Lyttle,ATL,F,32,930,32,31,930,162,335,0.484,0,0,,162,335,0.484,87,120,0.725,102,316,70,55,20,63,96,411
Hamchetou Maiga-Ba,MIN,F,34,467,34,9,467,43,112,0.384,0,1,0,43,111,0.387,22,33,0.667,35,78,31,13,5,36,54,108
Kristen Mann,MIN,F,5,15,5,0,15,1,6,0.167,1,4,0.25,0,2,0,0,0,,0,0,0,0,0,0,0,3
Gabriela Marginean,MIN,F,4,12,4,0,12,1,5,0.2,0,0,,1,5,0.2,0,0,,3,4,1,1,1,1,2,2
Nuria Martinez,MIN,G,15,128,15,0,128,6,33,0.182,3,20,0.15,3,13,0.231,12,18,0.667,0,11,11,5,0,12,22,27
Janel McCarville,NYL,F-C,34,967,34,34,967,127,275,0.462,3,11,0.273,124,264,0.47,41,50,0.82,66,200,74,46,23,86,88,298
Angel McCoughtry,ATL,F-G,34,1044,34,34,1044,246,603,0.408,33,126,0.262,213,477,0.447,191,238,0.803,63,167,105,66,21,108,107,716
Taj McWilliams-Franklin,NYL,F-C,34,994,34,34,994,140,274,0.511,6,23,0.261,134,251,0.534,76,92,0.826,74,184,69,47,30,52,101,362
Chasity Melvin,WAS,C-F,34,659,34,12,659,75,173,0.434,0,0,,75,173,0.434,27,42,0.643,70,159,23,24,17,41,71,177
Coco Miller,ATL,G,27,198,27,0,198,34,85,0.4,5,26,0.192,29,59,0.492,12,14,0.857,6,15,22,5,0,20,28,85
Kelly Miller,ATL,G,30,493,30,1,493,31,107,0.29,23,70,0.329,8,37,0.216,22,25,0.88,12,56,79,23,2,37,49,107
DeLisha Milton-Jones,LAS,F,34,1096,34,34,1096,193,411,0.47,26,82,0.317,167,329,0.508,110,127,0.866,34,161,86,37,22,96,107,522
Leilani Mitchell,NYL,G,34,978,34,34,978,105,238,0.441,72,148,0.486,33,90,0.367,35,43,0.814,25,88,130,55,6,51,79,317
Chanel Mokango,LAS,F,21,72,21,0,72,3,17,0.176,0,2,0,3,15,0.2,3,4,0.75,4,13,1,2,10,5,11,9
Jacinta Monroe,WAS,F,17,117,17,0,117,15,31,0.484,0,1,0,15,30,0.5,6,12,0.5,4,16,3,5,8,6,20,36
Renee Montgomery,CON,G,34,940,34,23,940,158,394,0.401,66,189,0.349,92,205,0.449,71,83,0.855,14,74,138,47,3,78,67,453
Jessica Moore,IND,F-C,33,431,33,0,431,38,89,0.427,0,1,0,38,88,0.432,25,30,0.833,29,69,14,6,4,30,60,101
Jene Morris,IND,G,25,196,25,0,196,28,66,0.424,14,38,0.368,14,28,0.5,2,3,0.667,3,14,12,8,2,17,28,72
Abi Olajuwon,CHI,C,6,30,6,0,30,3,6,0.5,0,0,,3,6,0.5,0,0,,3,4,0,1,0,2,3,6
Candace Parker,LAS,F-C,10,335,10,10,335,81,162,0.5,3,12,0.25,78,150,0.52,41,56,0.732,19,101,22,10,22,32,18,206
Ticha Penicheiro,LAS,G,32,843,32,30,843,48,117,0.41,1,9,0.111,47,108,0.435,59,72,0.819,17,127,220,43,2,72,57,156
Jia Perkins,CHI,G,34,936,34,34,936,145,366,0.396,38,109,0.349,107,257,0.416,35,43,0.814,35,98,83,56,6,40,61,363
Cappie Pondexter,NYL,G,34,1167,34,34,1167,254,526,0.483,64,149,0.43,190,377,0.504,157,176,0.892,21,153,165,30,4,81,88,729
Nicole Powell,NYL,F,34,895,34,34,895,112,288,0.389,66,167,0.395,46,121,0.38,26,31,0.839,33,143,76,34,7,48,67,316
Armintie Herrington,ATL,G,34,561,34,0,561,53,137,0.387,0,4,0,53,133,0.398,60,101,0.594,42,102,62,30,2,36,51,166
Epiphanny Prince,CHI,G,34,665,34,2,665,117,274,0.427,24,71,0.338,93,203,0.458,76,97,0.784,14,68,92,55,5,60,67,334
Noelle Quinn,LAS,G,34,1104,34,34,1104,137,309,0.443,35,87,0.402,102,222,0.459,38,49,0.776,26,135,96,35,11,47,55,347
Brittainey Raven,ATL,G,23,125,23,0,125,11,45,0.244,5,18,0.278,6,27,0.222,7,8,0.875,12,21,10,5,1,9,12,34
Andrea Riley,LAS,G,29,224,29,0,224,27,89,0.303,15,51,0.294,12,38,0.316,31,37,0.838,5,22,29,14,1,24,23,100
Ruth Riley,SAS,C,20,261,20,2,261,29,54,0.537,1,5,0.2,28,49,0.571,16,20,0.8,6,45,19,5,13,19,39,75
Ashley Robinson,SEA,C,30,245,30,0,245,19,46,0.413,0,0,,19,46,0.413,3,9,0.333,16,57,15,4,21,17,40,41
Nakia Sanford,WAS,C-F,34,608,34,22,608,76,159,0.478,0,0,,76,159,0.478,53,76,0.697,51,143,25,25,8,68,100,205
Brooke Smith,PHO,F-C,16,131,16,0,131,17,23,0.739,0,0,,17,23,0.739,6,7,0.857,6,29,4,1,4,3,16,40
Katie Smith*,WAS,G,33,1016,33,33,1016,109,276,0.395,54,149,0.362,55,127,0.433,42,55,0.764,13,70,85,24,5,53,94,314
Tangela Smith,PHO,C,34,992,34,34,992,118,299,0.395,51,147,0.347,67,152,0.441,27,36,0.75,33,177,30,23,29,37,116,314
Belinda Snell,SAS,G,2,38,2,1,38,3,9,0.333,1,5,0.2,2,4,0.5,2,2,1,1,4,5,0,0,2,0,9
Michelle Snow,SAS,C,34,821,34,33,821,144,251,0.574,0,1,0,144,250,0.576,64,89,0.719,52,210,55,33,25,56,71,352
Sidney Spencer,NYL,G,20,168,20,0,168,22,43,0.512,8,15,0.533,14,28,0.5,0,0,,2,16,6,6,0,8,12,52
Tiffany Stansbury,LAS,F-C,5,14,5,0,14,1,3,0.333,0,0,,1,3,0.333,1,2,0.5,0,0,0,1,0,2,1,3
Tammy Sutton-Brown,IND,C,34,875,34,34,875,103,229,0.45,0,1,0,103,228,0.452,70,99,0.707,69,174,29,33,55,55,90,276
Ketia Swanier,PHO,G,32,322,32,0,322,36,92,0.391,12,31,0.387,24,61,0.393,11,21,0.524,5,38,53,11,1,41,21,95
Diana Taurasi,PHO,G,31,998,31,31,998,212,497,0.427,80,214,0.374,132,283,0.466,198,217,0.912,12,132,146,38,19,110,110,702
Penny Taylor,PHO,F,32,959,32,32,959,173,340,0.509,46,104,0.442,127,236,0.538,117,131,0.893,32,141,161,47,9,76,88,509
Christi Thomas,CHI,F-C,15,127,15,0,127,8,20,0.4,0,1,0,8,19,0.421,3,6,0.5,6,26,2,1,3,7,35,19
Amanda Thompson,TUL,F,7,49,7,0,49,2,14,0.143,0,0,,2,14,0.143,7,10,0.7,2,11,3,3,0,4,8,11
Tina Thompson*,LAS,F,33,1095,33,33,1095,198,444,0.446,57,162,0.352,141,282,0.5,95,109,0.872,63,206,60,38,24,77,98,548
Erin Thorn,CHI,G,34,683,34,0,683,70,170,0.412,42,100,0.42,28,70,0.4,32,36,0.889,12,64,73,20,2,45,39,214
Kristi Toliver,LAS,G,34,703,34,4,703,105,240,0.438,37,106,0.349,68,134,0.507,44,54,0.815,23,75,44,18,2,50,63,291
Kia Vaughn,NYL,C,30,243,30,0,243,24,69,0.348,1,1,1,23,68,0.338,13,20,0.65,15,42,10,6,6,18,44,62
Jana Vesela,SEA,F,29,330,29,0,330,35,64,0.547,6,15,0.4,29,49,0.592,16,20,0.8,16,58,18,18,7,26,28,92
Ashley Walker,TUL,F-C,2,9,2,0,9,0,3,0,0,1,0,0,2,0,0,0,,0,0,0,2,0,2,3,0
DeMya Walker,CON,F,31,341,31,2,341,44,105,0.419,0,3,0,44,102,0.431,38,46,0.826,30,64,25,14,5,40,64,126
Lindsay Whalen*,MIN,G,33,1110,33,33,1110,134,327,0.41,15,66,0.227,119,261,0.456,133,148,0.899,31,131,184,46,5,76,85,416
Tan White,CON,G,34,857,34,10,857,121,288,0.42,49,134,0.366,72,154,0.468,52,65,0.8,8,91,79,54,4,53,92,343
Candice Wiggins,MIN,G,8,238,8,7,238,30,74,0.405,21,46,0.457,9,28,0.321,29,30,0.967,7,22,17,14,0,19,21,110
Le'coe Willingham,SEA,F,33,515,33,2,515,70,130,0.538,14,31,0.452,56,99,0.566,28,42,0.667,64,136,22,16,5,30,61,182
Lindsay Wisdom-Hylton,LAS,F,32,482,32,1,482,60,120,0.5,0,2,0,60,118,0.508,24,34,0.706,46,109,14,18,24,22,50,144
Monica Wright,MIN,G,34,866,34,24,866,139,376,0.37,32,94,0.34,107,282,0.379,68,83,0.819,29,97,50,34,7,67,101,378
Tanisha Wright,SEA,G,34,988,34,34,988,107,261,0.41,23,56,0.411,84,205,0.41,76,90,0.844,27,112,154,41,9,71,110,313
Sophia Young-Malcolm,SAS,F,34,1082,34,34,1082,216,431,0.501,10,38,0.263,206,393,0.524,79,120,0.658,44,178,81,54,9,70,89,521
Tamera Young,CHI,F,32,595,32,22,595,76,210,0.362,13,47,0.277,63,163,0.387,52,76,0.684,33,98,50,25,7,49,64,217
Shanna Zolman,TUL,G,30,639,30,16,639,105,260,0.404,57,135,0.422,48,125,0.384,24,30,0.8,9,42,48,26,2,49,38,291
Kara Braxton,TOT,C-F,35,593,35,16,593,146,283,0.516,1,4,0.25,145,279,0.52,55,81,0.679,55,163,45,33,22,93,91,348
Alexis Hornbuckle,TOT,G,28,510,28,10,510,44,129,0.341,14,49,0.286,30,80,0.375,24,30,0.8,21,72,57,41,13,39,71,126
Tiffany Jackson-Jones,TOT,F,34,717,34,17,717,79,200,0.395,1,1,1,78,199,0.392,70,89,0.787,54,172,38,40,9,60,63,229
Rashanda McCants,TOT,F,23,374,23,8,374,47,124,0.379,16,55,0.291,31,69,0.449,20,34,0.588,25,53,25,15,5,20,52,130
Shay Murphy,TOT,G,26,376,26,1,376,45,139,0.324,13,47,0.277,32,92,0.348,30,49,0.612,27,81,32,17,2,29,38,133
Nicole Ohlde,TOT,F-C,32,523,32,9,523,62,140,0.443,0,0,,62,140,0.443,31,45,0.689,22,83,27,11,17,41,67,155
Plenette Pierson,TOT,F,33,544,33,1,544,125,261,0.479,4,11,0.364,121,250,0.484,67,81,0.827,31,114,38,27,11,59,84,321
Allie Quigley,TOT,G,7,43,7,0,43,6,12,0.5,2,4,0.5,4,8,0.5,6,8,0.75,0,2,1,2,1,3,4,20
Shavonte Zellous,TOT,G,31,485,31,1,485,52,161,0.323,8,35,0.229,44,126,0.349,64,85,0.753,15,59,45,14,16,35,62,176
Kara Braxton,TUL,C-F,22,369,22,16,369,90,180,0.5,1,4,0.25,89,176,0.506,23,36,0.639,27,101,29,25,17,66,55,204
Alexis Hornbuckle,TUL,G,15,316,15,10,316,31,83,0.373,10,25,0.4,21,58,0.362,15,18,0.833,13,52,40,23,10,27,40,87
Tiffany Jackson-Jones,NYL,F,9,124,9,0,124,10,27,0.37,0,0,,10,27,0.37,19,25,0.76,5,28,4,6,1,7,14,39
Rashanda McCants,MIN,F,17,268,17,4,268,33,84,0.393,11,37,0.297,22,47,0.468,18,29,0.621,21,41,16,10,2,14,37,95
Shay Murphy,IND,G,15,221,15,1,221,28,80,0.35,5,19,0.263,23,61,0.377,16,28,0.571,20,61,23,8,2,18,20,77
Nicole Ohlde,PHO,F-C,20,222,20,0,222,23,52,0.442,0,0,,23,52,0.442,14,23,0.609,7,37,10,3,8,15,32,60
Plenette Pierson,TUL,F,8,126,8,1,126,38,71,0.535,3,7,0.429,35,64,0.547,18,21,0.857,6,20,10,10,3,13,17,97
Allie Quigley,IND,G,3,18,3,0,18,2,4,0.5,0,0,,2,4,0.5,2,2,1,0,1,1,2,1,3,2,6
Shavonte Zellous,TUL,G,4,67,4,1,67,5,31,0.161,1,10,0.1,4,21,0.19,5,6,0.833,1,3,10,2,0,2,7,16
Kara Braxton,PHO,C-F,13,224,13,0,224,56,103,0.544,0,0,,56,103,0.544,32,45,0.711,28,62,16,8,5,27,36,144
Alexis Hornbuckle,MIN,G,13,194,13,0,194,13,46,0.283,4,24,0.167,9,22,0.409,9,12,0.75,8,20,17,18,3,12,31,39
Tiffany Jackson-Jones,TUL,F,25,593,25,17,593,69,173,0.399,1,1,1,68,172,0.395,51,64,0.797,49,144,34,34,8,53,49,190
Rashanda McCants,TUL,F,6,106,6,4,106,14,40,0.35,5,18,0.278,9,22,0.409,2,5,0.4,4,12,9,5,3,6,15,35
Shay Murphy,CHI,G,11,155,11,0,155,17,59,0.288,8,28,0.286,9,31,0.29,14,21,0.667,7,20,9,9,0,11,18,56
Nicole Ohlde,TUL,F-C,12,301,12,9,301,39,88,0.443,0,0,,39,88,0.443,17,22,0.773,15,46,17,8,9,26,35,95
Plenette Pierson,NYL,F,25,418,25,0,418,87,190,0.458,1,4,0.25,86,186,0.462,49,60,0.817,25,94,28,17,8,46,67,224
Allie Quigley,SAS,G,4,25,4,0,25,4,8,0.5,2,4,0.5,2,4,0.5,4,6,0.667,0,1,0,0,0,0,2,14
Shavonte Zellous,IND,G,27,418,27,0,418,47,130,0.362,7,25,0.28,40,105,0.381,59,79,0.747,14,56,35,12,16,33,55,160
