Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Theresa Plaisance,DAL,F,34,690,34,25,690,97,255,0.38,42,122,0.344,55,133,0.414,25,29,0.862,43,147,31,25,24,29,94,261
Kelsey Plum,SAS,G,31,711,31,23,711,85,246,0.346,35,96,0.365,50,150,0.333,60,69,0.87,12,59,106,16,4,79,57,265
Jeanette Pohlen-Mavunga,IND,G,29,374,29,0,374,32,79,0.405,15,39,0.385,17,40,0.425,19,23,0.826,4,28,20,7,0,17,22,98
Cappie Pondexter,CHI,G,29,789,29,15,789,106,289,0.367,9,35,0.257,97,254,0.382,58,73,0.795,12,84,124,19,5,66,67,279
Aerial Powers,DAL,G,12,244,12,1,244,40,118,0.339,13,42,0.31,27,76,0.355,36,44,0.818,17,50,18,5,6,18,20,129
Alexis Prince,PHO,F,18,130,18,0,130,14,41,0.341,5,16,0.313,9,25,0.36,2,2,1,1,18,7,4,4,3,8,35
Epiphanny Prince,NYL,G,28,751,28,25,751,116,289,0.401,33,96,0.344,83,193,0.43,72,82,0.878,32,101,81,35,7,35,50,337
Allie Quigley,CHI,G,31,1000,31,31,1000,191,378,0.505,77,179,0.43,114,199,0.573,50,56,0.893,9,101,113,24,17,73,62,509
Noelle Quinn,SEA,G,32,504,32,4,504,25,62,0.403,15,39,0.385,10,23,0.435,20,21,0.952,1,52,88,13,5,30,34,85
Nayo Raincock-Ekunwe,NYL,F,32,295,32,2,295,41,78,0.526,0,4,0,41,74,0.554,36,61,0.59,29,57,8,5,1,17,47,118
Angel Robinson,PHO,F-C,15,237,15,8,237,25,44,0.568,1,1,1,24,43,0.558,7,7,1,16,58,8,1,11,16,36,58
Danielle Robinson,PHO,G,32,752,32,29,752,83,192,0.432,0,7,0,83,185,0.449,55,65,0.846,14,93,110,35,5,61,64,221
Sugar Rodgers,NYL,G,33,844,33,15,844,120,354,0.339,63,184,0.342,57,170,0.335,44,54,0.815,23,126,77,30,17,53,76,347
Tierra Ruffin-Pratt,WAS,G,34,827,34,34,827,84,249,0.337,0,4,0,84,245,0.343,79,107,0.738,52,180,79,33,17,50,99,247
Meighan Simmons,ATL,G,11,42,11,0,42,6,24,0.25,2,14,0.143,4,10,0.4,5,7,0.714,1,5,1,0,1,3,4,19
Odyssey Sims,LAS,G,31,752,31,14,752,113,253,0.447,11,58,0.19,102,195,0.523,62,70,0.886,14,59,108,45,5,44,60,299
Breanna Stewart,SEA,F,33,1086,33,33,1086,222,467,0.475,49,132,0.371,173,335,0.516,163,207,0.787,49,287,90,38,53,80,107,656
Kiah Stokes,NYL,C,34,666,34,12,666,60,113,0.531,0,1,0,60,112,0.536,43,54,0.796,77,214,30,12,39,40,94,163
Shekinna Stricklen,CON,F,34,926,34,29,926,95,231,0.411,71,173,0.41,24,58,0.414,32,37,0.865,17,107,37,42,4,29,56,293
Carolyn Swords,SEA,C,30,261,30,0,261,30,55,0.545,0,0,,30,55,0.545,17,22,0.773,11,46,9,5,6,25,55,77
Brittney Sykes,ATL,G,34,863,34,23,863,170,417,0.408,37,110,0.336,133,307,0.433,94,129,0.729,28,141,65,19,18,58,86,471
Stephanie Talbot,PHO,F,34,609,34,24,609,51,123,0.415,16,42,0.381,35,81,0.432,30,46,0.652,29,91,55,24,9,30,66,148
Diana Taurasi,PHO,G,31,883,31,31,883,168,420,0.4,96,250,0.384,72,170,0.424,124,136,0.912,10,92,83,16,10,62,88,556
Asia Taylor,WAS,F,24,160,24,0,160,13,40,0.325,0,2,0,13,38,0.342,19,26,0.731,18,44,9,7,2,11,20,45
Alyssa Thomas,CON,F,33,982,33,33,982,188,369,0.509,0,3,0,188,366,0.514,114,201,0.567,47,225,147,52,13,98,105,490
Jasmine Thomas,CON,G,32,902,32,31,902,171,406,0.421,54,134,0.403,117,272,0.43,57,73,0.781,13,74,139,51,4,76,52,453
Krystal Thomas,WAS,C,34,888,34,30,888,98,180,0.544,0,0,,98,180,0.544,41,68,0.603,111,328,33,17,38,48,96,237
Kayla Thornton,DAL,F,34,586,34,1,586,73,177,0.412,17,61,0.279,56,116,0.483,68,85,0.8,40,112,29,23,8,24,75,231
Ramu Tokashiki,SEA,F,33,411,33,1,411,42,95,0.442,0,3,0,42,92,0.457,22,27,0.815,19,54,21,9,9,26,74,106
Kristi Toliver,WAS,G,34,989,34,34,989,138,339,0.407,76,225,0.338,62,114,0.544,52,60,0.867,11,67,115,23,8,62,65,404
Morgan Tuck,CON,F,22,366,22,5,366,45,127,0.354,11,38,0.289,34,89,0.382,17,21,0.81,11,49,20,8,0,22,35,118
Yvonne Turner,PHO,G,34,434,34,4,434,66,161,0.41,13,54,0.241,53,107,0.495,29,38,0.763,12,33,37,19,1,37,38,174
Courtney Vandersloot,CHI,G,27,817,27,22,817,127,246,0.516,26,68,0.382,101,178,0.567,31,36,0.861,16,101,218,33,6,80,60,311
Kia Vaughn,NYL,C,28,549,28,22,549,74,138,0.536,0,0,,74,138,0.536,14,24,0.583,54,137,20,12,11,23,55,162
Shatori Walker-Kimbrough,WAS,G,27,336,27,8,336,36,97,0.371,11,33,0.333,25,64,0.391,35,41,0.854,7,30,12,15,4,17,26,118
Lindsay Whalen*,MIN,G,22,520,22,22,520,69,153,0.451,12,34,0.353,57,119,0.479,27,36,0.75,8,54,90,11,2,44,37,177
Erica Wheeler,IND,G,34,898,34,26,898,156,390,0.4,50,151,0.331,106,239,0.444,38,48,0.792,11,75,138,47,1,78,78,400
Sami Whitcomb,SEA,G,33,404,33,0,404,48,133,0.361,34,102,0.333,14,31,0.452,17,21,0.81,14,56,34,24,0,29,50,147
Sydney Wiese,LAS,G,28,222,28,0,222,23,60,0.383,14,35,0.4,9,25,0.36,4,8,0.5,3,22,8,5,3,2,19,64
Courtney Williams,CON,G,34,884,34,28,884,185,391,0.473,12,37,0.324,173,354,0.489,36,41,0.878,46,143,71,18,8,46,55,418
Elizabeth Williams,ATL,C-F,34,1069,34,34,1069,149,307,0.485,0,1,0,149,306,0.487,54,82,0.659,107,246,46,36,67,46,81,352
Riquna Williams,LAS,G,23,408,23,6,408,45,140,0.321,20,74,0.27,25,66,0.379,38,44,0.864,6,32,16,19,3,26,42,148
Amanda Zahui B.,NYL,C,29,155,29,0,155,26,65,0.4,2,8,0.25,24,57,0.421,9,12,0.75,9,31,10,5,6,15,35,63
Cecilia Zandalasini,MIN,F,3,19,3,0,19,1,4,0.25,0,0,,1,4,0.25,0,0,,0,1,0,0,0,2,2,2
Shavonte Zellous,NYL,G,34,991,34,34,991,123,291,0.423,16,48,0.333,107,243,0.44,135,164,0.823,33,136,95,29,8,65,115,397
Imani McGee-Stafford,TOT,C,32,430,32,4,430,57,123,0.463,1,3,0.333,56,120,0.467,15,23,0.652,45,125,14,9,24,24,63,130
Sophie Brunner,TOT,F,4,15,4,0,15,0,1,0,0,0,,0,1,0,0,0,,1,4,0,0,0,1,3,0
Cierra Burdick,TOT,F,10,86,10,0,86,15,22,0.682,1,2,0.5,14,20,0.7,0,0,,4,12,9,2,1,8,19,31
Monique Currie,TOT,F,36,784,36,10,784,131,306,0.428,39,98,0.398,92,208,0.442,89,108,0.824,20,133,77,25,12,54,80,390
Jordan Hooper,TOT,F,28,299,28,0,299,37,99,0.374,29,75,0.387,8,24,0.333,4,6,0.667,3,36,9,9,1,9,16,107
Chelsea Hopkins,TOT,G,3,9,3,0,9,0,1,0,0,0,,0,1,0,0,0,,0,0,0,0,0,0,0,0
Shay Murphy,TOT,G,26,253,26,0,253,23,63,0.365,12,36,0.333,11,27,0.407,8,12,0.667,12,38,17,10,1,12,26,66
Haley Peters,TOT,F,4,43,4,0,43,3,9,0.333,3,6,0.5,0,3,0,0,0,,0,3,1,0,0,4,6,9
Jennie Simms,TOT,G,14,104,14,0,104,6,25,0.24,2,9,0.222,4,16,0.25,9,12,0.75,6,16,8,4,2,6,6,23
Tamera Young,TOT,F,35,867,35,22,867,110,308,0.357,25,73,0.342,85,235,0.362,48,71,0.676,23,117,67,36,15,61,70,293
Imani McGee-Stafford,CHI,C,22,340,22,4,340,44,99,0.444,1,3,0.333,43,96,0.448,12,17,0.706,33,96,12,8,17,21,53,101
Sophie Brunner,PHO,F,3,13,3,0,13,0,1,0,0,0,,0,1,0,0,0,,1,4,0,0,0,1,2,0
Cierra Burdick,NYL,F,6,36,6,0,36,6,11,0.545,1,1,1,5,10,0.5,0,0,,2,6,4,1,1,4,6,13
Monique Currie,SAS,F,14,324,14,3,324,59,136,0.434,14,39,0.359,45,97,0.464,33,40,0.825,9,67,29,8,6,33,31,165
Jordan Hooper,CON,F,3,11,3,0,11,0,2,0,0,1,0,0,1,0,0,0,,0,1,0,0,0,0,1,0
Chelsea Hopkins,NYL,G,1,1,1,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0
Shay Murphy,PHO,G,9,127,9,0,127,11,33,0.333,3,16,0.188,8,17,0.471,4,6,0.667,8,22,7,6,0,5,13,29
Haley Peters,SAS,F,2,35,2,0,35,3,8,0.375,3,5,0.6,0,3,0,0,0,,0,2,1,0,0,3,4,9
Jennie Simms,WAS,G,10,50,10,0,50,2,12,0.167,0,3,0,2,9,0.222,8,10,0.8,5,11,6,2,2,3,1,12
Tamera Young,CHI,F,24,697,24,21,697,91,249,0.365,22,64,0.344,69,185,0.373,40,58,0.69,18,92,59,33,10,53,55,244
Imani McGee-Stafford,ATL,C,10,90,10,0,90,13,24,0.542,0,0,,13,24,0.542,3,6,0.5,12,29,2,1,7,3,10,29
Sophie Brunner,SAS,F,1,2,1,0,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0
Cierra Burdick,SAS,F,4,50,4,0,50,9,11,0.818,0,1,0,9,10,0.9,0,0,,2,6,5,1,0,4,13,18
Monique Currie,PHO,F,22,460,22,7,460,72,170,0.424,25,59,0.424,47,111,0.423,56,68,0.824,11,66,48,17,6,21,49,225
Jordan Hooper,ATL,F,15,102,15,0,102,16,40,0.4,12,28,0.429,4,12,0.333,3,4,0.75,2,13,3,4,0,4,6,47
Chelsea Hopkins,ATL,G,2,8,2,0,8,0,1,0,0,0,,0,1,0,0,0,,0,0,0,0,0,0,0,0
Shay Murphy,SAS,G,17,126,17,0,126,12,30,0.4,9,20,0.45,3,10,0.3,4,6,0.667,4,16,10,4,1,7,13,37
Haley Peters,WAS,F,2,8,2,0,8,0,1,0,0,1,0,0,0,,0,0,,0,1,0,0,0,1,2,0
Jennie Simms,IND,G,4,54,4,0,54,4,13,0.308,2,6,0.333,2,7,0.286,1,2,0.5,1,5,2,2,0,3,5,11
Tamera Young,ATL,F,11,170,11,1,170,19,59,0.322,3,9,0.333,16,50,0.32,8,13,0.615,5,25,8,3,5,8,15,49
Jordan Hooper,CHI,F,10,186,10,0,186,21,57,0.368,17,46,0.37,4,11,0.364,1,2,0.5,1,22,6,5,1,5,9,60
