Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
LaToya Thomas,TOT,F,20,187,20,0,187,23,53,0.434,5,9,0.556,18,44,0.409,4,9,0.444,10,30,4,3,1,20,19,55
Alison Bales,IND,C,14,126,14,0,126,14,36,0.389,2,5,0.4,12,31,0.387,7,9,0.778,7,22,2,5,14,3,18,37
Tasha Humphrey,DET,C,22,297,22,16,297,62,124,0.5,15,39,0.385,47,85,0.553,21,22,0.955,25,63,22,13,6,24,59,160
Amber Jacobs,WAS,G,6,82,6,3,82,3,12,0.25,3,10,0.3,0,2,0,1,2,0.5,1,7,11,3,0,8,7,10
Camille Smith,ATL,F,13,221,13,2,221,21,50,0.42,4,10,0.4,17,40,0.425,16,27,0.593,18,40,9,10,7,18,34,62
Stacey Lovelace,ATL,C,15,258,15,7,258,36,89,0.404,10,24,0.417,26,65,0.4,9,13,0.692,20,54,15,17,10,18,34,91
Kristen Mann,ATL,F,13,223,13,8,223,18,44,0.409,4,8,0.5,14,36,0.389,5,5,1,9,19,14,8,4,14,23,45
Taj McWilliams-Franklin,WAS,F-C,26,862,26,26,862,147,280,0.525,7,25,0.28,140,255,0.549,46,63,0.73,59,191,41,44,25,75,62,347
Shay Murphy,MIN,G,2,5,2,0,5,1,5,0.2,0,0,,1,5,0.2,0,0,,2,2,0,0,0,0,2,2
Ashley Shields,HOU,G,3,12,3,0,12,0,7,0,0,2,0,0,5,0,2,4,0.5,0,0,1,1,0,1,3,2
Crystal Smith,MIN,G,1,0,1,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0
Kasha Terry,IND,C-F,2,24,2,0,24,1,5,0.2,0,0,,1,5,0.2,0,0,,1,5,2,0,0,6,3,2
LaToya Thomas,DET,F,7,40,7,0,40,4,15,0.267,0,2,0,4,13,0.308,0,0,,2,5,1,1,1,2,3,8
Alison Bales,ATL,C,17,389,17,9,389,30,74,0.405,1,3,0.333,29,71,0.408,21,31,0.677,20,102,11,15,29,10,37,82
Tasha Humphrey,WAS,C,8,212,8,7,212,34,82,0.415,11,29,0.379,23,53,0.434,10,17,0.588,10,49,9,4,2,21,32,89
Amber Jacobs,LAS,G,5,61,5,0,61,3,11,0.273,2,5,0.4,1,6,0.167,2,2,1,1,2,6,0,0,8,7,10
Camille Smith,SEA,F,19,442,19,13,442,75,141,0.532,5,15,0.333,70,126,0.556,30,45,0.667,29,83,27,18,6,42,52,185
Stacey Lovelace,DET,C,7,44,7,2,44,2,7,0.286,2,5,0.4,0,2,0,4,6,0.667,1,7,1,1,0,4,6,10
Kristen Mann,IND,F,5,31,5,0,31,1,4,0.25,0,1,0,1,3,0.333,0,0,,1,4,1,1,1,1,0,2
Taj McWilliams-Franklin,DET,F-C,7,185,7,7,185,27,64,0.422,1,1,1,26,63,0.413,20,22,0.909,17,47,13,3,5,9,18,75
Shay Murphy,DET,G,13,122,13,3,122,12,40,0.3,5,19,0.263,7,21,0.333,4,6,0.667,8,21,7,6,2,9,16,33
Ashley Shields,DET,G,7,44,7,0,44,8,22,0.364,3,9,0.333,5,13,0.385,3,4,0.75,0,3,2,1,0,6,3,22
Crystal Smith,WAS,G,28,392,28,4,392,39,110,0.355,14,38,0.368,25,72,0.347,29,36,0.806,10,28,25,14,2,34,43,121
Kasha Terry,ATL,C-F,20,275,20,8,275,36,76,0.474,0,0,,36,76,0.474,20,33,0.606,27,64,10,10,11,37,52,92
LaToya Thomas,MIN,F,13,147,13,0,147,19,38,0.5,5,7,0.714,14,31,0.452,4,9,0.444,8,25,3,2,0,18,16,47
Shay Murphy,WAS,G,2,11,2,0,11,1,3,0.333,0,1,0,1,2,0.5,0,0,,3,3,1,0,0,2,1,2
