Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Jessica Breland,ATL,F,34,899,34,34,899,124,290,0.428,0,0,,124,290,0.428,33,44,0.75,58,269,68,39,65,57,86,281
Lexie Brown,CON,G,22,124,22,0,124,12,44,0.273,9,29,0.31,3,15,0.2,4,7,0.571,1,17,12,6,1,10,10,37
Rebekkah Brunson,MIN,F,25,691,25,25,691,64,158,0.405,18,48,0.375,46,110,0.418,33,49,0.673,37,169,60,20,13,37,60,179
Liz Cambage,DAL,C,32,945,32,32,945,278,472,0.589,12,37,0.324,266,435,0.611,169,229,0.738,75,309,73,15,54,89,89,737
Jordin Canada,SEA,G,33,543,33,2,543,65,182,0.357,10,55,0.182,55,127,0.433,48,65,0.738,9,49,108,30,1,56,38,188
Essence Carson,LAS,G,34,786,34,15,786,101,232,0.435,39,108,0.361,62,124,0.5,15,16,0.938,10,90,31,29,12,21,51,256
Tina Charles,NYL,C,33,1088,33,33,1088,263,556,0.473,31,95,0.326,232,461,0.503,94,122,0.77,63,231,90,24,20,93,84,651
Saniya Chong,DAL,G,5,43,5,0,43,1,6,0.167,0,1,0,1,5,0.2,2,3,0.667,1,4,5,3,0,1,3,4
Karima Christmas-Kelly,DAL,F-G,6,167,6,6,167,13,29,0.448,4,9,0.444,9,20,0.45,26,32,0.813,11,33,9,2,2,10,14,56
Alysha Clark,SEA,F,31,813,31,30,813,83,173,0.48,29,74,0.392,54,99,0.545,33,39,0.846,31,108,58,31,4,36,70,228
Natasha Cloud,WAS,G,27,715,27,22,715,89,204,0.436,32,83,0.386,57,121,0.471,21,27,0.778,6,86,125,20,4,45,54,231
Alaina Coates,CHI,C,32,364,32,0,364,42,74,0.568,0,0,,42,74,0.568,25,40,0.625,39,102,13,6,7,17,58,109
Nia Coffey,LVA,F,28,386,28,10,386,52,137,0.38,2,5,0.4,50,132,0.379,42,68,0.618,21,66,17,9,6,38,47,148
Marissa Coleman,NYL,G-F,21,384,21,18,384,40,115,0.348,12,43,0.279,28,72,0.389,6,6,1,13,50,22,10,5,13,22,98
Sydney Colson,MIN,G,2,17,2,0,17,3,7,0.429,0,2,0,3,5,0.6,1,2,0.5,1,2,4,0,1,4,2,7
Kahleah Copper,CHI,G-F,33,524,33,2,524,81,204,0.397,24,64,0.375,57,140,0.407,49,56,0.875,17,73,20,10,6,32,45,235
Monique Currie,WAS,F,32,508,32,9,508,68,172,0.395,17,58,0.293,51,114,0.447,59,71,0.831,18,96,27,13,6,38,72,212
Damiris Dantas,ATL,F,19,255,19,0,255,42,97,0.433,5,21,0.238,37,76,0.487,13,18,0.722,17,45,16,8,0,10,32,102
Kaela Davis,DAL,F,27,453,27,6,453,50,144,0.347,10,41,0.244,40,103,0.388,25,39,0.641,13,55,37,9,1,35,57,135
Elena Delle Donne,WAS,F-G,29,933,29,29,933,220,451,0.488,49,121,0.405,171,330,0.518,110,124,0.887,43,210,67,26,40,27,49,599
Diamond DeShields,CHI,G,34,967,34,33,967,166,391,0.425,40,122,0.328,126,269,0.468,117,140,0.836,37,167,74,37,10,70,74,489
Blake Dietrick,ATL,G,26,186,26,0,186,12,35,0.343,9,23,0.391,3,12,0.25,4,6,0.667,2,14,11,7,0,12,21,37
Skylar Diggins-Smith,DAL,G,32,1092,32,32,1092,186,461,0.403,51,172,0.297,135,289,0.467,151,180,0.839,21,107,199,46,17,81,73,574
Stefanie Dolson,CHI,C,27,745,27,25,745,107,229,0.467,18,52,0.346,89,177,0.503,30,32,0.938,20,124,81,15,24,48,81,262
Candice Dupree,IND,F,32,1006,32,32,1006,198,406,0.488,0,1,0,198,405,0.489,59,72,0.819,37,206,54,30,11,51,55,455
Adaora Elonu,ATL,F,1,1,1,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0
Temi Fagbenle,MIN,C,30,283,30,2,283,39,77,0.506,0,0,,39,77,0.506,16,23,0.696,28,60,17,8,9,22,35,94
Jamierra Faulkner,CHI,G,17,360,17,0,360,46,134,0.343,19,63,0.302,27,71,0.38,18,24,0.75,5,24,67,8,2,35,27,129
Sylvia Fowles,MIN,C,34,1087,34,34,1087,237,383,0.619,0,0,,237,383,0.619,128,169,0.757,122,404,74,49,42,103,103,602
Cayla George,DAL,C-F,23,245,23,1,245,34,78,0.436,12,39,0.308,22,39,0.564,3,6,0.5,15,64,16,2,5,14,31,83
Allisha Gray,DAL,G,34,907,34,34,907,100,248,0.403,30,111,0.27,70,137,0.511,82,95,0.863,40,115,82,44,8,47,76,312
Chelsea Gray,LAS,G,34,1111,34,34,1111,193,399,0.484,38,97,0.392,155,302,0.513,81,97,0.835,17,116,175,48,6,80,65,505
Brittney Griner,PHO,C,34,1108,34,34,1108,266,489,0.544,1,4,0.25,265,485,0.546,164,205,0.8,63,262,70,17,87,80,110,697
Marie Gulich,PHO,C,23,115,23,0,115,14,29,0.483,0,0,,14,29,0.483,6,8,0.75,9,22,2,1,6,13,18,34
Jazmon Gwathmey,IND,G,10,116,10,3,116,9,39,0.231,1,11,0.091,8,28,0.286,5,10,0.5,2,17,9,3,2,7,14,24
Dearica Hamby,LVA,F,33,474,33,0,474,92,175,0.526,13,45,0.289,79,130,0.608,46,62,0.742,37,119,41,24,9,37,67,243
Linnae Harper,CHI,G,24,146,24,0,146,19,47,0.404,4,13,0.308,15,34,0.441,6,10,0.6,4,18,24,5,1,10,15,48
Amber Harris,CHI,F,1,2,1,0,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0
Bria Hartley,NYL,G,34,806,34,20,806,103,265,0.389,36,117,0.308,67,148,0.453,46,65,0.708,25,100,121,29,2,68,75,288
Tianna Hawkins,WAS,F,32,532,32,4,532,81,183,0.443,25,70,0.357,56,113,0.496,14,17,0.824,36,113,24,17,12,36,79,201
Tiffany Hayes,ATL,G,31,897,31,29,897,177,401,0.441,42,131,0.321,135,270,0.5,138,169,0.817,28,112,83,36,7,50,65,534
Myisha Hines-Allen,WAS,F,24,252,24,1,252,36,80,0.45,1,3,0.333,35,77,0.455,17,26,0.654,29,69,10,9,4,9,37,90
Sequoia Holmes,LVA,G,3,20,3,0,20,2,3,0.667,0,0,,2,3,0.667,0,1,0,1,2,2,1,2,2,1,4
Chelsea Hopkins,CHI,G,4,58,4,4,58,3,6,0.5,0,0,,3,6,0.5,1,1,1,0,13,8,2,0,7,2,7
Natasha Howard,SEA,F,34,869,34,33,869,175,320,0.547,17,52,0.327,158,268,0.59,83,104,0.798,80,219,33,44,67,64,126,450
Briann January,PHO,G,33,895,33,33,895,77,182,0.423,47,100,0.47,30,82,0.366,29,36,0.806,14,68,109,19,4,46,76,230
Moriah Jefferson,LVA,G,16,251,16,0,251,33,87,0.379,3,15,0.2,30,72,0.417,17,21,0.81,5,21,34,10,0,16,21,86
Glory Johnson,DAL,F,29,652,29,17,652,85,204,0.417,17,54,0.315,68,150,0.453,46,59,0.78,47,173,39,29,14,39,61,233
Alexis Jones,MIN,G,26,229,26,0,229,32,91,0.352,16,50,0.32,16,41,0.39,6,8,0.75,5,23,18,3,2,17,26,86
Brionna Jones,CON,F,27,242,27,0,242,30,64,0.469,0,0,,30,64,0.469,24,33,0.727,24,53,6,6,6,16,37,84
Jonquel Jones,CON,C,34,697,34,16,697,149,271,0.55,50,107,0.467,99,164,0.604,53,79,0.671,71,188,57,15,42,55,99,401
Lynetta Kizer,MIN,F,14,78,14,0,78,8,33,0.242,0,3,0,8,30,0.267,6,10,0.6,6,21,8,2,0,5,15,22
Betnijah Laney-Hamilton,CON,G-F,29,271,29,0,271,33,70,0.471,1,9,0.111,32,61,0.525,10,11,0.909,20,50,21,11,0,16,20,77
Crystal Langhorne,SEA,F-C,26,362,26,1,362,52,104,0.5,0,4,0,52,100,0.52,16,18,0.889,17,77,9,8,4,24,22,120
Erlana Larkins,MIN,F,13,168,13,0,168,12,27,0.444,0,0,,12,27,0.444,3,3,1,13,35,17,9,2,9,21,27
Jantel Lavender,LAS,F,30,511,30,7,511,68,159,0.428,3,16,0.188,65,143,0.455,18,20,0.9,34,111,22,13,7,30,41,157
Breanna Lewis,DAL,C,6,26,6,0,26,3,10,0.3,0,0,,3,10,0.3,1,1,1,3,7,0,0,1,3,6,7
Camille Smith,PHO,F,33,536,33,7,536,33,100,0.33,8,31,0.258,25,69,0.362,24,31,0.774,16,60,40,18,10,29,71,98
Raigyne Louis,LVA,G,2,21,2,0,21,2,5,0.4,0,1,0,2,4,0.5,2,3,0.667,1,4,1,1,0,4,2,6
Jewell Loyd,SEA,G,34,1010,34,34,1010,182,430,0.423,67,181,0.37,115,249,0.462,97,114,0.851,42,155,126,43,5,65,61,528
Sancho Lyttle,PHO,F,18,419,18,18,419,61,113,0.54,0,1,0,61,112,0.545,21,24,0.875,25,96,26,16,7,17,41,143
Stephanie Mavunga,IND,F,25,194,25,0,194,21,44,0.477,0,1,0,21,43,0.488,12,15,0.8,25,56,4,8,6,11,35,54
Kayla McBride,LVA,G,31,1000,31,31,1000,197,439,0.449,48,122,0.393,149,317,0.47,121,132,0.917,25,121,109,33,4,63,33,563
Erica McCall,IND,F,34,418,34,2,418,42,109,0.385,1,8,0.125,41,101,0.406,13,19,0.684,47,93,13,12,16,12,55,98
Angel McCoughtry,ATL,F-G,29,799,29,28,799,170,405,0.42,21,76,0.276,149,329,0.453,117,140,0.836,46,174,86,38,16,76,74,478
Kelsey Mitchell,IND,G,34,829,34,17,829,142,410,0.346,70,209,0.335,72,201,0.358,78,97,0.804,9,60,92,23,4,66,82,432
Leilani Mitchell,PHO,G,31,461,31,0,461,46,131,0.351,31,91,0.341,15,40,0.375,12,14,0.857,10,43,70,14,6,36,40,135
Tiffany Mitchell,IND,G,34,871,34,20,871,108,291,0.371,16,60,0.267,92,231,0.398,76,91,0.835,25,105,78,30,8,49,59,308
Endy Miyem,MIN,F,20,101,20,1,101,12,37,0.324,2,10,0.2,10,27,0.37,1,1,1,5,12,6,2,2,3,13,27
Alex Montgomery,CHI,G-F,19,122,19,0,122,5,19,0.263,1,3,0.333,4,16,0.25,4,4,1,6,18,9,2,1,5,14,15
Renee Montgomery,ATL,G,34,935,34,34,935,107,275,0.389,78,210,0.371,29,65,0.446,59,67,0.881,4,58,125,45,2,54,57,351
Maya Moore,MIN,F,34,1081,34,34,1081,223,527,0.423,66,181,0.365,157,346,0.454,100,120,0.833,47,174,88,57,12,60,62,612
Kaleena Mosqueda-Lewis,SEA,F,33,442,33,4,442,61,148,0.412,34,81,0.42,27,67,0.403,11,12,0.917,8,48,27,4,0,23,39,167
Jaime Nared,LVA,G-F,31,283,31,0,283,24,80,0.3,7,31,0.226,17,49,0.347,24,28,0.857,10,46,14,13,2,17,26,79
Astou Ndour-Fall,CHI,C-F,22,255,22,9,255,37,78,0.474,7,22,0.318,30,56,0.536,20,26,0.769,23,54,7,5,10,11,32,101
Kia Nurse,NYL,G,34,774,34,7,774,103,256,0.402,37,126,0.294,66,130,0.508,67,77,0.87,24,82,54,23,5,30,72,310
Chiney Ogwumike,CON,F-C,31,790,31,31,790,176,292,0.603,1,2,0.5,175,290,0.603,94,118,0.797,85,227,32,35,19,51,106,447
Nneka Ogwumike,LAS,F,27,831,27,27,831,169,322,0.525,9,26,0.346,160,296,0.541,71,87,0.816,49,184,53,42,12,40,77,418
Courtney Paris,SEA,C,34,360,34,0,360,32,60,0.533,0,1,0,32,59,0.542,9,17,0.529,39,133,22,8,9,14,55,73
Candace Parker,LAS,F-C,31,949,31,30,949,198,420,0.471,41,119,0.345,157,301,0.522,118,146,0.808,51,253,146,38,33,92,65,555
Cheyenne Parker-Tyus,CHI,F,34,670,34,5,670,128,241,0.531,6,19,0.316,122,222,0.55,77,108,0.713,60,196,23,19,36,48,94,339
JiSu Park,LVA,C,32,417,32,11,417,38,98,0.388,0,2,0,38,96,0.396,13,21,0.619,27,107,30,10,20,23,54,89
Devereaux Peters,PHO,F,5,38,5,0,38,4,12,0.333,0,2,0,4,10,0.4,0,0,,2,8,2,0,0,2,5,8
Theresa Plaisance,DAL,F,7,81,7,0,81,14,36,0.389,9,19,0.474,5,17,0.294,0,2,0,10,26,5,2,2,8,13,37
Kelsey Plum,LVA,G,31,790,31,27,790,106,227,0.467,47,107,0.439,59,120,0.492,35,40,0.875,14,74,124,25,5,37,64,294
Alexis Prince,ATL,F,2,6,2,0,6,3,5,0.6,1,1,1,2,4,0.5,0,0,,1,2,0,0,0,0,1,7
Epiphanny Prince,NYL,G,16,305,16,12,305,48,122,0.393,18,43,0.419,30,79,0.38,21,24,0.875,7,25,27,14,0,17,31,135
LaToya Sanders,WAS,F-C,28,686,28,25,686,116,191,0.607,0,1,0,116,190,0.611,53,61,0.869,65,179,44,35,31,30,66,285
Allie Quigley,CHI,G,32,951,32,32,951,183,393,0.466,73,174,0.42,110,219,0.502,54,63,0.857,10,77,81,22,10,66,58,493
Noelle Quinn,SEA,G,20,181,20,1,181,13,43,0.302,4,17,0.235,9,26,0.346,0,0,,2,17,13,1,2,10,7,30
Angel Robinson,PHO,F-C,24,238,24,0,238,19,42,0.452,0,1,0,19,41,0.463,17,20,0.85,23,72,13,5,6,21,31,55
Danielle Robinson,MIN,G,28,521,28,2,521,69,155,0.445,3,19,0.158,66,136,0.485,41,48,0.854,8,50,92,26,1,49,38,182
Sugar Rodgers,NYL,G,31,608,31,13,608,67,185,0.362,43,133,0.323,24,52,0.462,19,23,0.826,19,100,61,21,3,36,66,196
Leticia Romero,DAL,G,21,146,21,0,146,5,16,0.313,1,5,0.2,4,11,0.364,13,15,0.867,8,17,23,1,0,15,21,24
Tierra Ruffin-Pratt,WAS,G,33,598,33,10,598,56,164,0.341,16,51,0.314,40,113,0.354,53,62,0.855,23,67,51,19,6,26,54,181
Karlie Samuelson,LAS,G,20,84,20,0,84,7,18,0.389,5,16,0.313,2,2,1,0,0,,2,10,6,2,5,3,13,19
Shoni Schimmel,LVA,G,2,13,2,0,13,0,5,0,0,4,0,0,1,0,0,0,,0,2,1,0,0,1,0,0
Odyssey Sims,LAS,G,34,867,34,24,867,104,268,0.388,15,55,0.273,89,213,0.418,57,79,0.722,14,84,95,20,1,52,56,280
Azura Stevens,DAL,F-C,34,700,34,9,700,111,258,0.43,28,88,0.318,83,170,0.488,52,66,0.788,59,155,44,31,39,51,70,302
Breanna Stewart,SEA,F,34,1074,34,34,1074,270,510,0.529,61,147,0.415,209,363,0.576,141,172,0.82,38,284,86,46,49,61,69,742
Kiah Stokes,NYL,C,30,427,30,4,427,42,77,0.545,0,0,,42,77,0.545,8,15,0.533,43,134,12,11,19,21,56,92
Shekinna Stricklen,CON,F,34,639,34,30,639,77,179,0.43,58,135,0.43,19,44,0.432,12,14,0.857,9,77,16,20,4,19,46,224
Carolyn Swords,LVA,C,26,375,26,12,375,44,79,0.557,0,0,,44,79,0.557,14,16,0.875,45,122,23,5,17,21,55,102
Brittney Sykes,ATL,G,29,600,29,7,600,97,236,0.411,22,82,0.268,75,154,0.487,65,98,0.663,18,102,68,10,18,32,52,281
Stephanie Talbot,PHO,F,31,453,31,8,453,39,84,0.464,17,44,0.386,22,40,0.55,19,21,0.905,25,60,41,14,10,27,51,114
Diana Taurasi,PHO,G,33,989,33,33,989,202,453,0.446,106,277,0.383,96,176,0.545,172,186,0.925,4,115,176,30,8,85,100,682
Asia Taylor,IND,F,14,116,14,0,116,9,29,0.31,1,5,0.2,8,24,0.333,7,9,0.778,9,25,6,3,0,11,12,26
Alyssa Thomas,CON,F,24,734,24,24,734,98,211,0.464,0,1,0,98,210,0.467,52,95,0.547,47,195,101,28,10,48,69,248
Jasmine Thomas,CON,G,34,956,34,34,956,160,402,0.398,46,148,0.311,114,254,0.449,71,83,0.855,26,111,163,37,8,85,70,437
Krystal Thomas,WAS,C,24,237,24,7,237,18,42,0.429,0,0,,18,42,0.429,7,11,0.636,22,59,4,4,2,19,45,43
Kayla Thornton,DAL,F,34,971,34,32,971,114,255,0.447,43,121,0.355,71,134,0.53,43,50,0.86,44,137,62,35,12,37,93,314
Kristi Toliver,WAS,G,33,1087,33,33,1087,149,344,0.433,72,200,0.36,77,144,0.535,89,97,0.918,5,76,146,40,1,72,54,459
Morgan Tuck,CON,F,34,462,34,1,462,80,169,0.473,22,63,0.349,58,106,0.547,19,23,0.826,23,78,18,14,4,24,41,201
Yvonne Turner,PHO,G,32,426,32,3,426,47,125,0.376,23,71,0.324,24,54,0.444,15,22,0.682,7,57,43,21,2,20,36,132
Maria Kliundikova,LAS,C,25,204,25,0,204,39,74,0.527,4,12,0.333,35,62,0.565,9,12,0.75,18,55,11,9,11,12,45,91
Courtney Vandersloot,CHI,G,30,955,30,30,955,136,278,0.489,45,113,0.398,91,165,0.552,57,69,0.826,15,112,258,40,17,104,62,374
Kia Vaughn,NYL,C,29,532,29,27,532,73,137,0.533,0,0,,73,137,0.533,18,28,0.643,34,115,20,20,7,29,50,164
Victoria Vivians,IND,G-F,34,920,34,26,920,105,260,0.404,65,163,0.399,40,97,0.412,27,29,0.931,17,107,41,32,5,33,62,302
Shatori Walker-Kimbrough,WAS,G,19,168,19,1,168,24,56,0.429,7,23,0.304,17,33,0.515,12,12,1,3,15,8,7,6,15,8,67
Lindsay Whalen*,MIN,G,32,617,32,29,617,65,179,0.363,15,42,0.357,50,137,0.365,37,42,0.881,10,82,99,21,3,41,42,182
Erica Wheeler,IND,G,34,737,34,22,737,99,282,0.351,21,76,0.276,78,206,0.379,47,59,0.797,20,100,141,28,6,48,77,266
Sami Whitcomb,SEA,G,31,265,31,0,265,30,86,0.349,25,69,0.362,5,17,0.294,6,6,1,5,29,16,16,4,15,20,91
Sydney Wiese,LAS,G,11,36,11,0,36,0,4,0,0,4,0,0,0,,0,0,,0,3,2,0,0,1,5,0
Courtney Williams,CON,G,30,812,30,29,812,171,375,0.456,20,53,0.377,151,322,0.469,17,25,0.68,46,178,90,23,2,54,47,379
Elizabeth Williams,ATL,C-F,33,885,33,32,885,121,221,0.548,0,0,,121,221,0.548,58,103,0.563,71,190,46,26,59,41,88,300
Gabby Williams,CHI,F,34,781,34,30,781,102,236,0.432,7,26,0.269,95,210,0.452,36,46,0.783,42,146,56,56,8,38,66,247
Riquna Williams,LAS,G,33,546,33,3,546,81,199,0.407,48,128,0.375,33,71,0.465,24,30,0.8,12,46,22,22,3,16,52,234
A'ja Wilson,LVA,C,33,1010,33,33,1010,245,530,0.462,0,0,,245,530,0.462,192,248,0.774,66,264,74,27,55,47,68,682
Imani Wright,PHO,G,1,1,1,0,1,0,1,0,0,1,0,0,0,,0,0,,0,0,0,0,0,0,0,0
Tanisha Wright,MIN,G,33,586,33,4,586,51,133,0.383,19,48,0.396,32,85,0.376,20,27,0.741,11,53,65,16,4,42,63,141
Tamera Young,LVA,F,33,881,33,25,881,129,316,0.408,4,13,0.308,125,303,0.413,65,92,0.707,36,168,91,32,6,55,68,327
Amanda Zahui B.,NYL,C,29,460,29,0,460,90,180,0.5,21,61,0.344,69,119,0.58,23,38,0.605,37,87,21,11,12,45,80,224
Cecilia Zandalasini,MIN,F,29,478,29,6,478,61,149,0.409,23,60,0.383,38,89,0.427,21,25,0.84,6,54,32,8,1,31,51,166
Shavonte Zellous,NYL,G,22,531,22,22,531,63,149,0.423,8,30,0.267,55,119,0.462,46,61,0.754,6,69,65,13,5,27,57,180
Alex Bentley,TOT,G,35,745,35,0,745,128,331,0.387,39,127,0.307,89,204,0.436,34,47,0.723,10,51,115,40,3,57,76,329
Layshia Clarendon,TOT,G,33,549,33,4,549,57,142,0.401,2,20,0.1,55,122,0.451,43,53,0.811,17,61,72,15,0,38,48,159
Tayler Hill,TOT,G,20,235,20,1,235,24,84,0.286,13,45,0.289,11,39,0.282,13,14,0.929,3,15,20,3,2,17,8,74
Maggie Lucas,TOT,G,8,56,8,0,56,1,16,0.063,1,13,0.077,0,3,0,0,0,,1,3,0,3,0,6,0,3
Teana Muldrow,TOT,F,4,9,4,0,9,0,1,0,0,1,0,0,0,,0,0,,0,1,0,0,0,0,1,0
Cappie Pondexter,TOT,G,30,545,30,14,545,85,223,0.381,11,30,0.367,74,193,0.383,39,45,0.867,7,55,54,15,0,27,45,220
Aerial Powers,TOT,G,24,345,24,0,345,48,122,0.393,12,44,0.273,36,78,0.462,40,46,0.87,16,66,21,13,6,31,30,148
Mercedes Russell,TOT,C,24,133,24,0,133,16,34,0.471,0,0,,16,34,0.471,8,14,0.571,8,33,4,2,3,7,16,40
Alex Bentley,CON,G,19,413,19,0,413,72,182,0.396,21,69,0.304,51,113,0.451,25,30,0.833,10,27,61,25,2,31,44,190
Layshia Clarendon,ATL,G,18,311,18,4,311,26,79,0.329,2,14,0.143,24,65,0.369,24,30,0.8,10,37,31,7,0,24,31,78
Tayler Hill,WAS,G,13,117,13,0,117,11,39,0.282,6,21,0.286,5,18,0.278,11,12,0.917,1,8,13,2,1,11,6,39
Maggie Lucas,ATL,G,7,36,7,0,36,1,11,0.091,1,10,0.1,0,1,0,0,0,,1,3,0,1,0,5,0,3
Teana Muldrow,SEA,F,3,6,3,0,6,0,1,0,0,1,0,0,0,,0,0,,0,1,0,0,0,0,0,0
Cappie Pondexter,LAS,G,13,134,13,0,134,15,43,0.349,0,2,0,15,41,0.366,17,19,0.895,2,14,10,3,0,4,15,47
Aerial Powers,DAL,G,15,231,15,0,231,30,82,0.366,5,28,0.179,25,54,0.463,28,34,0.824,11,37,13,7,2,24,21,93
Mercedes Russell,NYL,C,2,32,2,0,32,1,3,0.333,0,0,,1,3,0.333,3,4,0.75,0,3,2,2,1,1,2,5
Alex Bentley,ATL,G,16,332,16,0,332,56,149,0.376,18,58,0.31,38,91,0.418,9,17,0.529,0,24,54,15,1,26,32,139
Layshia Clarendon,CON,G,15,238,15,0,238,31,63,0.492,0,6,0,31,57,0.544,19,23,0.826,7,24,41,8,0,14,17,81
Tayler Hill,DAL,G,7,118,7,1,118,13,45,0.289,7,24,0.292,6,21,0.286,2,2,1,2,7,7,1,1,6,2,35
Maggie Lucas,DAL,G,1,20,1,0,20,0,5,0,0,3,0,0,2,0,0,0,,0,0,0,2,0,1,0,0
Teana Muldrow,DAL,F,1,3,1,0,3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0
Cappie Pondexter,IND,G,17,411,17,14,411,70,180,0.389,11,28,0.393,59,152,0.388,22,26,0.846,5,41,44,12,0,23,30,173
Aerial Powers,WAS,G,9,114,9,0,114,18,40,0.45,7,16,0.438,11,24,0.458,12,12,1,5,29,8,6,4,7,9,55
Mercedes Russell,SEA,C,22,101,22,0,101,15,31,0.484,0,0,,15,31,0.484,5,10,0.5,8,30,2,0,2,6,14,35
