Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Rushia Brown,CLE,F,30,760,30,24,760,101,195,0.518,1,1,1,100,194,0.515,46,63,0.73,49,132,37,44,10,37,73,249
Marla Brumfield,MIA,G,27,247,27,0,247,17,60,0.283,5,15,0.333,12,45,0.267,5,5,1,9,25,32,20,0,24,27,44
Vicky Bullett,WAS,F,32,1073,32,32,1073,112,286,0.392,19,64,0.297,93,222,0.419,35,48,0.729,65,231,41,53,58,53,86,278
Annie La Fleur,WAS,G,31,731,31,27,731,47,141,0.333,14,47,0.298,33,94,0.351,16,27,0.593,27,76,88,26,2,60,45,124
Alisa Burras,POR,C,26,272,26,1,272,44,83,0.53,0,0,,44,83,0.53,18,31,0.581,22,59,10,5,3,30,30,106
Janell Burse,MIN,C,20,169,20,0,169,16,48,0.333,0,1,0,16,47,0.34,15,20,0.75,23,42,5,2,15,20,20,47
Latasha Byears,LAS,G-F,32,739,32,13,739,133,221,0.602,1,3,0.333,132,218,0.606,30,52,0.577,80,183,29,42,13,38,112,297
Edna Campbell,SAC,G,32,854,32,32,854,92,244,0.377,43,94,0.457,49,150,0.327,33,43,0.767,11,85,74,19,9,64,45,260
Dominique Canty,DET,G,32,625,32,18,625,70,193,0.363,1,5,0.2,69,188,0.367,56,74,0.757,45,83,70,31,1,55,69,197
Michelle Cleary,PHO,G,4,49,4,0,49,0,3,0,0,2,0,0,1,0,2,2,1,2,3,9,2,0,3,2,2
Stacy Clinesmith,SAC,G,16,75,16,0,75,4,14,0.286,2,10,0.2,2,4,0.5,0,0,,0,3,14,1,0,6,10,10
Katrina Colleton,MIA,F,14,121,14,0,121,10,39,0.256,0,1,0,10,38,0.263,6,10,0.6,2,7,7,2,1,7,9,26
Cara Consuegra,UTA,G,15,50,15,0,50,0,5,0,0,2,0,0,3,0,2,4,0.5,1,6,10,4,0,11,4,2
Camille Cooper,NYL,C,4,51,4,0,51,8,12,0.667,0,0,,8,12,0.667,10,13,0.769,7,11,1,0,2,3,6,26
Sylvia Crawley,POR,F,32,921,32,32,921,120,267,0.449,0,1,0,120,266,0.451,59,77,0.766,63,203,54,19,26,61,85,299
Grace Daley,NYL,G,15,66,15,0,66,10,21,0.476,0,5,0,10,16,0.625,5,9,0.556,3,8,10,8,1,7,12,25
Helen Darling,CLE,G,32,778,32,32,778,59,166,0.355,23,70,0.329,36,96,0.375,55,72,0.764,18,76,109,34,4,70,59,196
Keitha Dickerson,UTA,F,4,6,4,0,6,0,0,,0,0,,0,0,,0,4,0,0,1,1,0,0,0,0,0
Tamecka Dixon,LAS,G,29,925,29,29,925,133,319,0.417,6,34,0.176,127,285,0.446,68,86,0.791,19,85,114,27,2,71,52,340
Cintia dos Santos,ORL,C,10,65,10,0,65,7,19,0.368,0,0,,7,19,0.368,5,6,0.833,1,6,2,3,5,7,18,19
Katie Douglas,ORL,G-F,22,439,22,0,439,51,141,0.362,18,57,0.316,33,84,0.393,34,47,0.723,16,51,39,37,7,44,34,154
Margo Dydek,UTA,C,32,970,32,32,970,128,291,0.44,6,15,0.4,122,276,0.442,87,109,0.798,29,243,64,25,113,90,108,349
Michelle Edwards,SEA,G,3,13,3,0,13,1,3,0.333,0,0,,1,3,0.333,2,2,1,0,2,4,1,0,3,2,4
Simone Edwards,SEA,C,32,810,32,27,810,91,190,0.479,0,0,,91,190,0.479,55,83,0.663,67,157,26,24,20,37,54,237
Shalonda Enis,CHA,F-C,32,623,32,11,623,66,158,0.418,14,31,0.452,52,127,0.409,45,63,0.714,48,113,14,10,5,36,60,191
Summer Erb,CHA,C,18,148,18,0,148,18,42,0.429,0,0,,18,42,0.429,18,21,0.857,8,35,4,1,5,10,23,54
Trisha Fallon,PHO,G-F,31,841,31,16,841,127,259,0.49,15,37,0.405,112,222,0.505,53,65,0.815,35,77,33,35,12,47,43,322
Barbara Farris,DET,F-C,31,559,31,10,559,46,98,0.469,0,0,,46,98,0.469,37,58,0.638,41,109,16,7,5,30,68,129
Allison Feaster,CHA,F,32,1007,32,32,1007,126,336,0.375,55,168,0.327,71,168,0.423,58,63,0.921,55,153,46,29,10,59,86,365
Marie Ferdinand-Harris,UTA,G,32,864,32,22,864,143,290,0.493,11,42,0.262,132,248,0.532,69,113,0.611,23,86,79,40,4,63,70,366
Ukari Figgs,LAS,G,32,930,32,29,930,76,179,0.425,54,117,0.462,22,62,0.355,51,63,0.81,14,100,126,43,4,55,42,257
Kristin Folkl,POR,F,32,862,32,31,862,71,166,0.428,5,12,0.417,66,154,0.429,33,40,0.825,49,245,45,20,34,39,56,180
Kisha Ford,MIA,G-F,30,395,30,1,395,26,80,0.325,1,11,0.091,25,69,0.362,18,32,0.563,19,65,21,17,5,18,43,71
Stacey Ford,NYL,F,1,3,1,0,3,1,1,1,0,0,,1,1,1,0,0,,0,1,0,0,0,0,0,2
La'Keshia Frett,SAC,F,30,403,30,10,403,49,126,0.389,0,0,,49,126,0.389,30,35,0.857,23,55,18,10,6,32,30,128
Kelley Gibson,HOU,F-G,28,288,28,6,288,13,57,0.228,3,21,0.143,10,36,0.278,15,22,0.682,6,29,13,8,6,15,20,44
Jennifer Gillom,PHO,F-C,32,858,32,32,858,150,355,0.423,24,70,0.343,126,285,0.442,71,96,0.74,36,127,35,31,19,71,91,395
Adrienne Goodson,UTA,F,28,854,28,25,854,138,319,0.433,5,31,0.161,133,288,0.462,62,89,0.697,66,152,58,27,0,75,64,343
Vedrana Grgin-Fonseca,LAS,F,24,223,24,7,223,28,65,0.431,6,19,0.316,22,46,0.478,9,14,0.643,13,35,12,4,1,15,21,71
Yolanda Griffith*,SAC,C-F,32,1077,32,31,1077,192,368,0.522,0,0,,192,368,0.522,134,186,0.72,162,357,54,63,37,75,114,518
Lady Grooms,SAC,F,31,543,31,0,543,49,114,0.43,0,0,,49,114,0.43,43,58,0.741,32,78,38,15,10,25,43,141
Gordana Grubin,IND,G,27,481,27,9,481,62,167,0.371,17,58,0.293,45,109,0.413,29,39,0.744,18,49,33,7,0,34,30,170
Becky Hammon*,NYL,G,32,619,32,0,619,90,197,0.457,42,111,0.378,48,86,0.558,40,51,0.784,10,52,51,27,1,48,46,262
Lisa Harrison,PHO,F,32,915,32,32,915,96,223,0.43,3,9,0.333,93,214,0.435,51,59,0.864,39,139,52,39,1,49,58,246
Kristi Harrower,MIN,G,4,72,4,1,72,7,15,0.467,3,6,0.5,4,9,0.444,4,4,1,1,4,11,3,0,3,4,21
Nekeshia Henderson,HOU,G,23,179,23,0,179,9,38,0.237,6,22,0.273,3,16,0.188,2,7,0.286,5,21,22,6,0,16,5,26
Sonja Henning,SEA,G,32,902,32,28,902,41,129,0.318,8,44,0.182,33,85,0.388,18,35,0.514,14,71,93,52,6,43,62,108
Amy Herrig,UTA,C,32,448,32,1,448,43,93,0.462,0,0,,43,93,0.462,35,46,0.761,23,81,14,8,14,35,47,121
Jessie Hicks,ORL,C-F,32,456,32,5,456,63,162,0.389,0,0,,63,162,0.389,43,66,0.652,38,92,22,23,17,53,85,169
E.C. Hill,PHO,G,3,8,3,0,8,0,1,0,0,1,0,0,0,,0,0,,0,0,1,1,0,0,2,0
Korie Hlede,UTA,G,27,455,27,10,455,55,141,0.39,8,23,0.348,47,118,0.398,33,38,0.868,15,40,43,25,1,42,56,151
Chamique Holdsclaw,WAS,F,29,975,29,29,975,187,467,0.4,11,46,0.239,176,421,0.418,101,148,0.682,72,256,66,44,14,94,49,486
Kedra Holland-Corn,SAC,G,32,874,32,32,874,111,251,0.442,59,150,0.393,52,101,0.515,41,60,0.683,33,75,69,56,5,66,62,322
Niele Ivey,IND,G,32,708,32,26,708,38,102,0.373,25,70,0.357,13,32,0.406,14,15,0.933,16,55,70,33,5,35,51,115
Lauren Jackson*,SEA,F-C,29,1001,29,29,1001,149,406,0.367,40,129,0.31,109,277,0.394,104,143,0.727,57,193,44,54,64,53,97,442
Tammy Jackson,HOU,F-C,32,442,32,4,442,43,86,0.5,0,0,,43,86,0.5,18,40,0.45,41,91,21,22,11,29,53,104
Tamicha Jackson,POR,G,32,497,32,1,497,55,169,0.325,6,39,0.154,49,130,0.377,16,23,0.696,10,44,50,28,0,45,35,132
Jaclyn Johnson,ORL,F,17,139,17,1,139,14,25,0.56,3,7,0.429,11,18,0.611,4,5,0.8,10,23,9,4,3,17,21,35
LaTonya Johnson,UTA,F,26,228,26,0,228,17,65,0.262,5,30,0.167,12,35,0.343,11,14,0.786,4,19,7,2,1,13,26,50
Pollyanna Johns Kimbrough,CLE,C,18,119,18,0,119,12,27,0.444,0,0,,12,27,0.444,4,9,0.444,12,31,4,0,2,10,12,28
Shannon Johnson,ORL,G,26,785,26,22,785,90,245,0.367,38,104,0.365,52,141,0.369,84,111,0.757,15,77,68,34,6,54,66,302
Tiffani Johnson,HOU,C,32,672,32,28,672,62,138,0.449,0,0,,62,138,0.449,24,28,0.857,44,138,22,12,15,42,67,148
Vickie Johnson,NYL,G-F,32,939,32,32,939,135,326,0.414,30,82,0.366,105,244,0.43,53,70,0.757,23,107,87,35,4,52,62,353
Merlakia Jones,CLE,G,30,998,30,30,998,165,377,0.438,9,34,0.265,156,343,0.455,65,82,0.793,43,164,45,29,4,53,59,404
Jae Kingi-Cross,DET,G,29,625,29,17,625,55,142,0.387,33,88,0.375,22,54,0.407,26,36,0.722,20,63,74,31,8,53,42,169
Ilona Korstine,PHO,G,12,75,12,0,75,7,25,0.28,1,3,0.333,6,22,0.273,6,7,0.857,6,11,5,3,0,9,4,21
Nicole Kubik,PHO,G,3,21,3,0,21,1,4,0.25,0,1,0,1,3,0.333,0,0,,0,2,5,4,0,3,7,2
Amanda Lassiter,HOU,F,32,613,32,18,613,51,139,0.367,26,67,0.388,25,72,0.347,10,15,0.667,27,110,34,16,21,36,66,138
Katarina Lazic,NYL,G,8,55,8,0,55,8,20,0.4,0,2,0,8,18,0.444,1,2,0.5,2,6,3,3,0,10,9,17
Betty Lennox,MIN,G,11,241,11,7,241,41,110,0.373,20,52,0.385,21,58,0.362,19,20,0.95,13,54,16,10,4,25,29,121
Lisa Leslie*,LAS,C,31,1033,31,31,1033,221,467,0.473,22,60,0.367,199,407,0.489,142,193,0.736,88,298,73,34,71,98,132,606
Nicole Levandusky,LAS,G,13,67,13,0,67,7,22,0.318,5,17,0.294,2,5,0.4,1,1,1,5,9,7,5,1,5,3,20
Tynesha Lewis,HOU,G,29,419,29,4,419,39,92,0.424,8,20,0.4,31,72,0.431,11,17,0.647,20,61,15,11,4,26,26,97
Rebecca Lobo*,NYL,C,16,85,16,0,85,7,22,0.318,1,2,0.5,6,20,0.3,2,4,0.5,2,14,1,2,0,7,16,17
Stacey Lovelace,SEA,C,22,211,22,2,211,27,71,0.38,10,26,0.385,17,45,0.378,12,17,0.706,14,32,9,8,5,18,23,76
Pat Luckey,PHO,F,1,8,1,0,8,0,1,0,0,0,,0,1,0,0,0,,0,1,1,0,1,0,0,0
Helen Luz,WAS,G,32,489,32,3,489,55,136,0.404,32,82,0.39,23,54,0.426,22,25,0.88,10,37,55,28,5,43,47,164
Mwadi Mabika,LAS,G,28,828,28,24,828,99,256,0.387,47,123,0.382,52,133,0.391,68,79,0.861,22,130,87,39,11,44,74,313
Clarisse Machanguana,CHA,C-F,30,580,30,8,580,63,126,0.5,0,0,,63,126,0.5,37,57,0.649,34,121,17,16,16,41,95,163
Nadine Malcolm,IND,F,31,705,31,23,705,90,212,0.425,23,56,0.411,67,156,0.429,54,62,0.871,32,92,26,13,3,48,75,257
Rhonda Mapp,LAS,C,30,395,30,0,395,51,123,0.415,0,3,0,51,120,0.425,24,32,0.75,34,79,14,16,6,25,60,126
Michelle Marciniak,SEA,G,27,392,27,5,392,51,139,0.367,10,33,0.303,41,106,0.387,20,37,0.541,17,38,47,30,2,30,49,132
Maylana Martin,MIN,C-F,31,494,31,12,494,35,103,0.34,6,18,0.333,29,85,0.341,19,31,0.613,27,86,19,17,15,37,87,95
Monica Maxwell,IND,F,15,238,15,3,238,16,53,0.302,7,31,0.226,9,22,0.409,8,12,0.667,12,38,14,5,4,22,19,47
Tiffany McCain,ORL,G,32,442,32,9,442,35,109,0.321,21,67,0.313,14,42,0.333,6,9,0.667,7,38,36,10,8,34,52,97
Stephanie White,IND,G-F,30,504,30,0,504,52,137,0.38,23,57,0.404,29,80,0.363,41,53,0.774,13,55,58,26,14,38,50,168
Nikki McCray,WAS,G,32,828,32,32,828,119,290,0.41,22,95,0.232,97,195,0.497,91,128,0.711,22,56,47,26,0,73,68,351
Nicky McCrimmon,LAS,G,28,350,28,0,350,28,63,0.444,5,12,0.417,23,51,0.451,3,7,0.429,3,12,63,21,0,22,19,64
Danielle McCulley,IND,C-F,8,90,8,2,90,5,18,0.278,1,2,0.5,4,16,0.25,17,18,0.944,4,17,5,0,2,7,12,28
Carla McGhee,ORL,F,17,71,17,0,71,6,24,0.25,0,0,,6,24,0.25,2,4,0.5,4,11,0,1,1,6,9,14
Taj McWilliams-Franklin,ORL,F-C,32,1059,32,32,1059,157,331,0.474,2,10,0.2,155,321,0.483,87,117,0.744,114,243,69,52,50,80,74,403
Chasity Melvin,CLE,C-F,27,754,27,20,754,102,215,0.474,2,2,1,100,213,0.469,60,86,0.698,66,154,50,24,16,45,81,266
Coco Miller,WAS,G,20,137,20,0,137,13,40,0.325,2,6,0.333,11,34,0.324,6,11,0.545,5,9,8,6,0,13,10,34
Kelly Miller,CHA,G,26,225,26,0,225,22,57,0.386,7,19,0.368,15,38,0.395,4,5,0.8,11,28,14,9,0,9,14,55
Tausha Mills,WAS,C,30,319,30,0,319,23,69,0.333,0,1,0,23,68,0.338,18,31,0.581,40,105,6,14,4,25,72,64
DeLisha Milton-Jones,LAS,F,32,938,32,27,938,134,296,0.453,12,35,0.343,122,261,0.467,50,63,0.794,71,169,68,49,29,58,101,330
Adriana Moises,PHO,G,7,123,7,0,123,14,36,0.389,4,12,0.333,10,24,0.417,9,12,0.75,4,16,17,6,0,16,11,41
Jenny Mowe,POR,C,5,17,5,0,17,3,3,1,0,0,,3,3,1,0,0,,1,3,0,0,1,2,5,6
Andrea Nagy,NYL,G,23,213,23,0,213,13,31,0.419,6,12,0.5,7,19,0.368,2,4,0.5,0,9,24,2,3,23,25,34
Astou Ndiaye-Diatta,DET,F,32,913,32,31,913,156,341,0.457,5,15,0.333,151,326,0.463,59,76,0.776,60,171,49,22,28,73,82,376
Eva Nemcova,CLE,F,8,113,8,2,113,13,38,0.342,3,15,0.2,10,23,0.435,5,8,0.625,1,10,8,2,5,6,9,34
Claudia Neves,DET,G,22,407,22,15,407,34,94,0.362,19,52,0.365,15,42,0.357,8,8,1,3,29,34,21,0,28,21,95
Deanna Nolan,DET,G-F,27,545,27,0,545,64,194,0.33,21,73,0.288,43,121,0.355,43,53,0.811,16,53,30,17,6,35,43,192
Vanessa Nygaard,POR,F,31,259,31,0,259,28,72,0.389,19,49,0.388,9,23,0.391,1,3,0.333,13,35,10,6,2,14,48,76
Murriel Page,WAS,F,32,989,32,32,989,100,231,0.433,4,17,0.235,96,214,0.449,21,36,0.583,74,177,55,30,36,60,88,225
Wendy Palmer,DET,F,22,651,22,22,651,91,215,0.423,11,33,0.333,80,182,0.44,40,59,0.678,38,154,23,23,4,48,64,233
Michaela Pavlickova,UTA,F,10,21,10,0,21,0,2,0,0,0,,0,2,0,1,2,0.5,0,6,1,0,2,1,0,1
Kate Paye,MIN,G,32,652,32,16,652,30,78,0.385,20,56,0.357,10,22,0.455,11,16,0.688,7,61,97,21,0,46,55,91
Ticha Penicheiro,SAC,G,23,744,23,22,744,42,124,0.339,11,42,0.262,31,82,0.378,49,64,0.766,6,86,172,40,8,64,58,144
Erin Perperoglou,MIN,F,32,725,32,19,725,64,184,0.348,8,29,0.276,56,155,0.361,47,76,0.618,42,118,62,27,29,65,101,183
Bridget Pettis,PHO,G,32,497,32,1,497,53,159,0.333,20,63,0.317,33,96,0.344,46,56,0.821,30,60,50,28,4,38,47,172
Tari Phillips,NYL,F-C,32,1049,32,32,1049,208,410,0.507,0,4,0,208,406,0.512,73,125,0.584,89,257,34,48,17,84,110,489
Elaine Powell,ORL,G,32,1055,32,32,1055,119,296,0.402,39,102,0.382,80,194,0.412,80,106,0.755,32,98,98,49,7,79,64,357
Lynn Pride,MIN,G-F,32,713,32,14,713,68,174,0.391,1,4,0.25,67,170,0.394,33,55,0.6,47,146,28,28,20,46,77,170
Hajdana Radunovic,NYL,C,4,9,4,0,9,1,2,0.5,0,0,,1,2,0.5,2,2,1,1,4,0,0,1,2,3,4
Semeka Randall,SEA,G,32,884,32,30,884,117,315,0.371,0,4,0,117,311,0.376,66,100,0.66,32,105,44,29,4,73,45,300
Kristen Rasmussen,MIA,F,28,416,28,3,416,31,86,0.36,1,4,0.25,30,82,0.366,12,16,0.75,33,88,16,11,14,31,48,75
Jamie Redd,SEA,F,32,659,32,6,659,82,216,0.38,22,77,0.286,60,139,0.432,45,66,0.682,29,82,48,17,3,48,101,231
Brandy Reed,PHO,F,1,13,1,0,13,1,8,0.125,0,0,,1,8,0.125,1,1,1,0,3,0,0,0,0,0,3
Tracy Reid,MIA,F,21,278,21,2,278,32,63,0.508,0,0,,32,63,0.508,16,26,0.615,10,37,13,15,5,25,28,80
Ruth Riley,MIA,C,32,799,32,20,799,77,162,0.475,0,0,,77,162,0.475,64,83,0.771,51,130,26,25,46,63,107,218
Jennifer Rizzotti,CLE,G,32,476,32,0,476,42,110,0.382,28,73,0.384,14,37,0.378,7,11,0.636,2,30,51,25,2,41,30,119
Crystal Robinson,NYL,F,32,980,32,32,980,123,267,0.461,70,168,0.417,53,99,0.535,26,29,0.897,23,92,83,32,8,28,86,342
Nykesha Sales,ORL,F-G,32,1039,32,31,1039,166,379,0.438,43,137,0.314,123,242,0.508,58,74,0.784,57,172,58,70,6,72,109,433
Sheri Sam,MIA,G-F,32,1100,32,32,1100,180,417,0.432,27,98,0.276,153,319,0.48,57,76,0.75,41,137,88,55,8,87,67,444
Alessandra Santos de Oliveira,SEA,C,10,62,10,1,62,4,14,0.286,0,0,,4,14,0.286,5,11,0.455,10,16,0,0,0,3,12,13
Kelly Santos,DET,F,14,153,14,0,153,20,42,0.476,0,1,0,20,41,0.488,12,18,0.667,11,27,5,3,3,12,23,52
Paige Sauer,CLE,C,2,4,2,0,4,1,3,0.333,0,0,,1,3,0.333,0,0,,1,2,0,0,1,1,1,2
Jaynetta Saunders,PHO,F,28,253,28,6,253,25,77,0.325,1,3,0.333,24,74,0.324,17,25,0.68,13,40,7,10,8,14,28,68
Audrey Sauret,WAS,G,25,455,25,3,455,33,111,0.297,3,26,0.115,30,85,0.353,7,24,0.292,11,42,43,24,4,41,39,76
Kelly Schumacher,IND,C,28,380,28,5,380,46,93,0.495,3,5,0.6,43,88,0.489,17,20,0.85,23,70,10,5,28,21,41,112
Georgia Schweitzer,MIN,G-F,24,423,24,8,423,32,102,0.314,7,42,0.167,25,60,0.417,13,17,0.765,15,50,34,11,6,17,34,84
Olympia Scott,IND,C,32,775,32,30,775,99,217,0.456,0,2,0,99,215,0.46,82,111,0.739,52,161,40,22,12,72,108,280
Elena Shakirova,HOU,C,26,203,26,2,203,12,38,0.316,0,7,0,12,31,0.387,14,23,0.609,15,35,9,6,2,9,11,38
Charlotte Smith,CHA,F,30,678,30,24,678,57,146,0.39,10,32,0.313,47,114,0.412,47,64,0.734,36,101,50,16,13,41,73,171
Charmin Smith,SEA,G,32,589,32,8,589,17,63,0.27,11,38,0.289,6,25,0.24,13,21,0.619,18,55,39,17,1,26,52,58
Katie Smith*,MIN,G,32,1234,32,32,1234,204,519,0.393,85,240,0.354,119,279,0.427,246,275,0.895,39,122,70,23,5,87,94,739
Tangela Smith,SAC,C,32,912,32,32,912,148,352,0.42,0,2,0,148,350,0.423,62,85,0.729,48,179,41,34,55,66,106,358
Rachael Sporn,DET,F,23,265,23,1,265,19,47,0.404,0,0,,19,47,0.404,3,9,0.333,21,52,11,7,4,13,16,41
Trisha Stafford-Odom,HOU,F,30,365,30,4,365,39,106,0.368,0,1,0,39,105,0.371,35,52,0.673,38,85,16,12,2,26,42,113
Dawn Staley*,CHA,G,32,1152,32,32,1152,107,281,0.381,33,89,0.371,74,192,0.385,51,57,0.895,11,71,179,52,1,100,54,298
Kate Starbird,UTA,F-G,23,310,23,7,310,41,110,0.373,5,23,0.217,36,87,0.414,22,27,0.815,13,30,21,8,1,15,30,109
Katy Steding,SEA,F,26,393,26,17,393,35,94,0.372,16,35,0.457,19,59,0.322,16,20,0.8,9,35,24,16,9,22,23,102
Maria Stepanova,PHO,C,32,815,32,31,815,143,282,0.507,0,2,0,143,280,0.511,48,78,0.615,66,201,41,43,64,50,110,334
Jackie Stiles,POR,G,32,1023,32,32,1023,156,385,0.405,50,116,0.431,106,269,0.394,116,149,0.779,24,77,55,24,3,68,75,478
Andrea Stinson,CHA,G,32,1006,32,32,1006,179,370,0.484,29,65,0.446,150,305,0.492,63,79,0.797,39,137,88,43,19,70,59,450
Shanele Stires,MIN,F,18,201,18,5,201,20,53,0.377,6,25,0.24,14,28,0.5,5,7,0.714,10,27,14,8,4,19,27,51
Tamara Stocks,WAS,F-C,3,11,3,0,11,1,3,0.333,0,0,,1,3,0.333,1,2,0.5,0,2,0,0,0,0,3,3
Jurgita Streimikyte,IND,F,27,707,27,26,707,99,207,0.478,0,9,0,99,198,0.5,48,57,0.842,45,139,52,37,19,52,81,246
Tammy Sutton-Brown,CHA,C,29,602,29,21,602,72,147,0.49,0,0,,72,147,0.49,52,72,0.722,51,129,11,21,39,40,84,196
Penny Taylor,CLE,F,32,561,32,0,561,86,225,0.382,22,73,0.301,64,152,0.421,36,46,0.783,36,112,44,35,11,38,46,230
Stacey Thomas,POR,F,32,413,32,1,413,22,60,0.367,0,7,0,22,53,0.415,15,35,0.429,31,70,41,30,10,40,57,59
Alicia Thompson,IND,F,22,381,22,7,381,76,174,0.437,17,43,0.395,59,131,0.45,17,23,0.739,21,63,25,9,7,22,24,186
Tina Thompson*,HOU,F,30,1102,30,30,1102,199,528,0.377,44,150,0.293,155,378,0.41,137,163,0.84,84,233,58,29,22,87,74,579
Michele Timms*,PHO,G,21,408,21,18,408,38,110,0.345,14,46,0.304,24,64,0.375,8,10,0.8,11,45,87,21,2,42,42,98
Elena Tornikidou,DET,F,32,777,32,32,777,111,249,0.446,22,49,0.449,89,200,0.445,63,71,0.887,28,77,56,19,14,59,59,307
Levys Torres,MIA,C,2,8,2,0,8,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,2,0,0
Slobodanka Tuvic,PHO,C,30,325,30,0,325,13,42,0.31,0,0,,13,42,0.31,28,59,0.475,18,63,17,16,17,28,49,54
Michele Van Gorp,MIN,C,22,243,22,8,243,15,40,0.375,0,1,0,15,39,0.385,11,20,0.55,15,34,12,3,6,18,36,41
Kristen Veal,PHO,G,29,658,29,14,658,35,125,0.28,14,50,0.28,21,75,0.28,32,42,0.762,14,60,125,33,4,82,58,116
Kamila Vodichkova,SEA,F-C,29,405,29,4,405,51,122,0.418,10,25,0.4,41,97,0.423,38,44,0.864,25,71,23,16,7,34,56,150
DeMya Walker,POR,F,21,297,21,0,297,44,100,0.44,2,3,0.667,42,97,0.433,23,40,0.575,29,58,10,7,12,35,51,113
Maren Walseth,SAC,F,4,8,4,0,8,1,2,0.5,0,0,,1,2,0.5,2,2,1,2,2,0,0,0,2,2,4
Coquese Washington,HOU,G,32,1013,32,32,1013,63,177,0.356,29,81,0.358,34,96,0.354,14,22,0.636,20,118,122,69,9,57,63,169
Tonya Massaline,WAS,F,30,336,30,2,336,41,114,0.36,10,29,0.345,31,85,0.365,9,11,0.818,19,43,10,4,2,14,5,101
Ann Wauters,CLE,C,24,622,24,14,622,87,153,0.569,0,2,0,87,151,0.576,60,75,0.8,35,114,35,17,13,50,55,234
Teresa Weatherspoon*,NYL,G,32,974,32,32,974,72,167,0.431,10,26,0.385,62,141,0.44,53,79,0.671,29,118,203,55,4,81,83,207
