Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Val Whiting-Raymond,MIN,C-F,26,462,26,15,462,24,90,0.267,0,1,0,24,89,0.27,40,54,0.741,25,83,16,15,14,34,62,88
Tamika Whitmore,NYL,F,32,752,32,29,752,96,222,0.432,1,2,0.5,95,220,0.432,33,58,0.569,29,97,19,17,10,33,70,226
Jennifer Whittle,WAS,C,4,20,4,0,20,0,1,0,0,1,0,0,0,,0,2,0,1,1,0,0,1,3,8,0
Sue Wicks,NYL,F,30,602,30,3,602,61,130,0.469,0,7,0,61,123,0.496,35,52,0.673,36,138,37,36,30,43,86,157
Adrian Williams-Strong,PHO,C-F,25,375,25,1,375,38,113,0.336,0,0,,38,113,0.336,20,28,0.714,21,75,11,15,5,34,43,96
Natalie Williams,UTA,C,31,1064,31,31,1064,171,349,0.49,0,4,0,171,345,0.496,97,133,0.729,111,308,55,41,10,70,128,439
Rita Williams,IND,G,32,1042,32,29,1042,115,293,0.392,41,109,0.376,74,184,0.402,110,132,0.833,25,104,114,72,11,100,71,381
Wendi Willits,LAS,G,13,47,13,0,47,6,20,0.3,2,13,0.154,4,7,0.571,3,4,0.75,1,5,3,1,0,2,0,17
Sophia Witherspoon,POR,G,31,862,31,30,862,113,358,0.316,57,182,0.313,56,176,0.318,90,106,0.849,20,74,54,30,8,72,59,373
Kara Wolters,SAC,C,31,378,31,1,378,63,134,0.47,0,0,,63,134,0.47,25,31,0.806,21,74,17,4,25,33,55,151
Angelina Wolvert,CLE,F-C,1,5,1,0,5,1,3,0.333,0,0,,1,3,0.333,0,0,,1,1,0,0,0,0,1,2
Brooke Wyckoff,ORL,F,32,648,32,27,648,41,125,0.328,6,37,0.162,35,88,0.398,20,28,0.714,48,122,37,26,15,50,91,108
Dana Wynne,SAC,F,1,3,1,0,3,0,0,,0,0,,0,0,,2,2,1,1,1,0,0,1,0,2,2
Carolyn Young,POR,G,23,279,23,1,279,37,99,0.374,10,34,0.294,27,65,0.415,27,37,0.73,10,34,15,14,1,27,27,111
Tonya Edwards,TOT,G,32,580,32,9,580,60,171,0.351,10,36,0.278,50,135,0.37,64,84,0.762,16,62,48,19,7,62,79,194
Vicki Hall,TOT,F,27,348,27,6,348,41,100,0.41,7,25,0.28,34,75,0.453,12,22,0.545,15,49,13,5,5,18,33,101
Tonya Edwards,PHO,G,10,208,10,9,208,26,71,0.366,5,14,0.357,21,57,0.368,37,47,0.787,5,19,18,5,1,22,30,94
Vicki Hall,CLE,F,14,225,14,6,225,27,66,0.409,7,22,0.318,20,44,0.455,4,8,0.5,10,33,9,1,5,11,22,65
Tonya Edwards,CHA,G,22,372,22,0,372,34,100,0.34,5,22,0.227,29,78,0.372,27,37,0.73,11,43,30,14,6,40,49,100
Vicki Hall,IND,F,13,123,13,0,123,14,34,0.412,0,3,0,14,31,0.452,8,14,0.571,5,16,4,4,0,7,11,36
