Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Anna DeForge,DET,G,7,113,7,7,113,5,18,0.278,0,4,0,5,14,0.357,0,0,,6,20,10,4,0,7,7,10
Erika de Souza,ATL,F-C,34,928,34,34,928,170,322,0.528,0,0,,170,322,0.528,62,95,0.653,119,309,38,32,44,70,117,402
Tamecka Dixon,IND,G,32,424,32,1,424,55,134,0.41,4,10,0.4,51,124,0.411,18,21,0.857,10,51,37,12,3,27,45,132
Scholanda Dorrell,SAC,G,34,633,34,29,633,79,193,0.409,8,25,0.32,71,168,0.423,59,87,0.678,19,53,27,33,7,54,70,225
Katie Douglas,IND,G-F,31,1003,31,31,1003,188,459,0.41,66,189,0.349,122,270,0.452,105,122,0.861,24,120,85,56,7,75,45,547
Candice Dupree,CHI,F,34,1186,34,34,1186,204,476,0.429,24,62,0.387,180,414,0.435,102,130,0.785,76,268,75,35,41,81,54,534
Shyra Ely-Gash,CHI,F,34,497,34,9,497,84,201,0.418,23,60,0.383,61,141,0.433,41,51,0.804,22,88,20,12,8,36,55,232
Lauren Ervin,CON,F,8,56,8,0,56,8,17,0.471,0,0,,8,17,0.471,0,2,0,4,13,0,1,0,2,5,16
Barbara Farris,DET,F-C,13,110,13,3,110,2,9,0.222,0,0,,2,9,0.222,13,16,0.813,3,18,5,5,0,9,17,17
Marie Ferdinand-Harris,LAS,G,28,339,28,6,339,58,135,0.43,4,22,0.182,54,113,0.478,31,37,0.838,17,41,24,15,2,22,44,151
Cheryl Ford,DET,F,29,755,29,29,755,97,227,0.427,0,3,0,97,224,0.433,55,100,0.55,71,215,25,28,13,49,105,249
Sylvia Fowles,CHI,C,24,692,24,20,692,103,172,0.599,0,0,,103,172,0.599,64,99,0.646,52,188,19,21,35,76,72,270
A'Quonesia Franklin,SEA,G,2,20,2,0,20,0,4,0,0,2,0,0,2,0,0,0,,0,2,1,1,0,1,2,0
Megan Frazee,SAS,F,29,326,29,0,326,52,126,0.413,14,37,0.378,38,89,0.427,27,39,0.692,27,84,15,8,5,21,43,145
Kerri Gardin,CON,F,33,596,33,23,596,58,159,0.365,10,39,0.256,48,120,0.4,54,89,0.607,54,143,39,25,24,38,57,180
Katie Gearlds,SEA,G-F,20,243,20,0,243,29,74,0.392,21,52,0.404,8,22,0.364,3,4,0.75,4,26,11,6,3,12,14,82
Yolanda Griffith*,IND,C-F,3,41,3,0,41,6,12,0.5,0,0,,6,12,0.5,7,9,0.778,4,7,0,0,2,3,6,19
Sandrine Gruda,CON,F-C,26,810,26,25,810,151,323,0.467,0,0,,151,323,0.467,48,86,0.558,66,165,35,23,41,68,86,350
Becky Hammon*,SAS,G,31,1049,31,31,1049,200,447,0.447,76,206,0.369,124,241,0.515,128,142,0.901,25,103,156,49,12,111,54,604
Lindsey Harding,WAS,G,34,1194,34,34,1194,163,375,0.435,20,62,0.323,143,313,0.457,89,119,0.748,24,135,154,43,13,101,68,435
Laura Harper,SAC,F-C,33,460,33,11,460,45,116,0.388,0,0,,45,116,0.388,60,82,0.732,54,113,20,13,22,42,65,150
Kristi Harrower,LAS,G,31,520,31,26,520,40,111,0.36,8,39,0.205,32,72,0.444,9,11,0.818,17,57,69,16,0,27,32,97
Vanessa Hayden,LAS,C,25,269,25,1,269,39,95,0.411,0,0,,39,95,0.411,16,25,0.64,27,67,6,4,22,19,49,94
Roneeka Hodges,MIN,G,33,902,33,27,902,115,276,0.417,68,171,0.398,47,105,0.448,30,33,0.909,20,99,64,21,15,36,54,328
Ebony Hoffman,IND,F,34,1005,34,34,1005,122,313,0.39,25,72,0.347,97,241,0.402,69,77,0.896,56,199,52,57,12,82,106,338
Chamique Holdsclaw,ATL,F,25,708,25,25,708,132,319,0.414,6,30,0.2,126,289,0.436,78,93,0.839,29,109,56,34,7,74,60,348
Quanitra Hollingsworth,MIN,C,34,434,34,1,434,50,120,0.417,0,0,,50,120,0.417,64,91,0.703,47,110,5,12,8,34,65,164
Amber Holt,CON,F,23,380,23,7,380,40,123,0.325,13,50,0.26,27,73,0.37,44,53,0.83,13,74,44,9,2,14,39,137
Alexis Hornbuckle,DET,G,32,850,32,21,850,81,213,0.38,25,64,0.391,56,149,0.376,26,48,0.542,46,158,86,42,9,69,93,213
Charde Houston,MIN,F,34,792,34,33,792,175,376,0.465,23,69,0.333,152,307,0.495,72,99,0.727,44,186,59,43,21,64,107,445
Lauren Jackson*,SEA,F-C,26,843,26,26,843,168,363,0.463,49,114,0.43,119,249,0.478,114,143,0.797,48,182,22,38,45,43,97,499
Tiffany Jackson-Jones,NYL,F,34,495,34,9,495,67,149,0.45,0,0,,67,149,0.45,46,64,0.719,35,116,24,21,13,43,55,180
Briann January,IND,G,33,683,33,4,683,64,192,0.333,25,87,0.287,39,105,0.371,74,87,0.851,23,63,77,36,3,57,78,227
Anete Jekabsone-Zogota,CON,G,27,644,27,16,644,97,234,0.415,39,99,0.394,58,135,0.43,22,28,0.786,12,78,59,9,0,48,61,255
Shannon Johnson,SEA,G,34,618,34,6,618,36,107,0.336,18,61,0.295,18,46,0.391,47,55,0.855,14,62,52,27,7,52,56,137
Temeka Johnson,PHO,G,34,901,34,34,901,125,281,0.445,36,87,0.414,89,194,0.459,42,50,0.84,8,120,157,29,4,76,79,328
Vickie Johnson,SAS,G-F,32,737,32,32,737,80,185,0.432,21,56,0.375,59,129,0.457,23,27,0.852,23,108,77,16,4,39,40,204
Asjha Jones,CON,F,23,727,23,23,727,159,339,0.469,5,16,0.313,154,323,0.477,61,80,0.763,43,136,56,20,13,49,79,384
Cathrine Kraayeveld,NYL,F,34,888,34,26,888,105,264,0.398,60,144,0.417,45,120,0.375,37,49,0.755,32,155,32,22,13,66,76,307
Jennifer Lacy,ATL,F,32,362,32,0,362,35,107,0.327,4,19,0.211,31,88,0.352,22,33,0.667,32,70,9,9,7,24,57,96
Crystal Langhorne,WAS,F-C,34,1013,34,22,1013,163,284,0.574,0,2,0,163,282,0.578,82,119,0.689,101,268,29,34,13,76,74,408
Erlana Larkins,NYL,F,18,137,18,0,137,14,33,0.424,0,0,,14,33,0.424,16,23,0.696,11,31,8,9,4,16,19,44
Ivory Latta,ATL,G,24,350,24,0,350,45,110,0.409,18,50,0.36,27,60,0.45,38,46,0.826,3,16,34,13,1,26,32,146
Edwige Lawson-Wade,SAS,G,33,583,33,12,583,58,151,0.384,41,113,0.363,17,38,0.447,15,18,0.833,9,66,74,29,1,29,53,172
Kara Lawson,SAC,G,25,604,25,5,604,76,200,0.38,37,110,0.336,39,90,0.433,31,33,0.939,11,53,63,16,1,35,24,220
Shalee Lehning,ATL,G,34,707,34,20,707,36,93,0.387,6,30,0.2,30,63,0.476,24,31,0.774,19,79,127,18,3,54,44,102
Betty Lennox,LAS,G,30,640,30,13,640,111,268,0.414,25,83,0.301,86,185,0.465,59,66,0.894,33,136,54,26,4,70,70,306
Lisa Leslie*,LAS,C,23,638,23,21,638,144,278,0.518,1,6,0.167,143,272,0.526,65,90,0.722,56,151,49,16,33,59,75,354
Camille Smith,SEA,F,34,1044,34,34,1044,124,263,0.471,7,27,0.259,117,236,0.496,86,126,0.683,75,222,35,39,13,67,118,341
Sancho Lyttle,ATL,F,34,931,34,31,931,184,363,0.507,0,1,0,184,362,0.508,75,101,0.743,72,254,51,68,22,64,105,443
Hamchetou Maiga-Ba,SAC,F,34,676,34,5,676,124,255,0.486,0,1,0,124,254,0.488,55,77,0.714,34,89,37,31,8,52,76,303
Kristen Mann,WAS,F,16,95,16,0,95,10,28,0.357,4,18,0.222,6,10,0.6,1,1,1,2,14,6,3,0,3,9,25
Kelly Mazzante,PHO,G,31,433,31,2,433,36,99,0.364,31,88,0.352,5,11,0.455,3,3,1,7,40,17,10,3,10,42,106
Rashanda McCants,MIN,F,34,482,34,1,482,56,150,0.373,11,38,0.289,45,112,0.402,22,39,0.564,30,68,26,15,10,36,74,145
Janel McCarville,NYL,F-C,32,848,32,32,848,151,301,0.502,1,3,0.333,150,298,0.503,90,107,0.841,63,175,88,41,44,86,79,393
Angel McCoughtry,ATL,F-G,34,735,34,10,735,160,336,0.476,15,51,0.294,145,285,0.509,100,135,0.741,35,105,71,74,12,72,92,435
Taj McWilliams-Franklin,DET,F-C,34,1032,34,34,1032,139,283,0.491,3,15,0.2,136,268,0.507,51,68,0.75,65,225,98,33,16,66,86,332
Chasity Melvin,WAS,C-F,34,756,34,33,756,84,188,0.447,0,1,0,84,187,0.449,33,61,0.541,79,158,36,34,29,50,101,201
Britany Miller,DET,C,1,8,1,0,8,0,1,0,0,0,,0,1,0,0,0,,0,0,0,1,0,0,1,0
Coco Miller,ATL,G,34,407,34,5,407,50,122,0.41,8,27,0.296,42,95,0.442,23,26,0.885,20,50,33,12,2,31,37,131
Kelly Miller,MIN,G,34,675,34,25,675,54,149,0.362,22,66,0.333,32,83,0.386,20,22,0.909,19,74,67,24,2,50,56,150
DeLisha Milton-Jones,LAS,F,33,1043,33,33,1043,129,322,0.401,24,82,0.293,105,240,0.438,56,74,0.757,51,157,71,41,8,74,84,338
Leilani Mitchell,NYL,G,34,436,34,2,436,30,100,0.3,14,52,0.269,16,48,0.333,6,6,1,8,41,76,9,2,26,46,80
Anna Montanana,MIN,F,16,169,16,1,169,14,36,0.389,5,15,0.333,9,21,0.429,2,2,1,15,26,19,9,0,12,17,35
Renee Montgomery,MIN,G,34,764,34,9,764,102,250,0.408,42,121,0.347,60,129,0.465,60,72,0.833,15,66,72,25,9,66,37,306
Jessica Moore,IND,F-C,31,613,31,9,613,57,121,0.471,0,1,0,57,120,0.475,34,46,0.739,40,96,14,19,6,32,85,148
Loree Moore,NYL,G,34,941,34,32,941,78,233,0.335,26,100,0.26,52,133,0.391,33,48,0.688,19,125,133,66,2,78,55,215
Bernice Mosby,WAS,F,24,169,24,0,169,17,47,0.362,0,1,0,17,46,0.37,12,14,0.857,15,37,3,8,1,16,29,46
Shay Murphy,IND,G,24,186,24,0,186,34,89,0.382,11,32,0.344,23,57,0.404,21,26,0.808,23,42,10,6,2,9,30,100
Chen Nan,CHI,C,26,320,26,5,320,46,95,0.484,0,0,,46,95,0.484,5,8,0.625,23,55,6,8,9,29,38,97
Chelsea Newton,SAC,G,23,336,23,0,336,26,70,0.371,4,12,0.333,22,58,0.379,12,18,0.667,10,30,39,18,3,16,31,68
Deanna Nolan,DET,G-F,33,1113,33,33,1113,214,525,0.408,40,123,0.325,174,402,0.433,91,116,0.784,36,141,116,44,10,73,91,559
Nicole Ohlde,PHO,F-C,21,311,21,0,311,38,71,0.535,0,0,,38,71,0.535,33,46,0.717,19,59,6,5,20,29,55,109
Courtney Paris,SAC,C,33,442,33,6,442,68,132,0.515,0,1,0,68,131,0.519,24,33,0.727,56,134,22,11,10,20,48,160
Candace Parker,LAS,F-C,25,815,25,24,815,131,270,0.485,5,24,0.208,126,246,0.512,61,80,0.763,60,244,64,15,53,55,53,328
Ticha Penicheiro,SAC,G,30,724,30,28,724,45,139,0.324,1,9,0.111,44,130,0.338,57,70,0.814,12,81,155,30,4,64,45,148
Jia Perkins,CHI,G,34,931,34,34,931,158,379,0.417,30,78,0.385,128,301,0.425,104,123,0.846,28,116,100,73,6,55,78,450
Erin Perperoglou,SAS,F,34,579,34,9,579,31,96,0.323,7,22,0.318,24,74,0.324,23,34,0.676,22,75,31,24,11,35,57,92
Erin Phillips,CON,G,32,740,32,18,740,86,225,0.382,34,116,0.293,52,109,0.477,52,64,0.813,30,103,66,43,3,43,52,258
Plenette Pierson,DET,F,1,5,1,0,5,0,2,0,0,0,,0,2,0,0,0,,0,0,0,1,1,0,2,0
Cappie Pondexter,PHO,G,34,1075,34,34,1075,236,513,0.46,43,120,0.358,193,393,0.491,133,151,0.881,32,144,171,31,12,86,99,648
Nicole Powell,SAC,F,34,1035,34,34,1035,198,476,0.416,77,212,0.363,121,264,0.458,94,96,0.979,51,200,77,49,8,84,62,567
LaToya Sanders,MIN,F-C,17,159,17,0,159,13,30,0.433,0,0,,13,30,0.433,11,15,0.733,14,37,8,3,14,14,22,37
Allie Quigley,PHO,G,6,32,6,0,32,3,8,0.375,2,4,0.5,1,4,0.25,2,2,1,1,5,1,0,0,5,6,10
Noelle Quinn,LAS,G,34,929,34,9,929,115,244,0.471,24,77,0.312,91,167,0.545,30,37,0.811,33,122,118,40,11,51,59,284
Ruth Riley,SAS,C,31,650,31,17,650,68,147,0.463,4,18,0.222,64,129,0.496,23,26,0.885,35,140,28,14,45,35,90,163
Ashley Robinson,SEA,C,26,167,26,2,167,5,25,0.2,0,1,0,5,24,0.208,2,4,0.5,5,24,2,2,13,10,31,12
Nakia Sanford,WAS,C-F,34,663,34,13,663,77,164,0.47,0,0,,77,164,0.47,59,102,0.578,55,147,22,26,14,73,109,213
Olayinka Sanni,DET,F-C,31,298,31,1,298,47,98,0.48,0,0,,47,98,0.48,25,36,0.694,27,57,16,11,5,30,56,119
Kelly Schumacher,DET,C,1,10,1,0,10,0,0,,0,0,,0,0,,0,0,,0,0,0,0,1,0,2,0
K.B. Sharp,CHI,G,27,325,27,0,325,23,57,0.404,6,17,0.353,17,40,0.425,18,19,0.947,3,20,25,8,2,23,15,70
Brooke Smith,PHO,F-C,21,144,21,0,144,7,15,0.467,0,0,,7,15,0.467,7,8,0.875,11,35,3,2,3,7,30,21
Katie Smith*,DET,G,27,894,27,27,894,128,294,0.435,57,132,0.432,71,162,0.438,56,61,0.918,13,63,76,21,2,62,69,369
Tangela Smith,PHO,C,34,920,34,34,920,137,304,0.451,42,93,0.452,95,211,0.45,20,23,0.87,35,183,27,34,57,37,107,336
Belinda Snell,SAS,G,30,553,30,6,553,61,182,0.335,42,137,0.307,19,45,0.422,23,29,0.793,21,70,37,27,3,29,50,187
Michelle Snow,ATL,C,34,503,34,2,503,67,140,0.479,0,2,0,67,138,0.486,51,67,0.761,40,145,17,15,17,39,73,185
Sidney Spencer,NYL,G,33,340,33,0,340,34,88,0.386,22,57,0.386,12,31,0.387,9,9,1,7,38,15,6,1,9,24,99
Tammy Sutton-Brown,IND,C,27,680,27,25,680,95,204,0.466,0,0,,95,204,0.466,76,102,0.745,44,158,23,15,40,49,76,266
Ketia Swanier,PHO,G,33,388,33,0,388,33,88,0.375,11,33,0.333,22,55,0.4,16,18,0.889,7,53,54,15,3,46,34,93
Diana Taurasi,PHO,G,31,976,31,31,976,200,434,0.461,79,194,0.407,121,240,0.504,152,170,0.894,18,178,109,36,43,82,95,631
Penny Taylor,PHO,F,14,283,14,1,283,50,108,0.463,10,25,0.4,40,83,0.482,43,48,0.896,12,34,32,18,2,31,32,153
Christi Thomas,MIN,F-C,11,66,11,0,66,1,21,0.048,0,7,0,1,14,0.071,1,2,0.5,5,15,3,3,5,6,15,3
Tina Thompson*,LAS,F,34,1182,34,34,1182,152,395,0.385,52,141,0.369,100,254,0.394,85,98,0.867,46,199,78,26,24,94,71,441
Erin Thorn,CHI,G,34,577,34,0,577,72,170,0.424,37,92,0.402,35,78,0.449,30,33,0.909,13,53,53,20,0,31,32,211
Kristi Toliver,CHI,G,27,386,27,0,386,72,159,0.453,40,90,0.444,32,69,0.464,21,23,0.913,6,37,51,10,3,44,33,205
Barbara Turner,CON,G-F,7,144,7,0,144,8,39,0.205,4,25,0.16,4,14,0.286,8,10,0.8,4,15,14,5,0,4,12,28
Kia Vaughn,NYL,C,34,396,34,1,396,73,148,0.493,0,2,0,73,146,0.5,17,34,0.5,35,88,8,6,3,32,57,163
Ashley Walker,SEA,F-C,13,90,13,0,90,7,28,0.25,1,6,0.167,6,22,0.273,8,10,0.8,6,23,4,2,2,7,20,23
DeMya Walker,SAC,F,34,821,34,30,821,119,250,0.476,0,1,0,119,249,0.478,53,73,0.726,54,157,65,27,16,92,112,291
Ann Wauters,SAS,C,17,463,17,16,463,92,168,0.548,1,6,0.167,91,162,0.562,35,52,0.673,29,95,19,13,6,44,39,220
Lindsay Whalen*,CON,G,34,1000,34,34,1000,141,328,0.43,22,83,0.265,119,245,0.486,115,129,0.891,40,156,156,43,5,63,87,419
Erica White,IND,G,2,18,2,0,18,1,6,0.167,0,3,0,1,3,0.333,0,0,,0,2,4,1,1,0,1,2
Tan White,CON,G,30,659,30,15,659,97,247,0.393,49,130,0.377,48,117,0.41,42,50,0.84,21,82,66,35,9,37,73,285
Tamika Whitmore,CON,F,24,376,24,1,376,37,127,0.291,7,23,0.304,30,104,0.288,24,33,0.727,21,52,25,9,3,20,34,105
Khadijah Whittington,IND,F,3,25,3,0,25,6,10,0.6,0,0,,6,10,0.6,0,0,,2,5,2,0,0,0,2,12
Candice Wiggins,MIN,G,34,1017,34,34,1017,135,360,0.375,42,131,0.321,93,229,0.406,134,150,0.893,30,100,88,41,7,81,99,446
Le'coe Willingham,PHO,F,34,713,34,34,713,136,255,0.533,1,8,0.125,135,247,0.547,67,79,0.848,64,143,35,22,9,46,91,340
Lisa Willis,SAC,G,2,5,2,0,5,0,2,0,0,1,0,0,1,0,0,0,,0,0,0,0,0,1,1,0
Christina Wirth,IND,F,21,121,21,0,121,8,29,0.276,5,14,0.357,3,15,0.2,1,1,1,3,15,13,3,1,3,12,22
Lindsay Wisdom-Hylton,LAS,F,29,197,29,0,197,28,61,0.459,1,1,1,27,60,0.45,12,19,0.632,14,41,8,3,8,15,12,69
Tanisha Wright,SEA,G,33,1072,33,33,1072,150,324,0.463,8,30,0.267,142,294,0.483,96,106,0.906,44,117,129,50,10,85,119,404
Brooke Wyckoff,CHI,F,27,531,27,23,531,28,74,0.378,20,51,0.392,8,23,0.348,7,8,0.875,17,73,38,10,20,29,61,83
Sophia Young-Malcolm,SAS,F,33,1113,33,33,1113,219,482,0.454,17,55,0.309,202,427,0.473,145,189,0.767,69,215,54,44,16,62,67,600
Shavonte Zellous,DET,G,34,802,34,4,802,118,297,0.397,15,49,0.306,103,248,0.415,155,181,0.856,25,106,62,27,17,77,111,406
Shanna Zolman,SAS,G,19,176,19,1,176,35,76,0.461,20,45,0.444,15,31,0.484,5,6,0.833,0,10,6,2,0,5,11,95
Kristin Haynie,TOT,G,29,317,29,3,317,33,88,0.375,8,28,0.286,25,60,0.417,17,21,0.81,8,40,29,27,1,25,27,91
Tasha Humphrey,TOT,C,28,407,28,4,407,62,166,0.373,22,71,0.31,40,95,0.421,24,31,0.774,13,72,11,13,9,20,69,170
Crystal Kelly,TOT,F,34,367,34,4,367,33,79,0.418,0,1,0,33,78,0.423,63,75,0.84,26,53,12,11,3,33,56,129
Katie Mattera,TOT,C,15,102,15,0,102,16,25,0.64,0,0,,16,25,0.64,8,15,0.533,9,28,1,1,9,19,22,40
Armintie Herrington,TOT,G,33,421,33,0,421,32,84,0.381,0,0,,32,84,0.381,29,50,0.58,32,75,30,15,3,27,44,93
Nikki Teasley,TOT,G,21,456,21,17,456,27,69,0.391,17,47,0.362,10,22,0.455,10,12,0.833,3,31,59,15,5,28,44,81
Tamera Young,TOT,F,21,201,21,6,201,25,73,0.342,3,13,0.231,22,60,0.367,27,35,0.771,16,44,12,13,5,20,27,80
Kristin Haynie,DET,G,20,161,20,2,161,17,40,0.425,3,13,0.231,14,27,0.519,7,9,0.778,5,25,11,14,0,10,14,44
Tasha Humphrey,WAS,C,9,67,9,0,67,7,28,0.25,3,12,0.25,4,16,0.25,3,5,0.6,4,13,3,1,3,6,15,20
Crystal Kelly,SAC,F,23,283,23,4,283,25,57,0.439,0,1,0,25,56,0.446,48,57,0.842,20,39,8,7,2,22,40,98
Katie Mattera,SAS,C,13,79,13,0,79,13,21,0.619,0,0,,13,21,0.619,3,9,0.333,7,22,1,1,8,13,13,29
Armintie Herrington,CHI,G,22,323,22,0,323,27,70,0.386,0,0,,27,70,0.386,23,40,0.575,25,59,26,12,1,18,32,77
Nikki Teasley,ATL,G,10,234,10,10,234,12,30,0.4,7,17,0.412,5,13,0.385,8,10,0.8,2,17,35,9,1,12,28,39
Tamera Young,ATL,F,11,72,11,0,72,9,27,0.333,1,5,0.2,8,22,0.364,11,17,0.647,6,14,5,6,1,9,9,30
Kristin Haynie,SAC,G,9,156,9,1,156,16,48,0.333,5,15,0.333,11,33,0.333,10,12,0.833,3,15,18,13,1,15,13,47
Tasha Humphrey,MIN,C,19,340,19,4,340,55,138,0.399,19,59,0.322,36,79,0.456,21,26,0.808,9,59,8,12,6,14,54,150
Crystal Kelly,DET,F,11,84,11,0,84,8,22,0.364,0,0,,8,22,0.364,15,18,0.833,6,14,4,4,1,11,16,31
Katie Mattera,CHI,C,2,23,2,0,23,3,4,0.75,0,0,,3,4,0.75,5,6,0.833,2,6,0,0,1,6,9,11
Armintie Herrington,ATL,G,11,98,11,0,98,5,14,0.357,0,0,,5,14,0.357,6,10,0.6,7,16,4,3,2,9,12,16
Nikki Teasley,DET,G,11,222,11,7,222,15,39,0.385,10,30,0.333,5,9,0.556,2,2,1,1,14,24,6,4,16,16,42
Tamera Young,CHI,F,10,129,10,6,129,16,46,0.348,2,8,0.25,14,38,0.368,16,18,0.889,10,30,7,7,4,11,18,50
