Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Damiris Dantas,MIN,F,24,572,24,20,572,66,175,0.377,34,102,0.333,32,73,0.438,18,24,0.75,15,97,55,10,7,44,48,184
Elena Delle Donne,WAS,F-G,3,52,3,3,52,13,27,0.481,3,5,0.6,10,22,0.455,12,12,1,3,13,2,0,1,2,2,41
Diamond DeShields,CHI,G,32,860,32,22,860,123,313,0.393,24,80,0.3,99,233,0.425,91,111,0.82,13,112,75,38,12,60,101,361
Blake Dietrick,ATL,G,9,141,9,0,141,8,27,0.296,5,16,0.313,3,11,0.273,0,0,,3,14,11,5,1,5,20,21
Skylar Diggins-Smith,PHO,G,32,1040,32,32,1040,177,393,0.45,50,135,0.37,127,258,0.492,162,198,0.818,17,101,168,34,25,82,71,566
Stefanie Dolson,CHI,C,24,480,24,15,480,71,146,0.486,19,47,0.404,52,99,0.525,18,19,0.947,16,84,30,6,19,30,64,179
Chelsea Dungee,DAL,G,14,64,14,0,64,3,17,0.176,2,10,0.2,1,7,0.143,0,0,,1,3,1,0,1,2,7,8
Sylvia Fowles,MIN,C,31,934,31,31,934,208,325,0.64,0,0,,208,325,0.64,80,106,0.755,65,312,44,56,56,72,79,496
Kysre Gondrezick,IND,G,19,173,19,0,173,13,46,0.283,8,28,0.286,5,18,0.278,2,4,0.5,3,19,18,7,0,17,14,36
Aleah Goodman,CON,G,1,3,1,0,3,0,0,,0,0,,0,0,,0,0,,0,0,1,0,0,0,1,0
Haley Gorecki,PHO,G,3,6,3,0,6,0,1,0,0,1,0,0,0,,0,0,,0,2,0,0,0,1,0,0
Allisha Gray,DAL,G,25,694,25,16,694,106,242,0.438,30,82,0.366,76,160,0.475,56,65,0.862,33,130,42,25,21,34,53,298
Chelsea Gray,LVA,G,32,926,32,32,926,148,326,0.454,27,71,0.38,121,255,0.475,32,36,0.889,15,92,189,37,9,88,43,355
Reshanda Gray,NYL,F,15,210,15,0,210,34,64,0.531,2,9,0.222,32,55,0.582,18,26,0.692,13,53,5,4,4,21,47,88
Brittney Griner,PHO,C,30,983,30,30,983,248,431,0.575,4,9,0.444,244,422,0.578,115,136,0.846,71,284,80,12,58,66,72,615
Arella Guirantes,LAS,G,25,291,25,2,291,26,95,0.274,6,27,0.222,20,68,0.294,21,26,0.808,6,33,15,8,4,12,26,79
Megan Gustafson,WAS,C,11,109,11,1,109,19,32,0.594,0,2,0,19,30,0.633,6,9,0.667,11,40,0,2,1,9,10,44
Dearica Hamby,LVA,F,29,710,29,0,710,127,233,0.545,9,36,0.25,118,197,0.599,74,113,0.655,33,193,49,31,4,43,57,337
Linnae Harper,MIN,G,1,5,1,0,5,0,0,,0,0,,0,0,,0,0,,0,1,0,0,0,0,2,0
Isabelle Harrison,DAL,F,28,665,28,5,665,129,240,0.538,0,1,0,129,239,0.54,47,60,0.783,44,165,31,31,19,42,69,305
Mikiah Herbert Harrigan,SEA,F,1,1,1,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0
Tyasha Harris,DAL,G,32,522,32,3,522,48,143,0.336,20,59,0.339,28,84,0.333,25,30,0.833,9,51,85,13,10,32,40,141
Bria Hartley,PHO,G,6,51,6,0,51,9,16,0.563,4,7,0.571,5,9,0.556,0,0,,2,4,5,1,0,5,1,22
Bernadett Hatar,IND,C,7,106,7,2,106,14,29,0.483,0,0,,14,29,0.483,6,7,0.857,7,18,2,3,3,11,18,34
Tianna Hawkins,ATL,F,28,433,28,8,433,50,126,0.397,16,66,0.242,34,60,0.567,21,23,0.913,14,87,17,11,14,32,62,137
Tiffany Hayes,ATL,G,21,595,21,19,595,105,240,0.438,34,84,0.405,71,156,0.455,64,75,0.853,14,67,63,33,4,31,65,308
Shyla Heal,CHI,G,4,31,4,0,31,1,8,0.125,0,3,0,1,5,0.2,6,6,1,1,3,3,0,0,10,6,8
Ruthy Hebard,CHI,F,30,505,30,6,505,73,138,0.529,0,2,0,73,136,0.537,27,34,0.794,42,132,23,20,20,18,59,173
Natisha Hiedeman,CON,G,32,644,32,5,644,78,195,0.4,51,128,0.398,27,67,0.403,35,50,0.7,7,60,60,27,6,30,61,242
Myisha Hines-Allen,WAS,F,18,462,18,17,462,89,215,0.414,13,41,0.317,76,174,0.437,41,56,0.732,32,126,45,24,11,32,45,232
Natasha Howard,NYL,F,13,357,13,13,357,87,176,0.494,12,36,0.333,75,140,0.536,24,31,0.774,28,94,22,17,7,49,38,210
Sabrina Ionescu,NYL,G,30,899,30,26,899,113,298,0.379,54,166,0.325,59,132,0.447,72,79,0.911,21,170,183,18,16,96,54,352
Briann January,CON,G,29,877,29,29,877,71,167,0.425,27,71,0.38,44,96,0.458,33,38,0.868,9,42,89,25,4,52,58,202
Moriah Jefferson,DAL,G,29,500,29,28,500,66,147,0.449,23,50,0.46,43,97,0.443,3,5,0.6,12,58,72,24,5,40,40,158
Stella Johnson,WAS,G,6,31,6,0,31,3,8,0.375,2,5,0.4,1,3,0.333,4,4,1,3,3,2,0,1,5,7,12
Brionna Jones,CON,F,32,980,32,32,980,194,340,0.571,0,3,0,194,337,0.576,82,103,0.796,101,233,56,44,17,70,97,470
Jazmine Jones,NYL,G,27,448,27,0,448,53,149,0.356,18,47,0.383,35,102,0.343,35,46,0.761,12,66,31,14,10,43,64,159
Jonquel Jones,CON,C,27,856,27,27,856,192,373,0.515,42,116,0.362,150,257,0.584,97,121,0.802,67,303,75,34,34,78,84,523
Stephanie Jones,CON,F,18,99,18,0,99,12,29,0.414,0,2,0,12,27,0.444,1,2,0.5,11,21,3,2,1,3,9,25
Awak Kuier,DAL,F,16,142,16,0,142,12,39,0.308,3,18,0.167,9,21,0.429,11,14,0.786,9,39,9,5,12,16,10,38
Betnijah Laney-Hamilton,NYL,G-F,32,1069,32,32,1069,203,450,0.451,34,109,0.312,169,341,0.496,96,122,0.787,27,132,167,21,3,119,70,536
Jantel Lavender,IND,F,27,539,27,14,539,76,188,0.404,4,20,0.2,72,168,0.429,18,20,0.9,46,105,41,0,4,37,48,174
Kiara Leslie,WAS,G,9,86,9,0,86,8,24,0.333,2,7,0.286,6,17,0.353,7,8,0.875,2,20,2,4,0,4,11,25
Jewell Loyd,SEA,G,31,962,31,31,962,193,459,0.42,65,173,0.376,128,286,0.448,104,117,0.889,24,125,117,46,6,71,64,555
Marina Mabrey,DAL,G,32,773,32,8,773,158,390,0.405,63,184,0.342,95,206,0.461,45,51,0.882,23,124,93,32,10,68,79,424
Ezi Magbegor,SEA,F-C,30,456,30,3,456,81,160,0.506,5,9,0.556,76,151,0.503,33,39,0.846,46,116,24,18,29,26,65,200
Kayla McBride,MIN,G,32,1010,32,32,1010,143,330,0.433,61,161,0.379,82,169,0.485,91,100,0.91,8,115,72,26,5,34,57,438
Erica McCall,WAS,F,23,356,23,6,356,37,74,0.5,0,1,0,37,73,0.507,20,32,0.625,33,99,13,7,9,20,46,94
Angel McCoughtry,LVA,F-G,1,0,1,0,0,0,1,0,0,0,,0,1,0,0,0,,0,0,0,0,0,0,0,0
Teaira McCowan,IND,C,32,848,32,23,848,138,257,0.537,0,0,,138,257,0.537,85,132,0.644,109,308,34,18,51,53,107,361
Aari McDonald,ATL,G,30,493,30,4,493,56,174,0.322,32,104,0.308,24,70,0.343,45,51,0.882,9,49,59,25,5,35,53,189
Kelsey Mitchell,IND,G,32,1059,32,32,1059,212,492,0.431,70,209,0.335,142,283,0.502,75,85,0.882,21,84,80,34,7,65,74,569
Leilani Mitchell,WAS,G,31,725,31,12,725,64,178,0.36,50,140,0.357,14,38,0.368,19,23,0.826,11,61,77,15,2,35,46,197
Tiffany Mitchell,IND,G,28,765,28,25,765,107,254,0.421,12,47,0.255,95,207,0.459,110,125,0.88,25,80,56,17,1,54,53,336
Beatrice Mompremier,CON,F,32,275,32,0,275,26,53,0.491,0,0,,26,53,0.491,5,12,0.417,28,77,7,12,8,18,44,57
Astou Ndour-Fall,CHI,C-F,20,342,20,8,342,46,116,0.397,8,34,0.235,38,82,0.463,32,34,0.941,32,95,8,7,16,17,43,132
Kia Nurse,PHO,G,32,835,32,32,835,98,273,0.359,59,167,0.353,39,106,0.368,49,62,0.79,14,113,56,17,2,48,72,304
Leaonna Odom,NYL,F,18,217,18,0,217,21,45,0.467,5,17,0.294,16,28,0.571,9,12,0.75,11,21,8,5,5,10,25,56
Arike Ogunbowale,DAL,G,32,1003,32,32,1003,199,520,0.383,80,213,0.376,119,307,0.388,121,140,0.864,23,103,104,36,0,68,72,599
Chiney Ogwumike,LAS,F-C,7,134,7,3,134,20,49,0.408,3,4,0.75,17,45,0.378,6,8,0.75,11,29,9,6,3,6,23,49
Nneka Ogwumike,LAS,F,18,570,18,18,570,109,205,0.532,11,30,0.367,98,175,0.56,32,40,0.8,26,117,48,26,5,39,32,261
Michaela Onyenwere,NYL,F,32,711,32,29,711,91,227,0.401,37,113,0.327,54,114,0.474,56,67,0.836,21,94,18,14,9,34,80,275
Candace Parker,CHI,F-C,23,615,23,23,615,116,253,0.458,24,73,0.329,92,180,0.511,50,63,0.794,32,193,91,19,27,56,37,306
Cheyenne Parker-Tyus,ATL,F,13,270,13,11,270,50,110,0.455,10,30,0.333,40,80,0.5,22,28,0.786,13,58,16,15,12,17,28,132
JiSu Park,LVA,C,25,223,25,0,223,17,52,0.327,0,4,0,17,48,0.354,15,18,0.833,16,46,21,3,16,19,28,49
Shey Peddy,PHO,G,32,560,32,5,560,61,148,0.412,27,81,0.333,34,67,0.507,23,25,0.92,24,75,79,29,3,31,33,172
Chelsey Perry,IND,F,6,40,6,0,40,5,18,0.278,2,9,0.222,3,9,0.333,1,2,0.5,0,6,2,3,0,2,7,13
Theresa Plaisance,WAS,F,31,559,31,11,559,71,202,0.351,35,116,0.302,36,86,0.419,22,27,0.815,21,135,42,25,21,37,68,199
Kelsey Plum,LVA,G,26,665,26,0,665,128,293,0.437,44,114,0.386,84,179,0.469,85,90,0.944,11,66,93,26,1,43,56,385
Aerial Powers,MIN,G,14,309,14,7,309,61,143,0.427,11,35,0.314,50,108,0.463,55,60,0.917,13,51,29,5,5,41,29,188
Epiphanny Prince,SEA,G,29,416,29,2,416,58,132,0.439,25,50,0.5,33,82,0.402,26,29,0.897,10,47,48,20,6,25,33,167
Allie Quigley,CHI,G,26,635,26,11,635,121,270,0.448,54,119,0.454,67,151,0.444,47,49,0.959,17,69,60,13,7,30,37,343
DiDi Richards,NYL,G-F,31,346,31,0,346,27,64,0.422,10,22,0.455,17,42,0.405,6,10,0.6,9,34,25,17,6,16,24,70
Danielle Robinson,IND,G,24,659,24,24,659,88,211,0.417,5,25,0.2,83,186,0.446,56,63,0.889,8,85,89,38,2,42,50,237
Mercedes Russell,SEA,C,30,740,30,28,740,92,149,0.617,0,0,,92,149,0.617,36,47,0.766,50,184,49,27,11,38,79,220
Satou Sabally,DAL,F,17,423,17,14,423,69,165,0.418,18,55,0.327,51,110,0.464,47,61,0.77,27,100,48,4,14,39,54,203
Katie Lou Samuelson,SEA,F,27,566,27,24,566,72,158,0.456,26,74,0.351,46,84,0.548,19,26,0.731,11,95,46,18,7,30,45,189
Jessica Shepard,MIN,F,22,231,22,0,231,16,44,0.364,1,12,0.083,15,32,0.469,12,16,0.75,24,71,38,3,4,18,20,45
Kylee Shook,NYL,C,30,567,30,19,567,71,152,0.467,24,61,0.393,47,91,0.516,4,5,0.8,20,121,41,10,15,38,47,170
Odyssey Sims,ATL,G,30,753,30,21,753,105,284,0.37,16,69,0.232,89,215,0.414,35,48,0.729,15,75,108,37,2,49,45,261
Destiny Slocum,LVA,G,21,133,21,0,133,7,22,0.318,5,15,0.333,2,7,0.286,3,5,0.6,3,19,12,3,1,7,19,22
Alanna Smith,PHO,F,18,117,18,0,117,8,34,0.235,4,21,0.19,4,13,0.308,1,4,0.25,5,24,10,7,6,6,10,21
Azura Stevens,CHI,F-C,30,587,30,11,587,90,180,0.5,15,45,0.333,75,135,0.556,26,32,0.813,49,137,23,24,20,28,54,221
Breanna Stewart,SEA,F,28,934,28,28,934,194,442,0.439,48,143,0.336,146,299,0.488,133,157,0.847,34,268,76,33,48,46,51,569
Shekinna Stricklen,ATL,F,24,236,24,0,236,22,85,0.259,14,66,0.212,8,19,0.421,2,5,0.4,2,22,8,10,4,3,26,60
Brittney Sykes,LAS,G,32,939,32,20,939,115,284,0.405,11,42,0.262,104,242,0.43,61,79,0.772,37,146,70,58,15,45,79,302
Stephanie Talbot,SEA,F,30,538,30,9,538,69,143,0.483,27,65,0.415,42,78,0.538,6,8,0.75,12,86,48,14,13,49,58,171
Diana Taurasi,PHO,G,16,455,16,16,455,70,191,0.366,41,121,0.339,29,70,0.414,62,72,0.861,3,71,79,3,9,47,38,243
Alyssa Thomas,CON,F,3,37,3,0,37,4,15,0.267,0,0,,4,15,0.267,3,4,0.75,1,10,4,1,0,3,4,11
Jasmine Thomas,CON,G,30,887,30,30,887,113,293,0.386,42,105,0.4,71,188,0.378,49,56,0.875,13,73,122,39,6,67,53,317
Kayla Thornton,DAL,F,31,857,31,25,857,83,197,0.421,22,63,0.349,61,134,0.455,45,53,0.849,65,173,45,26,7,30,62,233
Kristi Toliver,LAS,G,19,525,19,19,525,67,162,0.414,28,83,0.337,39,79,0.494,16,19,0.842,9,28,54,14,0,32,36,178
Brianna Turner,PHO,F,32,994,32,32,994,108,195,0.554,0,1,0,108,194,0.557,33,46,0.717,78,302,56,24,42,47,70,249
Courtney Vandersloot,CHI,G,32,977,32,32,977,129,298,0.433,36,104,0.346,93,194,0.479,42,49,0.857,16,109,275,54,12,97,66,336
Kia Vaughn,PHO,C,28,441,28,2,441,59,133,0.444,0,1,0,59,132,0.447,12,20,0.6,23,76,36,5,6,36,44,130
Victoria Vivians,IND,G-F,31,661,31,8,661,77,231,0.333,32,127,0.252,45,104,0.433,25,30,0.833,14,95,40,35,4,41,57,211
Jasmine Walker,LAS,F,2,20,2,0,20,0,5,0,0,4,0,0,1,0,0,2,0,0,1,2,2,1,1,1,0
Megan Walker,PHO,F,29,426,29,7,426,46,148,0.311,20,75,0.267,26,73,0.356,19,30,0.633,6,39,25,5,8,23,52,131
Stephanie Watts,CHI,G,6,84,6,0,84,4,19,0.211,1,10,0.1,3,9,0.333,6,8,0.75,8,22,3,3,2,8,13,15
Erica Wheeler,LAS,G,32,967,32,32,967,160,384,0.417,33,92,0.359,127,292,0.435,81,98,0.827,16,98,152,43,8,87,86,434
Sami Whitcomb,NYL,G,30,843,30,28,843,124,262,0.473,76,179,0.425,48,83,0.578,27,33,0.818,10,151,81,31,10,62,53,351
Sydney Wiese,WAS,G,27,578,27,8,578,41,127,0.323,23,79,0.291,18,48,0.375,14,18,0.778,5,36,43,10,0,27,20,119
Courtney Williams,ATL,G,32,1101,32,32,1101,228,546,0.418,39,102,0.382,189,444,0.426,34,53,0.642,46,218,128,34,16,58,53,529
Elizabeth Williams,ATL,C-F,32,761,32,32,761,80,155,0.516,0,0,,80,155,0.516,27,53,0.509,63,157,38,36,43,25,60,187
Kiana Williams,SEA,G,10,35,10,0,35,1,7,0.143,1,6,0.167,0,1,0,1,1,1,0,4,2,1,0,2,3,4
Riquna Williams,LVA,G,32,833,32,32,833,114,257,0.444,63,151,0.417,51,106,0.481,46,50,0.92,6,83,51,25,11,21,47,337
A'ja Wilson,LVA,C,32,1021,32,32,1021,207,466,0.444,1,1,1,206,465,0.443,169,193,0.876,63,298,98,28,40,46,49,584
Aaliyah Wilson,IND,G,14,119,14,0,119,6,26,0.231,1,7,0.143,5,19,0.263,2,4,0.5,5,12,8,3,2,9,17,15
Jackie Young,LVA,G,32,1016,32,32,1016,155,306,0.507,5,20,0.25,150,286,0.524,75,90,0.833,20,130,103,36,11,47,58,390
Amanda Zahui B.,LAS,C,30,714,30,27,714,106,247,0.429,30,107,0.28,76,140,0.543,33,43,0.767,24,154,29,18,35,54,99,275
Shavonte Zellous,WAS,G,28,442,28,5,442,43,114,0.377,10,41,0.244,33,73,0.452,25,31,0.806,16,66,44,11,6,23,48,121
Kristine Anigwe,TOT,F-C,10,136,10,1,136,12,29,0.414,0,0,,12,29,0.414,10,18,0.556,11,33,5,5,1,12,28,34
Cierra Burdick,TOT,F,14,64,14,0,64,5,11,0.455,0,0,,5,11,0.455,3,5,0.6,7,20,6,3,3,3,6,13
Emma Cannon,TOT,F,20,295,20,6,295,45,101,0.446,7,24,0.292,38,77,0.494,13,18,0.722,25,74,17,5,4,32,42,110
Layshia Clarendon,TOT,G,22,543,22,20,543,92,178,0.517,5,14,0.357,87,164,0.53,29,37,0.784,12,65,119,13,0,66,60,218
Lauren Cox,TOT,F,26,305,26,0,305,25,65,0.385,2,8,0.25,23,57,0.404,16,20,0.8,16,77,12,14,16,16,29,68
Candice Dupree,TOT,F,26,463,26,6,463,74,170,0.435,1,7,0.143,73,163,0.448,18,22,0.818,15,78,17,12,5,22,29,167
Dana Evans,TOT,G,29,221,29,0,221,27,79,0.342,18,45,0.4,9,34,0.265,23,26,0.885,1,11,30,5,1,17,21,95
Bria Holmes,TOT,G,19,318,19,5,318,31,96,0.323,8,33,0.242,23,63,0.365,13,23,0.565,20,49,20,15,6,21,21,83
Joyner Holmes,TOT,F,5,28,5,0,28,5,10,0.5,3,4,0.75,2,6,0.333,0,0,,0,4,3,0,1,2,3,13
Natasha Mack,TOT,F,4,18,4,0,18,2,3,0.667,0,0,,2,3,0.667,2,2,1,1,4,0,0,0,2,2,6
Karlie Samuelson,TOT,G,14,206,14,3,206,16,44,0.364,12,31,0.387,4,13,0.308,7,9,0.778,3,26,11,7,0,8,21,51
Kiah Stokes,TOT,C,24,443,24,8,443,16,28,0.571,1,2,0.5,15,26,0.577,4,6,0.667,35,130,20,10,16,13,33,37
Shatori Walker-Kimbrough,TOT,G,17,350,17,13,350,40,78,0.513,8,25,0.32,32,53,0.604,30,35,0.857,4,24,16,12,5,20,28,118
Kristine Anigwe,DAL,F-C,3,30,3,0,30,3,6,0.5,0,0,,3,6,0.5,1,2,0.5,1,6,0,1,0,2,7,7
Cierra Burdick,PHO,F,4,19,4,0,19,2,4,0.5,0,0,,2,4,0.5,0,0,,3,7,3,1,1,1,2,4
Emma Cannon,LVA,F,3,17,3,0,17,2,5,0.4,0,2,0,2,3,0.667,2,2,1,2,5,1,0,1,3,3,6
Layshia Clarendon,NYL,G,1,3,1,0,3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,2,1,0
Lauren Cox,IND,F,11,95,11,0,95,6,19,0.316,1,3,0.333,5,16,0.313,2,2,1,5,22,3,4,3,7,9,15
Candice Dupree,SEA,F,16,260,16,2,260,41,94,0.436,1,4,0.25,40,90,0.444,11,11,1,8,40,11,7,3,13,21,94
Dana Evans,DAL,G,6,24,6,0,24,1,6,0.167,1,3,0.333,0,3,0,2,2,1,0,0,3,0,0,4,3,5
Bria Holmes,LAS,G,17,312,17,5,312,31,95,0.326,8,33,0.242,23,62,0.371,13,23,0.565,20,47,20,15,6,20,21,83
Joyner Holmes,NYL,F,1,5,1,0,5,0,0,,0,0,,0,0,,0,0,,0,0,1,0,0,1,1,0
Natasha Mack,CHI,F,3,16,3,0,16,2,3,0.667,0,0,,2,3,0.667,2,2,1,1,4,0,0,0,2,2,6
Karlie Samuelson,LAS,G,11,174,11,3,174,13,34,0.382,11,23,0.478,2,11,0.182,5,7,0.714,3,25,9,7,0,5,20,42
Kiah Stokes,NYL,C,9,135,9,0,135,6,11,0.545,1,2,0.5,5,9,0.556,2,2,1,8,38,5,4,6,6,14,15
Shatori Walker-Kimbrough,CON,G,1,4,1,0,4,0,0,,0,0,,0,0,,0,0,,0,1,0,0,1,1,1,0
Layshia Clarendon,MIN,G,21,540,21,20,540,92,178,0.517,5,14,0.357,87,164,0.53,29,37,0.784,12,65,119,13,0,64,59,218
Joyner Holmes,LVA,F,4,23,4,0,23,5,10,0.5,3,4,0.75,2,6,0.333,0,0,,0,4,2,0,1,1,2,13
Shatori Walker-Kimbrough,WAS,G,16,346,16,13,346,40,78,0.513,8,25,0.32,32,53,0.604,30,35,0.857,4,23,16,12,4,19,27,118
Kristine Anigwe,LAS,F-C,7,106,7,1,106,9,23,0.391,0,0,,9,23,0.391,9,16,0.563,10,27,5,4,1,10,21,27
Emma Cannon,CON,F,5,58,5,0,58,8,17,0.471,4,8,0.5,4,9,0.444,1,2,0.5,5,15,4,0,1,5,10,21
Natasha Mack,MIN,F,1,2,1,0,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0
Cierra Burdick,MIN,F,3,10,3,0,10,2,3,0.667,0,0,,2,3,0.667,2,3,0.667,0,1,0,0,0,0,0,6
Dana Evans,CHI,G,23,197,23,0,197,26,73,0.356,17,42,0.405,9,31,0.29,21,24,0.875,1,11,27,5,1,13,18,90
Cierra Burdick,SEA,F,7,35,7,0,35,1,4,0.25,0,0,,1,4,0.25,1,2,0.5,4,12,3,2,2,2,4,3
Emma Cannon,IND,F,12,220,12,6,220,35,79,0.443,3,14,0.214,32,65,0.492,10,14,0.714,18,54,12,5,2,24,29,83
Kiah Stokes,LVA,C,15,308,15,8,308,10,17,0.588,0,0,,10,17,0.588,2,4,0.5,27,92,15,6,10,7,19,22
Lauren Cox,LAS,F,15,210,15,0,210,19,46,0.413,1,5,0.2,18,41,0.439,14,18,0.778,11,55,9,10,13,9,20,53
Karlie Samuelson,SEA,G,3,32,3,0,32,3,10,0.3,1,8,0.125,2,2,1,2,2,1,0,1,2,0,0,3,1,9
Candice Dupree,ATL,F,10,203,10,4,203,33,76,0.434,0,3,0,33,73,0.452,7,11,0.636,7,38,6,5,2,9,8,73
Bria Holmes,LVA,G,2,6,2,0,6,0,1,0,0,0,,0,1,0,0,0,,0,2,0,0,0,1,0,0
