Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Lindsey Harding,LAS,G,33,1011,33,33,1011,134,304,0.441,4,22,0.182,130,282,0.461,88,116,0.759,17,89,170,34,13,82,60,360
Amber Harris,MIN,F,30,263,30,1,263,27,72,0.375,2,14,0.143,25,58,0.431,15,21,0.714,11,44,20,4,6,15,26,71
Tianna Hawkins,SEA,F,33,321,33,0,321,48,91,0.527,5,21,0.238,43,70,0.614,11,13,0.846,17,52,6,9,4,22,59,112
Tiffany Hayes,ATL,G,23,513,23,4,513,80,197,0.406,23,61,0.377,57,136,0.419,76,102,0.745,20,86,39,27,3,40,52,259
Aneika Henry-Morello,ATL,F-C,34,434,34,1,434,54,120,0.45,0,0,,54,120,0.45,26,34,0.765,44,134,16,9,17,26,41,134
Allison Hightower,CON,G,21,672,21,21,672,108,255,0.424,24,66,0.364,84,189,0.444,28,40,0.7,9,65,63,24,7,31,56,268
Tayler Hill,WAS,G,34,593,34,7,593,63,192,0.328,35,105,0.333,28,87,0.322,59,70,0.843,8,58,51,23,3,38,30,220
Roneeka Hodges,TUL,G,33,567,33,8,567,58,150,0.387,41,114,0.36,17,36,0.472,7,8,0.875,2,40,33,17,2,17,30,164
Ebony Hoffman,LAS,F,33,412,33,0,412,46,108,0.426,1,14,0.071,45,94,0.479,8,9,0.889,14,64,33,16,11,22,73,101
Quanitra Hollingsworth,WAS,C,7,42,7,0,42,5,9,0.556,0,0,,5,9,0.556,2,4,0.5,2,10,2,2,2,1,8,12
Chelsea Hopkins,SAS,G,4,58,4,0,58,1,17,0.059,1,4,0.25,0,13,0,3,4,0.75,2,8,10,3,0,5,3,6
Alexis Hornbuckle,PHO,G,30,373,30,1,373,30,92,0.326,10,36,0.278,20,56,0.357,21,30,0.7,9,51,38,11,3,38,61,91
Charde Houston,PHO,F,34,586,34,6,586,78,195,0.4,9,50,0.18,69,145,0.476,35,45,0.778,20,77,44,17,12,56,101,200
Tiffany Jackson-Jones,TUL,F,19,393,19,10,393,33,84,0.393,0,0,,33,84,0.393,17,26,0.654,37,86,13,25,4,27,41,83
Jasmine James,PHO,G,16,190,16,1,190,18,54,0.333,0,8,0,18,46,0.391,13,18,0.722,5,23,28,14,1,19,18,49
Briann January,IND,G,32,946,32,32,946,110,316,0.348,35,98,0.357,75,218,0.344,60,74,0.811,12,77,118,34,6,79,84,315
Rachel Jarry,MIN,F,27,184,27,0,184,16,36,0.444,6,10,0.6,10,26,0.385,7,9,0.778,7,19,11,5,4,13,27,45
Chucky Jeffery,NYL,G,2,6,2,0,6,0,2,0,0,1,0,0,1,0,2,2,1,0,1,0,2,0,0,0,2
Glory Johnson,TUL,F,29,875,29,28,875,152,341,0.446,1,3,0.333,151,338,0.447,130,174,0.747,95,258,33,30,12,60,71,435
Shenise Johnson,SAS,G,33,901,33,24,901,144,365,0.395,23,84,0.274,121,281,0.431,53,67,0.791,40,128,79,42,6,60,55,364
Temeka Johnson,SEA,G,32,877,32,32,877,114,266,0.429,21,57,0.368,93,209,0.445,77,88,0.875,13,82,127,28,3,85,68,326
Lynetta Kizer,PHO,F,27,266,27,0,266,31,69,0.449,0,1,0,31,68,0.456,9,14,0.643,21,57,6,11,5,21,55,71
Cathrine Kraayeveld,SAS,F,22,285,22,0,285,16,55,0.291,11,40,0.275,5,15,0.333,3,4,0.75,9,42,12,9,4,10,20,46
Jennifer Lacy,TUL,F,32,450,32,7,450,45,139,0.324,18,71,0.254,27,68,0.397,18,22,0.818,12,43,21,7,6,23,60,126
Natasha Lacy,CON,G,3,50,3,1,50,2,18,0.111,0,1,0,2,17,0.118,3,3,1,3,15,6,4,0,4,1,7
Crystal Langhorne,WAS,F-C,34,973,34,34,973,169,328,0.515,1,8,0.125,168,320,0.525,69,106,0.651,81,245,45,31,10,79,65,408
Erlana Larkins,IND,F,34,1022,34,34,1022,103,189,0.545,0,0,,103,189,0.545,63,89,0.708,104,265,64,48,11,47,100,269
Ivory Latta,WAS,G,34,1072,34,34,1072,158,403,0.392,72,182,0.396,86,221,0.389,83,92,0.902,12,88,150,29,1,64,67,471
Jantel Lavender,LAS,F,34,571,34,3,571,107,211,0.507,0,0,,107,211,0.507,32,37,0.865,49,154,18,19,22,37,52,246
Kara Lawson,CON,G,9,271,9,6,271,45,103,0.437,22,48,0.458,23,55,0.418,12,14,0.857,8,33,38,5,1,22,14,124
Camille Smith,SEA,F,34,1030,34,34,1030,121,277,0.437,13,46,0.283,108,231,0.468,114,142,0.803,65,161,47,42,9,81,89,369
Sancho Lyttle,ATL,F,6,180,6,6,180,37,70,0.529,2,5,0.4,35,65,0.538,10,15,0.667,14,51,15,14,8,13,17,86
Anne Marie Armstrong,ATL,G-F,9,25,9,0,25,2,4,0.5,2,4,0.5,0,0,,0,0,,1,4,0,1,0,1,2,6
A'dia Mathies,LAS,G,30,276,30,0,276,24,68,0.353,4,16,0.25,20,52,0.385,16,25,0.64,7,20,23,9,2,17,35,68
Janel McCarville,MIN,F-C,32,700,32,32,700,79,162,0.488,6,14,0.429,73,148,0.493,37,46,0.804,38,137,92,32,21,42,59,201
Angel McCoughtry,ATL,F-G,33,1036,33,32,1036,246,596,0.413,23,113,0.204,223,483,0.462,196,238,0.824,58,176,146,89,24,134,90,711
Nadirah McKenith,WAS,G,32,282,32,0,282,29,78,0.372,7,22,0.318,22,56,0.393,25,34,0.735,4,36,33,19,2,22,21,90
Emma Meesseman,WAS,F,34,498,34,1,498,66,148,0.446,0,2,0,66,146,0.452,17,21,0.81,40,106,42,19,24,29,54,149
Leilani Mitchell,NYL,G,34,633,34,9,633,54,133,0.406,32,85,0.376,22,48,0.458,30,35,0.857,18,71,66,26,4,34,37,170
Alex Montgomery,NYL,G-F,34,782,34,0,782,86,224,0.384,13,43,0.302,73,181,0.403,22,26,0.846,36,177,57,22,8,57,75,207
Renee Montgomery,CON,G,23,625,23,18,625,81,222,0.365,36,110,0.327,45,112,0.402,35,39,0.897,7,41,71,18,1,56,39,233
Jessica Moore,WAS,F-C,2,8,2,0,8,0,1,0,0,0,,0,1,0,0,0,,0,2,0,0,0,1,2,0
Lindsey Moore,MIN,G,23,130,23,0,130,8,31,0.258,3,12,0.25,5,19,0.263,3,4,0.75,0,13,24,3,0,12,5,22
Maya Moore,MIN,F,34,1068,34,34,1068,233,458,0.509,72,159,0.453,161,299,0.538,90,102,0.882,59,210,101,59,33,57,97,628
Shay Murphy,CHI,G,34,379,34,0,379,38,130,0.292,10,58,0.172,28,72,0.389,19,24,0.792,29,64,10,21,0,13,32,105
Nneka Ogwumike,LAS,F,34,878,34,34,878,192,339,0.566,2,5,0.4,190,334,0.569,109,132,0.826,95,258,45,50,33,66,101,495
Jenna O'Hea,LAS,F,29,398,29,0,398,28,64,0.438,20,40,0.5,8,24,0.333,10,15,0.667,12,50,31,10,6,17,38,86
Courtney Paris,TUL,C,23,276,23,2,276,41,89,0.461,0,1,0,41,88,0.466,6,9,0.667,41,95,11,7,16,12,36,88
Candace Parker,LAS,F-C,31,889,31,31,889,208,422,0.493,9,35,0.257,199,387,0.514,131,172,0.762,44,269,117,40,57,71,42,556
Jia Perkins,SAS,G,34,1037,34,33,1037,181,452,0.4,45,116,0.388,136,336,0.405,64,74,0.865,26,107,69,80,10,49,58,471
Devereaux Peters,MIN,F,34,631,34,2,631,59,149,0.396,0,0,,59,149,0.396,23,27,0.852,52,156,37,24,34,30,56,141
Erin Phillips,IND,G,18,383,18,6,383,36,98,0.367,23,48,0.479,13,50,0.26,12,16,0.75,4,19,29,15,1,14,22,107
Plenette Pierson,NYL,F,32,883,32,27,883,147,367,0.401,0,7,0,147,360,0.408,77,107,0.72,63,186,80,16,20,79,68,371
Jeanette Pohlen-Mavunga,IND,G,13,191,13,0,191,13,38,0.342,9,24,0.375,4,14,0.286,6,6,1,6,25,4,6,1,10,11,41
Cappie Pondexter,NYL,G,30,1027,30,30,1027,171,475,0.36,38,103,0.369,133,372,0.358,127,156,0.814,15,135,119,31,4,104,50,507
Chelsea Poppens,SAS,F,8,63,8,0,63,4,9,0.444,0,0,,4,9,0.444,1,4,0.25,9,17,1,1,0,2,11,9
Nicole Powell,TUL,F,32,715,32,20,715,73,180,0.406,38,105,0.362,35,75,0.467,22,27,0.815,31,119,41,24,6,29,54,206
Armintie Herrington,ATL,G,28,838,28,26,838,78,167,0.467,0,0,,78,167,0.467,39,66,0.591,43,95,67,65,3,52,55,195
Epiphanny Prince,CHI,G,31,930,31,31,930,148,394,0.376,61,154,0.396,87,240,0.363,108,120,0.9,18,84,93,51,12,43,45,465
Allie Quigley,CHI,G,34,318,34,0,318,48,152,0.316,17,54,0.315,31,98,0.316,16,18,0.889,7,24,22,12,4,20,23,129
Noelle Quinn,SEA,G,34,870,34,15,870,70,198,0.354,13,56,0.232,57,142,0.401,32,38,0.842,21,165,56,28,8,42,39,185
Ruth Riley,ATL,C,16,121,16,0,121,6,19,0.316,2,5,0.4,4,14,0.286,4,6,0.667,3,12,3,3,4,8,25,18
Ashley Robinson,SEA,C,21,200,21,0,200,13,29,0.448,0,0,,13,29,0.448,6,10,0.6,11,29,7,1,8,23,32,32
Danielle Robinson,SAS,G,25,812,25,25,812,115,259,0.444,0,6,0,115,253,0.455,51,64,0.797,19,78,168,34,4,64,49,281
Sugar Rodgers,MIN,G,28,212,28,0,212,19,60,0.317,10,32,0.313,9,28,0.321,4,7,0.571,11,40,14,15,9,12,32,52
Tierra Ruffin-Pratt,WAS,G,34,503,34,0,503,51,142,0.359,1,7,0.143,50,135,0.37,47,60,0.783,33,95,26,22,8,22,57,150
Nakia Sanford,SEA,C-F,15,153,15,0,153,8,27,0.296,0,0,,8,27,0.296,9,16,0.563,12,30,8,1,4,12,28,25
Katie Smith*,NYL,G,34,904,34,30,904,76,203,0.374,28,89,0.315,48,114,0.421,28,33,0.848,9,64,61,24,6,43,53,208
Michelle Snow,WAS,C,34,571,34,18,571,73,154,0.474,0,0,,73,154,0.474,28,34,0.824,50,163,20,16,25,34,78,174
Shekinna Stricklen,SEA,F,34,797,34,21,797,131,319,0.411,54,157,0.344,77,162,0.475,25,39,0.641,28,96,28,25,13,40,54,341
Carolyn Swords,CHI,C,16,181,16,2,181,26,42,0.619,0,0,,26,42,0.619,7,9,0.778,16,41,10,8,12,14,33,59
Diana Taurasi,PHO,G,32,1032,32,32,1032,200,439,0.456,69,199,0.347,131,240,0.546,182,213,0.854,18,134,197,22,15,116,103,651
Penny Taylor,PHO,F,10,161,10,3,161,25,53,0.472,8,19,0.421,17,34,0.5,26,27,0.963,6,21,17,8,1,6,7,84
Jasmine Thomas,ATL,G,34,935,34,29,935,120,334,0.359,16,74,0.216,104,260,0.4,32,46,0.696,24,103,106,29,9,71,63,288
Krystal Thomas,PHO,C,34,477,34,3,477,33,64,0.516,0,0,,33,64,0.516,13,31,0.419,39,140,7,8,17,32,90,79
Tina Thompson*,SEA,F,34,976,34,34,976,154,376,0.41,60,162,0.37,94,214,0.439,111,127,0.874,40,198,39,18,22,50,79,479
Erin Thorn,IND,G,6,67,6,0,67,2,12,0.167,1,6,0.167,1,6,0.167,2,2,1,0,3,4,2,1,5,2,7
Joslyn Tinkle,SEA,F,6,11,6,0,11,0,3,0,0,2,0,0,1,0,0,0,,1,3,0,0,0,0,1,0
Kristi Toliver,LAS,G,34,1019,34,34,1019,181,396,0.457,49,128,0.383,132,268,0.493,69,83,0.831,18,87,114,43,6,65,86,480
Courtney Vandersloot,CHI,G,33,985,33,33,985,106,268,0.396,17,56,0.304,89,212,0.42,60,72,0.833,10,106,184,46,28,82,86,289
Kia Vaughn,WAS,C,34,680,34,15,680,99,233,0.425,0,1,0,99,232,0.427,35,46,0.761,50,176,22,24,37,52,78,233
Ashley Walker,CON,F-C,7,55,7,0,55,5,17,0.294,2,8,0.25,3,9,0.333,1,1,1,9,16,2,2,3,6,4,13
Lindsay Whalen*,MIN,G,34,1005,34,34,1005,198,407,0.486,1,9,0.111,197,398,0.495,108,138,0.783,22,148,197,26,2,74,67,505
Tan White,CON,G,22,549,22,12,549,84,255,0.329,15,76,0.197,69,179,0.385,20,27,0.741,17,61,44,34,6,52,59,203
Davellyn Whyte,SAS,G,29,433,29,4,433,42,130,0.323,18,60,0.3,24,70,0.343,28,37,0.757,18,55,52,20,7,42,36,130
Candice Wiggins,TUL,G,32,876,32,31,876,103,284,0.363,57,157,0.363,46,127,0.362,61,77,0.792,27,92,63,39,7,59,93,324
Kamiko Williams,NYL,G,34,453,34,18,453,39,121,0.322,6,23,0.261,33,98,0.337,4,7,0.571,16,73,32,24,8,30,38,88
Le'coe Willingham,ATL,F,34,755,34,28,755,56,132,0.424,14,46,0.304,42,86,0.488,15,21,0.714,45,142,27,27,11,42,83,141
Riquna Williams,TUL,G,27,612,27,6,612,139,350,0.397,45,118,0.381,94,232,0.405,99,110,0.9,14,64,49,27,7,40,59,422
Julie Wojta,SAS,G-F,3,25,3,0,25,2,2,1,0,0,,2,2,1,2,3,0.667,2,6,1,3,0,3,1,6
Monica Wright,MIN,G,33,743,33,3,743,110,257,0.428,10,39,0.256,100,218,0.459,68,86,0.791,20,96,76,34,6,58,90,298
Tanisha Wright,SEA,G,34,1050,34,34,1050,146,332,0.44,13,46,0.283,133,286,0.465,100,117,0.855,29,127,138,38,7,98,90,405
Tamera Young,CHI,F,33,596,33,8,596,81,190,0.426,0,1,0,81,189,0.429,23,38,0.605,43,125,21,17,5,22,61,185
Toni Young,NYL,F,31,344,31,10,344,58,122,0.475,0,1,0,58,121,0.479,12,18,0.667,24,58,14,9,10,26,57,128
Shavonte Zellous,IND,G,29,908,29,29,908,146,352,0.415,39,112,0.348,107,240,0.446,96,123,0.78,27,100,48,27,21,54,93,427
Sharnee Zoll,CHI,G,19,184,19,0,184,6,28,0.214,0,6,0,6,22,0.273,5,8,0.625,0,14,33,3,0,16,15,17
Jasmine Hassell,TOT,F,22,162,22,0,162,13,47,0.277,0,1,0,13,46,0.283,8,17,0.471,10,19,8,4,1,7,22,34
DeLisha Milton-Jones,TOT,F,26,622,26,17,622,82,206,0.398,5,24,0.208,77,182,0.423,43,61,0.705,37,109,49,19,10,42,67,212
Kayla Pedersen,TOT,F,34,431,34,5,431,39,101,0.386,0,1,0,39,100,0.39,23,34,0.676,32,100,31,21,14,28,52,101
Samantha Prahalis,TOT,G,11,109,11,2,109,8,25,0.32,0,5,0,8,20,0.4,2,2,1,1,10,17,4,1,13,18,18
Avery Warley-Talbert,TOT,C,22,215,22,5,215,17,41,0.415,0,0,,17,41,0.415,8,10,0.8,25,69,2,8,7,11,33,42
Jasmine Hassell,IND,F,18,153,18,0,153,12,45,0.267,0,1,0,12,44,0.273,8,17,0.471,10,19,7,4,1,7,21,32
DeLisha Milton-Jones,SAS,F,15,409,15,15,409,59,140,0.421,3,14,0.214,56,126,0.444,17,28,0.607,28,73,30,14,7,25,43,138
Kayla Pedersen,TUL,F,9,162,9,5,162,16,38,0.421,0,0,,16,38,0.421,3,6,0.5,13,35,14,7,8,8,12,35
Samantha Prahalis,PHO,G,8,101,8,2,101,8,25,0.32,0,5,0,8,20,0.4,2,2,1,1,8,16,3,1,10,17,18
Avery Warley-Talbert,NYL,C,8,102,8,5,102,10,25,0.4,0,0,,10,25,0.4,4,6,0.667,11,39,1,5,1,6,15,24
Jasmine Hassell,SEA,F,4,9,4,0,9,1,2,0.5,0,0,,1,2,0.5,0,0,,0,0,1,0,0,0,1,2
DeLisha Milton-Jones,NYL,F,11,213,11,2,213,23,66,0.348,2,10,0.2,21,56,0.375,26,33,0.788,9,36,19,5,3,17,24,74
Kayla Pedersen,CON,F,25,269,25,0,269,23,63,0.365,0,1,0,23,62,0.371,20,28,0.714,19,65,17,14,6,20,40,66
Samantha Prahalis,NYL,G,3,8,3,0,8,0,0,,0,0,,0,0,,0,0,,0,2,1,1,0,3,1,0
Avery Warley-Talbert,CHI,C,14,113,14,0,113,7,16,0.438,0,0,,7,16,0.438,4,4,1,14,30,1,3,6,5,18,18
